CPU,CPU Socket,Chipset,CrossFire Support,Floppy,Form Factor,Half Mini-PCI-Express,Kind,Link,Manufacturer,Maximum Supported Memory,Memory Slots,Memory Type,Micro SATA 6 Gb/s,Mini-PCI-Express,Mini-PCI-Express/mSATA,Model,Name,Onboard Ethernet,Onboard USB 3.0 Header(s),Onboard Video,PATA 100,PATA 133,Part #,Prices,RAID Support,SAS 12 Gb/s,SAS 3 Gb/s,SAS 6 Gb/s,SATA 1.5 Gb/s,SATA 3 Gb/s,SATA 6 Gb/s,SATA Express,SLI Support,U.2,U.2 (SFF-8639),eSATA 3Gb/s,eSATA 6Gb/s,mSATA,avg,short_link,socket,max_mem,mem_slots
,LGA1150,Intel B85,Yes,,Micro ATX,,Motherboard,/product/RCBv6h/msi-motherboard-b85mgaming,MSI,32GB,4 x 240-pin DIMM,DDR3-1066 / 1333 / 1600,,,,,MSI B85M GAMING Micro ATX LGA1150 Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,,,B85M GAMING,[],Yes,,,,,2,4,,No,,,,,,0.0,msi-motherboard-b85mgaming,LGA1150,32.0,4 x 240-pin DIMM
,LGA1155,Intel Z77,No,,Mini ITX,,Motherboard,/product/89kD4D/msi-motherboard-z77iae53,MSI,16GB,2 x 240-pin DIMM,DDR3-1066 / 1333 / 1600 / 1866 / 2000 / 2133 / 2200 / 2400 / 2600 / 2666 / 2800,,,1,,MSI Z77IA-E53 Mini ITX LGA1155 Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,,,Z77IA-E53,[],Yes,,,,,2,2,,No,,,,,,0.0,msi-motherboard-z77iae53,LGA1155,16.0,2 x 240-pin DIMM
,LGA1155,Intel Z68,Yes,,ATX,,Motherboard,/product/LnR48d/asus-motherboard-p8z68vpro,Asus,32GB,4 x 240-pin DIMM,DDR3-1066 / 1333 / 1600 / 1866 / 2133 / 2200,,,,,Asus P8Z68-V PRO ATX LGA1155 Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,,,P8Z68-V PRO,[],Yes,,,,,4,4,,Yes,,,1,,,0.0,asus-motherboard-p8z68vpro,LGA1155,32.0,4 x 240-pin DIMM
,LGA1150,Intel Z97,Yes,,ATX,,Motherboard,/product/csR48d/asus-motherboard-z97pro,Asus,32GB,4 x 240-pin DIMM,DDR3-1066 / 1333 / 1600 / 1800 / 1866 / 2000 / 2133 / 2200 / 2400 / 2500 / 2600 / 2666 / 2800 / 2933 / 3000 / 3100 / 3200,,,,,Asus Z97-PRO ATX LGA1150 Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,,,Z97-PRO,[],Yes,,,,,,6,1,Yes,,,,,,0.0,asus-motherboard-z97pro,LGA1150,32.0,4 x 240-pin DIMM
,LGA1150,Intel Z97,Yes,,ATX,,Motherboard,/product/yNXfrH/asus-motherboard-z97prowifiac,Asus,32GB,4 x 240-pin DIMM,DDR3-1333 / 1600 / 1800 / 1866 / 2000 / 2133 / 2200 / 2400 / 2500 / 2600 / 2666 / 2800 / 2933 / 3000 / 3100 / 3200,,,,,Asus Z97-PRO(Wi-Fi ac) ATX LGA1150 Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,,,Z97-PRO(Wi-Fi ac)<br/>(or) Z97-PRO-WIFI-AC,[],Yes,,,,,,6,1,Yes,,,,,,0.0,asus-motherboard-z97prowifiac,LGA1150,32.0,4 x 240-pin DIMM
,LGA1155,Intel Z68,Yes,,ATX,,Motherboard,/product/Pdh9TW/asus-motherboard-p8z68deluxe,Asus,32GB,4 x 240-pin DIMM,DDR3-1066 / 1333 / 1600 / 1866 / 2133 / 2200,,,,,Asus P8Z68 Deluxe ATX LGA1155 Motherboard,2 x 10/100/1000 Mbps,Yes,No,,,P8Z68 Deluxe,[],Yes,,,,,4,4,,Yes,,,1,,,0.0,asus-motherboard-p8z68deluxe,LGA1155,32.0,4 x 240-pin DIMM
,LGA775,Intel G41,No,,Micro ATX,,Motherboard,/product/vjxfrH/intel-motherboard-boxdg41rq,Intel,8GB,2 x 240-pin DIMM,DDR2-667 / 800,,,,DG41RQ,Intel DG41RQ Micro ATX LGA775 Motherboard,1 x 10/100/1000 Mbps,No,Yes,1,,BOXDG41RQ,[],No,,,,,4,,,No,,,,,,0.0,intel-motherboard-boxdg41rq,LGA775,8.0,2 x 240-pin DIMM
,AM3+,AMD 880G,No,,Micro ATX,,Motherboard,/product/v7Np99/asus-motherboard-m5a88m,Asus,16GB,4 x 240-pin DIMM,DDR3-1066 / 1333 / 1600 / 1866 / 2000,,,,,Asus M5A88-M Micro ATX AM3+ Motherboard,1 x 10/100/1000 Mbps,No,Yes,,,M5A88-M,[],Yes,,,,,,6,,No,,,,,,0.0,asus-motherboard-m5a88m,AM3+,16.0,4 x 240-pin DIMM
,AM3,AMD 870,No,,ATX,,Motherboard,/product/hNbp99/biostar-motherboard-a870,Biostar,16GB,4 x 240-pin DIMM,DDR3-800 / 1066 / 1333,,,,,Biostar A870 ATX AM3 Motherboard,1 x 10/100/1000 Mbps,No,No,,,A870,[],Yes,,,,,,6,,No,,,,,,0.0,biostar-motherboard-a870,AM3,16.0,4 x 240-pin DIMM
,LGA1155,Intel B75,No,,Micro ATX,,Motherboard,/product/wmw323/asus-motherboard-p8b75mlxplus,Asus,16GB,2 x 240-pin DIMM,DDR3-1066 / 1333 / 1600 / 1800 / 2000 / 2200,,,,,Asus P8B75-M LX PLUS Micro ATX LGA1155 Motherboard,1 x 10/100/1000 Mbps,Yes,Yes,,,P8B75-M LX PLUS,[],No,,,,,5,1,,No,,,,,,0.0,asus-motherboard-p8b75mlxplus,LGA1155,16.0,2 x 240-pin DIMM
,LGA1155,Intel Z68,Yes,,ATX,,Motherboard,/product/s4Lypg/gigabyte-motherboard-gaz68pds3,Gigabyte,32GB,4 x 240-pin DIMM,DDR3-1066 / 1333 / 1600 / 1866 / 2133,,,,,Gigabyte GA-Z68P-DS3 ATX LGA1155 Motherboard,1 x 10/100/1000 Mbps,No,Depends on CPU,,,GA-Z68P-DS3,[],Yes,,,,,4,2,,No,,,,,1,0.0,gigabyte-motherboard-gaz68pds3,LGA1155,32.0,4 x 240-pin DIMM
,FM2+,AMD A55,No,,Micro ATX,,Motherboard,/product/gJYXsY/asus-motherboard-a55bmausb3,Asus,32GB,2 x 240-pin DIMM,DDR3-1333 / 1600 / 1866 / 2133,,,,,Asus A55BM-A/USB3 Micro ATX FM2+ Motherboard,1 x 10/100/1000 Mbps,No,Depends on CPU,,,A55BM-A/USB3,[],Yes,,,,,6,,,No,,,,,,0.0,asus-motherboard-a55bmausb3,FM2+,32.0,2 x 240-pin DIMM
,LGA2011,Intel X79,Yes,,XL ATX,,Motherboard,/product/ZKjG3C/msi-motherboard-bigbangxpoweriilimitededition,MSI,128GB,8 x 240-pin DIMM,DDR3-1066 / 1333 / 1600 / 1800 / 2133 / 2400,,,,,MSI Big Bang - Xpower II Limited Edition XL ATX LGA2011 Motherboard,2 x 10/100/1000 Mbps,Yes,No,,,Big Bang - Xpower II Limited Edition,[],Yes,,,,,4,6,,4-way SLI,,,,,,0.0,msi-motherboard-bigbangxpoweriilimitededition,LGA2011,128.0,8 x 240-pin DIMM
,LGA1150,Intel H97,Yes,,ATX,,Motherboard,/product/QtV48d/gigabyte-motherboard-gah97gaming3,Gigabyte,32GB,4 x 240-pin DIMM,DDR3-1066 / 1333 / 1600,,,,,Gigabyte GA-H97-GAMING 3 ATX LGA1150 Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,,,GA-H97-GAMING 3,[],Yes,,,,,,4,1,No,,,,,,0.0,gigabyte-motherboard-gah97gaming3,LGA1150,32.0,4 x 240-pin DIMM
,AM3+,AMD 970,Yes,,ATX,,Motherboard,/product/HGK7YJ/asus-motherboard-m5a97ler20bom,Asus,32GB,4 x 240-pin DIMM,DDR3-1066 / 1333 / 1600 / 1866 / 2133,,,,,Asus M5A97 LE R2.0 BOM ATX AM3+ Motherboard,1 x 10/100/1000 Mbps,No,No,,,M5A97 LE R2.0 BOM,[],Yes,,,,,,6,,No,,,,,,0.0,asus-motherboard-m5a97ler20bom,AM3+,32.0,4 x 240-pin DIMM
,AM3+,AMD 760G,No,,Micro ATX,,Motherboard,/product/gBw323/msi-motherboard-760gmp34fxbom,MSI,16GB,2 x 240-pin DIMM,DDR3-1066 / 1333 / 1600 / 1866,,,,,MSI 760GM-P34 (FX) BOM Micro ATX AM3+ Motherboard,1 x 10/100/1000 Mbps,No,Yes,,,760GM-P34 (FX) BOM,[],Yes,,,,,6,,,No,,,,,,0.0,msi-motherboard-760gmp34fxbom,AM3+,16.0,2 x 240-pin DIMM
,LGA1150,Intel H97,Yes,,ATX,,Motherboard,/product/cW2kcf/gigabyte-motherboard-g1sniperh6,Gigabyte,32GB,4 x 240-pin DIMM,DDR3-1066 / 1333 / 1600,,,,,Gigabyte G1.SNIPER H6 ATX LGA1150 Motherboard,1 x 10/100/1000 Mbps,Yes,No,,,G1.SNIPER H6,[],Yes,,,,,,6,,No,,,,,,0.0,gigabyte-motherboard-g1sniperh6,LGA1150,32.0,4 x 240-pin DIMM
,LGA775,Intel G41,No,,Micro ATX,,Motherboard,/product/qR3RsY/asus-motherboard-p5g41tmcsm,Asus,8GB,2 x 240-pin DIMM,DDR3-800 / 1066 / 1333,,,,,Asus P5G41T-M/CSM Micro ATX LGA775 Motherboard,1 x 10/100/1000 Mbps,No,Yes,1,,P5G41T-M/CSM,[],No,,,,,4,,,No,,,,,,0.0,asus-motherboard-p5g41tmcsm,LGA775,8.0,2 x 240-pin DIMM
,FM1,AMD A75,Yes,,Micro ATX,,Motherboard,/product/CHmLrH/asus-motherboard-f1a75mle,Asus,32GB,2 x 240-pin DIMM,DDR3-1066 / 1333 / 1600 / 1866,,,,,Asus F1A75-M LE Micro ATX FM1 Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,,,F1A75-M LE,[],Yes,,,,,,6,,No,,,,,,0.0,asus-motherboard-f1a75mle,FM1,32.0,2 x 240-pin DIMM
,LGA1150,Intel Z97,Yes,,ATX,,Motherboard,/product/qWbkcf/msi-motherboard-z97aslikraitedition,MSI,32GB,4 x 240-pin DIMM,DDR3-1066 / 1333 / 1600 / 1866 / 2000 / 2133 / 2200 / 2400 / 2600 / 2666 / 2800 / 3000 / 3100 / 3200 / 3300,,,,,MSI Z97A SLI KRAIT EDITION ATX LGA1150 Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,,,Z97A SLI KRAIT EDITION,[],Yes,,,,,,6,1,Yes,,,,,,0.0,msi-motherboard-z97aslikraitedition,LGA1150,32.0,4 x 240-pin DIMM
,LGA1155,Intel Z77,Yes,,ATX,,Motherboard,/product/YvrG3C/msi-motherboard-z77mpower,MSI,32GB,4 x 240-pin DIMM,DDR3-1066 / 1333 / 1600,,,,,MSI Z77 MPOWER ATX LGA1155 Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,,,Z77 MPOWER,[],Yes,,,,,4,2,,Yes,,,,,,0.0,msi-motherboard-z77mpower,LGA1155,32.0,4 x 240-pin DIMM
,FM2,AMD A85X,No,,Micro ATX,,Motherboard,/product/ngGkcf/msi-motherboard-fm2a85xmae35,MSI,32GB,2 x 240-pin DIMM,DDR3-1066 / 1333 / 1600 / 1866 / 2133,,,,,MSI FM2-A85XMA-E35 Micro ATX FM2 Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,,,FM2-A85XMA-E35,[],Yes,,,,,,6,,No,,,,,,0.0,msi-motherboard-fm2a85xmae35,FM2,32.0,2 x 240-pin DIMM
,LGA1155,Intel H61,No,,Micro ATX,,Motherboard,/product/hgg323/asus-motherboard-p8h61mlxrev30,Asus,16GB,2 x 240-pin DIMM,DDR3-1066 / 1333,,,,,Asus P8H61-M LX (REV 3.0) Micro ATX LGA1155 Motherboard,1 x 10/100/1000 Mbps,No,Depends on CPU,,,P8H61-M LX (REV 3.0),[],No,,,,,4,,,No,,,,,,0.0,asus-motherboard-p8h61mlxrev30,LGA1155,16.0,2 x 240-pin DIMM
,LGA1155,Intel H67,Yes,,ATX,,Motherboard,/product/K3TmP6/asus-motherboard-p8h67vrev30,Asus,32GB,4 x 240-pin DIMM,DDR3-1066 / 1333,,,,,Asus P8H67-V (REV 3.0) ATX LGA1155 Motherboard,1 x 10/100/1000 Mbps,No,Depends on CPU,,1,P8H67-V (REV 3.0),[],Yes,,,,,4,2,,No,,,,,,0.0,asus-motherboard-p8h67vrev30,LGA1155,32.0,4 x 240-pin DIMM
,LGA1155,Intel Z68,Yes,,ATX,,Motherboard,/product/4MkD4D/asrock-motherboard-z68extreme7gen3,ASRock,32GB,4 x 240-pin DIMM,DDR3-800 / 1066 / 1333 / 1600 / 2133,,,,,ASRock Z68 Extreme7 Gen3 ATX LGA1155 Motherboard,2 x 10/100/1000 Mbps,Yes,Depends on CPU,,,Z68 Extreme7 Gen3,[],Yes,,,,,4,6,,3-way SLI,,,,1,,0.0,asrock-motherboard-z68extreme7gen3,LGA1155,32.0,4 x 240-pin DIMM
,LGA1155,Intel Z68,Yes,,ATX,,Motherboard,/product/N6H323/asrock-motherboard-z68extreme3gen3,ASRock,32GB,4 x 240-pin DIMM,DDR3-800 / 1066 / 1333 / 1600 / 2133,,,,,ASRock Z68 Extreme3 Gen3 ATX LGA1155 Motherboard,1 x 10/100/1000 Mbps,No,Depends on CPU,,,Z68 Extreme3 Gen3<br/>(or) Z68 EXTREME3 GEN3/A/ASR<br/>(or) Z68-EXT3-G3,[],Yes,,,,,4,2,,Yes,,,,1,,0.0,asrock-motherboard-z68extreme3gen3,LGA1155,32.0,4 x 240-pin DIMM
,LGA2011,Intel X79,Yes,,ATX,,Motherboard,/product/xZYXsY/msi-motherboard-x79agd658dfrioadv,MSI,128GB,8 x 240-pin DIMM,DDR3-1066 / 1333 / 1600 / 1800 / 2133 / 2400,,,,,MSI X79A-GD65(8D) Frio Adv ATX LGA2011 Motherboard,1 x 10/100/1000 Mbps,Yes,No,,,X79A-GD65(8D) Frio Adv,[],Yes,,,,,4,4,,3-way SLI,,,,,,0.0,msi-motherboard-x79agd658dfrioadv,LGA2011,128.0,8 x 240-pin DIMM
,LGA2011-3,Intel X99,Yes,,ATX,,Motherboard,/product/BVnG3C/msi-motherboard-x99sslikrait,MSI,128GB,8 x 288-pin DIMM,DDR4-2133 / 2400 / 2666 / 3000 / 3333,,,,,MSI X99S SLI Krait ATX LGA2011-3 Motherboard,1 x 10/100/1000 Mbps,Yes,No,,,X99S SLI Krait<br/>(or) X99S SLI Krait Edition<br/>(or) 7885-003R,[],Yes,,,,,,8,1,3-way SLI,,,,,,0.0,msi-motherboard-x99sslikrait,LGA2011-3,128.0,8 x 288-pin DIMM
,LGA775,Intel G41,No,,Micro ATX,,Motherboard,/product/KXQypg/asus-motherboard-p5qplam,Asus,8GB,2 x 240-pin DIMM,DDR2-667 / 800 / 1066,,,,,Asus P5QPL-AM Micro ATX LGA775 Motherboard,1 x 10/100/1000 Mbps,No,Yes,1,,P5QPL-AM,[],No,,,,,4,,,No,,,,,,0.0,asus-motherboard-p5qplam,LGA775,8.0,2 x 240-pin DIMM
,LGA1151,Intel Z170,Yes,,ATX,,Motherboard,/product/Cgbkcf/biostar-motherboard-z170gt7,Biostar,64GB,4 x 288-pin DIMM,DDR4-1866 / 2133 / 3200,,,,,Biostar Z170GT7 ATX LGA1151 Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,,,Z170GT7,[119.99],Yes,,,,,,,3,Yes,,,,,,119.99,biostar-motherboard-z170gt7,LGA1151,64.0,4 x 288-pin DIMM
,LGA2011-3,Intel X99,Yes,,ATX,,Motherboard,/product/TYNypg/msi-x99a-sli-atx-lga2011-3-motherboard-x99a-sli,MSI,128GB,8 x 288-pin DIMM,DDR4-2133 / 2400 / 2666 / 3000 / 3333,,,,,MSI X99A SLI ATX LGA2011-3 Motherboard,1 x 10/100/1000 Mbps,Yes,No,,,X99A SLI,"[234.99, 234.99, 241.47, 244.98]",Yes,,,,,,8,1,3-way SLI,,,,,,239.1075,msi-x99a-sli-atx-lga2011-3-motherboard-x99a-sli,LGA2011-3,128.0,8 x 288-pin DIMM
,LGA1151,Intel Z170,Yes,,Micro ATX,,Motherboard,/product/mbKhP6/asrock-motherboard-z170mocformula,ASRock,32GB,2 x 288-pin DIMM,DDR4-2133 / 2400 / 2800 / 2933 / 3000 / 3200 / 3300 / 3333 / 3400 / 3466 / 3600 / 3666 / 3733 / 3800 / 3866 / 4000 / 4133 / 4266,,,,,ASRock Z170M OC Formula Micro ATX LGA1151 Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,,,Z170M OC Formula,[190.0],Yes,,,,,,4,2,Yes,,,,,,190.0,asrock-motherboard-z170mocformula,LGA1151,32.0,2 x 288-pin DIMM
,LGA1150,Intel Z87,Yes,,ATX,,Motherboard,/product/QWH323/asrock-motherboard-z87extreme4,ASRock,32GB,4 x 240-pin DIMM,DDR3-1066 / 1333 / 1600 / 1866 / 2133 / 2400 / 2800,,,,,ASRock Z87 Extreme4 ATX LGA1150 Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,,,Z87 Extreme4,[99.99],Yes,,,,,,8,,Yes,,,,1,,99.99,asrock-motherboard-z87extreme4,LGA1150,32.0,4 x 240-pin DIMM
,LGA1151,Intel Z170,Yes,,ATX,,Motherboard,/product/rp2rxr/msi-motherboard-z170atomahawk,MSI,64GB,4 x 288-pin DIMM,DDR4-2133 / 2400 / 2800 / 3000 / 3200 / 3600,,,,,MSI Z170A TOMAHAWK ATX LGA1151 Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,,,Z170A TOMAHAWK,[],No,,,,,,6,,No,,,,,,0.0,msi-motherboard-z170atomahawk,LGA1151,64.0,4 x 288-pin DIMM
,LGA1151,Intel C236,Yes,,ATX,,Motherboard,/product/pGL7YJ/gigabyte-motherboard-mw31sp0,Gigabyte,64GB,4 x 288-pin DIMM,DDR4-1866 / 2133,,,,,Gigabyte MW31-SP0 ATX LGA1151 Motherboard,2 x 10/100/1000 Mbps,Yes,Depends on CPU,,,MW31-SP0,"[345.34, 359.99]",Yes,,,,,,8,,Yes,,,,,,352.665,gigabyte-motherboard-mw31sp0,LGA1151,64.0,4 x 288-pin DIMM
,LGA1151,Intel C236,Yes,,ATX,,Motherboard,/product/HwcMnQ/msi-motherboard-c236aworkstation,MSI,64GB,4 x 288-pin DIMM,DDR4-2133,,,,,MSI C236A WORKSTATION ATX LGA1151 Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,,,C236A WORKSTATION,"[169.99, 170.99, 169.99, 169.99]",Yes,,,,,,6,,Yes,,,,,,170.24,msi-motherboard-c236aworkstation,LGA1151,64.0,4 x 288-pin DIMM
,LGA1155,Intel H67,No,,ATX,,Motherboard,/product/8w4gXL/intel-motherboard-boxdh67clb3,Intel,32GB,4 x 240-pin DIMM,DDR3-1066 / 1333,,,,DH67CLB3,Intel DH67CLB3 ATX LGA1155 Motherboard,1 x 10/100/1000 Mbps,No,Depends on CPU,,,BOXDH67CLB3,[114.99],Yes,,,,,3,2,,No,,,1,,,114.99,intel-motherboard-boxdh67clb3,LGA1155,32.0,4 x 240-pin DIMM
,AM1,AMD AM1,No,,Mini ITX,,Motherboard,/product/K7PzK8/ecs-motherboard-kam1i10,ECS,16GB,2 x 240-pin DIMM,DDR3-1600,,1,,,ECS KAM1-I(1.0) Mini ITX AM1 Motherboard,1 x 10/100/1000 Mbps,No,Depends on CPU,,,KAM1-I(1.0),[36.59],No,,,,,,2,,No,,,,,,36.59,ecs-motherboard-kam1i10,AM1,16.0,2 x 240-pin DIMM
,LGA1151,Intel C232,Yes,,ATX,,Motherboard,/product/xZFXsY/msi-e3-krait-gaming-v5-atx-lga1151-motherboard-e3-krait-gaming-v5,MSI,64GB,4 x 288-pin DIMM,DDR4-2133,,,,,MSI E3 KRAIT GAMING V5 ATX LGA1151 Motherboard,1 x 10/100/1000 Mbps,Yes,No,,,E3 KRAIT GAMING V5,[],Yes,,,,,,6,,No,,,,,,0.0,msi-e3-krait-gaming-v5-atx-lga1151-motherboard-e3-krait-gaming-v5,LGA1151,64.0,4 x 288-pin DIMM
,AM3,NVIDIA GeForce 6150,No,,Micro ATX,,Motherboard,/product/3wQypg/biostar-motherboard-mcp6p3,Biostar,8GB,2 x 240-pin DIMM,DDR3-800 / 1066 / 1333,,,,,Biostar MCP6P3 Micro ATX AM3 Motherboard,1 x 10/100 Mbps,No,Yes,1,,MCP6P3,[],Yes,,,,,4,,,No,,,,,,0.0,biostar-motherboard-mcp6p3,AM3,8.0,2 x 240-pin DIMM
,LGA1151,Intel H110,No,,Mini ITX,,Motherboard,/product/NCFXsY/asus-h110i-plus-mini-itx-lga1151-motherboard-h110i-plus,Asus,32GB,2 x 288-pin DIMM,DDR4-2133,,,,,Asus H110I-PLUS Mini ITX LGA1151 Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,,,H110I-PLUS,[],No,,,,,,4,,No,,,,,,0.0,asus-h110i-plus-mini-itx-lga1151-motherboard-h110i-plus,LGA1151,32.0,2 x 288-pin DIMM
,LGA1151,Intel C232,No,,Mini ITX,,Motherboard,/product/QmrcCJ/asus-motherboard-p10si,Asus,32GB,2 x 288-pin DIMM,DDR4-2133,,,,,Asus P10S-I Mini ITX LGA1151 Motherboard,2 x 10/100/1000 Mbps,No,Yes,,,P10S-I,"[198.99, 210.99, 358.99]",Yes,,,,,,2,,No,,,,,,256.323333333,asus-motherboard-p10si,LGA1151,32.0,2 x 288-pin DIMM
,LGA1151,Intel Z270,Yes,,ATX,,Motherboard,/product/6Y8H99/asrock-z270-killer-sli-atx-lga1151-motherboard-z270-killer-sli,ASRock,64GB,4 x 288-pin DIMM,DDR4-2133 / 2400 / 2800 / 2933 / 3200 / 3600 / 3733,,,,,ASRock Z270 Killer SLI ATX LGA1151 Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,,,Z270 Killer SLI,[],Yes,,,,,,6,,Yes,,,,,,0.0,asrock-z270-killer-sli-atx-lga1151-motherboard-z270-killer-sli,LGA1151,64.0,4 x 288-pin DIMM
,LGA1151,Intel H110,No,,Micro ATX,,Motherboard,/product/DbKhP6/asus-h110m-e-micro-atx-lga1151-motherboard-h110m-e,Asus,32GB,2 x 288-pin DIMM,DDR4-2133,,,,,Asus H110M-E Micro ATX LGA1151 Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,,,H110M-E,[],No,,,,,,4,,No,,,,,,0.0,asus-h110m-e-micro-atx-lga1151-motherboard-h110m-e,LGA1151,32.0,2 x 288-pin DIMM
,LGA2011-3 Narrow,Intel C612,No,,Micro ATX,,Motherboard,/product/JJM323/supermicro-motherboard-x10srmf,Supermicro,512GB,4 x 288-pin DIMM,DDR4-1600 / 1866 / 2133 / 2400,,,,,Supermicro X10SRM-F Micro ATX LGA2011-3 Narrow Motherboard,2 x 10/100/1000 Mbps,Yes,Yes,,,X10SRM-F,"[269.99, 299.0]",No,,,,,,10,,No,,,,,,284.495,supermicro-motherboard-x10srmf,LGA2011-3 Narrow,512.0,4 x 288-pin DIMM
,LGA1151,Intel H110,No,,Micro ATX,,Motherboard,/product/qCzZxr/gigabyte-motherboard-gah110ms2hp,Gigabyte,32GB,2 x 288-pin DIMM,DDR4-2133,,,,,Gigabyte GA-H110M-S2HP Micro ATX LGA1151 Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,,,GA-H110M-S2HP,[123.89],No,,,,,,6,,No,,,,,,123.89,gigabyte-motherboard-gah110ms2hp,LGA1151,32.0,2 x 288-pin DIMM
,AM3+,AMD 970,Yes,,ATX,,Motherboard,/product/HD38TW/asrock-motherboard-970performance,ASRock,64GB,4 x 240-pin DIMM,DDR3-1066 / 1333 / 1600 / 1800 / 1866 / 2100 / 2400,,,,,ASRock 970 Performance ATX AM3+ Motherboard,1 x 10/100/1000 Mbps,Yes,No,,,970 Performance,[],Yes,,,,,,6,,Yes,,,,,,0.0,asrock-motherboard-970performance,AM3+,64.0,4 x 240-pin DIMM
,LGA1151,Intel H170,Yes,,Micro ATX,,Motherboard,/product/qW4NnQ/biostar-motherboard-h170gt3,Biostar,64GB,4 x 288-pin DIMM,DDR4-1866 / 2133,,,,,Biostar H170GT3 Micro ATX LGA1151 Motherboard,1 x 10/100/1000 Mbps,No,Depends on CPU,,,H170GT3,[89.99],Yes,,,,,,2,1,No,,,,,,89.99,biostar-motherboard-h170gt3,LGA1151,64.0,4 x 288-pin DIMM
,LGA1151,Intel H110,No,,Micro ATX,,Motherboard,/product/WVcMnQ/asus-motherboard-h110mad3,Asus,32GB,2 x 240-pin DIMM,DDR3-1333 / 1600 / 1866,,,,,Asus H110M-A D3 Micro ATX LGA1151 Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,,,H110M-A D3,[],Yes,,,,,,4,,No,,,,,,0.0,asus-motherboard-h110mad3,LGA1151,32.0,2 x 240-pin DIMM
,FM2+,AMD A78,No,,Micro ATX,,Motherboard,/product/VQzZxr/asrock-motherboard-fm2a78mpro3,ASRock,64GB,4 x 240-pin DIMM,DDR3-1066 / 1333 / 1600 / 1866 / 2133,,,,,ASRock FM2A78M PRO3+ Micro ATX FM2+ Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,,,FM2A78M PRO3+,[57.99],Yes,,,,,,6,,No,,,,,,57.99,asrock-motherboard-fm2a78mpro3,FM2+,64.0,4 x 240-pin DIMM
,AM3/AM2+/AM2,NVIDIA GeForce 7025,No,,Micro ATX,,Motherboard,/product/9Ch9TW/gigabyte-motherboard-gam68ms2p,Gigabyte,8GB,2 x 240-pin DIMM,DDR2-667 / 800 / 1066,,,,,Gigabyte GA-M68M-S2P Micro ATX AM3/AM2+/AM2 Motherboard,1 x 10/100/1000 Mbps,No,Yes,,1,GA-M68M-S2P,[],Yes,,,,,4,,,No,,,,,,0.0,gigabyte-motherboard-gam68ms2p,AM3/AM2+/AM2,8.0,2 x 240-pin DIMM
,FM2+,AMD A88X,Yes,,Micro ATX,,Motherboard,/product/jBw323/asrock-motherboard-fm2a88mextreme4,ASRock,64GB,4 x 240-pin DIMM,DDR3-1066 / 1333 / 1600 / 1866,,,,,ASRock FM2A88M EXTREME4+ Micro ATX FM2+ Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,,,FM2A88M EXTREME4+,[199.98],Yes,,,,,,8,,No,,,,,,199.98,asrock-motherboard-fm2a88mextreme4,FM2+,64.0,4 x 240-pin DIMM
,LGA1150,Intel Z97,No,,ATX,,Motherboard,/product/v4XfrH/asus-motherboard-z97p,Asus,32GB,4 x 240-pin DIMM,DDR3-1333 / 1600 / 1800 / 1866 / 2000 / 2133 / 2200 / 2400 / 2500 / 2600 / 2666 / 2800 / 2933 / 3000 / 3100 / 3200,,,,,Asus Z97-P ATX LGA1150 Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,,,Z97-P,[],Yes,,,,,,4,,No,,,,,,0.0,asus-motherboard-z97p,LGA1150,32.0,4 x 240-pin DIMM
,LGA1150,Intel B85,Yes,,Micro ATX,,Motherboard,/product/Hch9TW/msi-motherboard-b85mg43,MSI,32GB,4 x 240-pin DIMM,DDR3-1066 / 1333 / 1600,,,,,MSI B85M-G43 Micro ATX LGA1150 Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,,,B85M-G43,"[92.77, 149.88]",No,,,,,2,4,,No,,,,,,121.325,msi-motherboard-b85mg43,LGA1150,32.0,4 x 240-pin DIMM
