CPU,CPU Socket,Chipset,CrossFire Support,Floppy,Form Factor,Half Mini-PCI-Express,Kind,Link,Manufacturer,Maximum Supported Memory,Memory Slots,Memory Type,Micro SATA 6 Gb/s,Mini-PCI-Express,Mini-PCI-Express/mSATA,Model,Name,Onboard Ethernet,Onboard USB 3.0 Header(s),Onboard Video,PATA 100,PATA 133,Part #,Prices,RAID Support,SAS 12 Gb/s,SAS 3 Gb/s,SAS 6 Gb/s,SATA 1.5 Gb/s,SATA 3 Gb/s,SATA 6 Gb/s,SATA Express,SLI Support,U.2,U.2 (SFF-8639),eSATA 3Gb/s,eSATA 6Gb/s,mSATA,avg,short_link,socket,max_mem,mem_slots
,LGA1156,Intel H55,No,,Micro ATX,,Motherboard,/product/XkBv6h/asrock-motherboard-h55musb3r20,ASRock,8GB,2 x 240-pin DIMM,DDR3-1066 / 1333 / 1600 / 1866 / 2133 / 2600,,,,,ASRock H55M/USB3 R2.0 Micro ATX LGA1156 Motherboard,1 x 10/100/1000 Mbps,No,Depends on CPU,,,H55M/USB3 R2.0,[],No,,,,,5,,,No,,,1,,,0.0,asrock-motherboard-h55musb3r20,LGA1156,8.0,2 x 240-pin DIMM
,LGA1151,Intel C236,No,,Micro ATX,,Motherboard,/product/DfvZxr/supermicro-motherboard-mbdx11sshf,Supermicro,64GB,4 x 288-pin DIMM,DDR4-1600 / 1866 / 2133,,,,,Supermicro MBD-X11SSH-F Micro ATX LGA1151 Motherboard,2 x 10/100/1000 Mbps,Yes,Yes,,,MBD-X11SSH-F,[],Yes,,,,,,8,,No,,,,,,0.0,supermicro-motherboard-mbdx11sshf,LGA1151,64.0,4 x 288-pin DIMM
,LGA1150,Intel H87,No,,Mini ITX,,Motherboard,/product/Fm4gXL/gigabyte-motherboard-gah87nwifirev20,Gigabyte,16GB,2 x 240-pin DIMM,DDR3-1333 / 1600,,1,,,Gigabyte GA-H87N-WIFI(REV2.0) Mini ITX LGA1150 Motherboard,,Yes,Depends on CPU,,,GA-H87N-WIFI(REV2.0),[],Yes,,,,,,4,,No,,,,,,0.0,gigabyte-motherboard-gah87nwifirev20,LGA1150,16.0,2 x 240-pin DIMM
,LGA1150,Intel B85,No,,Mini ITX,,Motherboard,/product/bRLypg/gigabyte-motherboard-gab85n,Gigabyte,16GB,2 x 240-pin DIMM,DDR3-1333 / 1600,,1,,,Gigabyte GA-B85N Mini ITX LGA1150 Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,,,GA-B85N,[],No,,,,,1,3,,No,,,,,1,0.0,gigabyte-motherboard-gab85n,LGA1150,16.0,2 x 240-pin DIMM
,LGA1155,Intel Z77,Yes,,ATX,,Motherboard,/product/63xfrH/asus-motherboard-p8z77vleplus,Asus,32GB,4 x 240-pin DIMM,DDR3-1333 / 1600 / 1800 / 1866 / 2000 / 2133 / 2200 / 2400,,,,,Asus P8Z77-V LE PLUS ATX LGA1155 Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,,,P8Z77-V LE PLUS,[],Yes,,,,,4,3,,Yes,,,,1,,0.0,asus-motherboard-p8z77vleplus,LGA1155,32.0,4 x 240-pin DIMM
,LGA1156,Intel H55,No,,Micro ATX,,Motherboard,/product/64fp99/jetway-motherboard-jxblueh55minilf,Jetway,8GB,2 x 240-pin DIMM,DDR3-1066 / 1333,,,,,Jetway JXBLUE-H55-MINI-LF Micro ATX LGA1156 Motherboard,1 x 10/100/1000 Mbps,No,Yes,,,JXBLUE-H55-MINI-LF,[],No,,,,,4,,,No,,,,,,0.0,jetway-motherboard-jxblueh55minilf,LGA1156,8.0,2 x 240-pin DIMM
,LGA1156,Intel P55,Yes,,ATX,,Motherboard,/product/zZTmP6/asus-motherboard-90mib9y0g0aay00z,Asus,16GB,4 x 240-pin DIMM,DDR3-1066 / 1333 / 1600 / 1800 / 2000,,,,Sabertooth 55i,Asus Sabertooth 55i ATX LGA1156 Motherboard,1 x 10/100/1000 Mbps,No,No,,1,90-MIB9Y0-G0AAY00Z,[],Yes,,,,,8,,,Yes,,,1,,,0.0,asus-motherboard-90mib9y0g0aay00z,LGA1156,16.0,4 x 240-pin DIMM
,AM3/AM2+/AM2,NVIDIA GeForce 6100,No,,Micro ATX,,Motherboard,/product/ndV48d/jetway-motherboard-jm26gt4alf,Jetway,4GB,2 x 240-pin DIMM,DDR2-800,,,,,Jetway JM26GT4-A-LF Micro ATX AM3/AM2+/AM2 Motherboard,1 x 10/100 Mbps,No,Yes,,1,JM26GT4-A-LF,[],Yes,,,,,4,,,No,,,,,,0.0,jetway-motherboard-jm26gt4alf,AM3/AM2+/AM2,4.0,2 x 240-pin DIMM
,LGA1366,Intel X58,Yes,,XL ATX,,Motherboard,/product/L4fp99/gigabyte-motherboard-gax58aud9,Gigabyte,24GB,6 x 240-pin DIMM,DDR3-800 / 1066 / 1333 / 2200,,,,,Gigabyte GA-X58A-UD9 XL ATX LGA1366 Motherboard,2 x 10/100/1000 Mbps,No,No,,1,GA-X58A-UD9,[],Yes,,,,,8,2,,4-way SLI,,,2,,,0.0,gigabyte-motherboard-gax58aud9,LGA1366,24.0,6 x 240-pin DIMM
,LGA1150,Intel Z87,Yes,,EATX,,Motherboard,/product/ZT2kcf/gigabyte-motherboard-gaz87xocforce,Gigabyte,32GB,4 x 240-pin DIMM,DDR3-1066 / 1333 / 1600 / 1800 / 1866 / 2000 / 2133 / 2200 / 2400 / 2500 / 2600 / 2666 / 2800 / 2933 / 3000,,,,,Gigabyte GA-Z87X-OC Force EATX LGA1150 Motherboard,2 x 10/100/1000 Mbps,Yes,Depends on CPU,,,GA-Z87X-OC Force,[],Yes,,,,,,10,,4-way SLI,,,,,,0.0,gigabyte-motherboard-gaz87xocforce,LGA1150,32.0,4 x 240-pin DIMM
,LGA1151,Intel B150,Yes,,Micro ATX,,Motherboard,/product/Tn648d/asrock-b150m-pro4v-micro-atx-lga1151-motherboard-b150m-pro4v,ASRock,64GB,4 x 288-pin DIMM,DDR4-2133,,,,,ASRock B150M Pro4V Micro ATX LGA1151 Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,,,B150M Pro4V,"[67.99, 72.89, 72.99, 67.99, 96.99]",No,,,,,,6,,No,,,,,,75.77,asrock-b150m-pro4v-micro-atx-lga1151-motherboard-b150m-pro4v,LGA1151,64.0,4 x 288-pin DIMM
,LGA1150,Intel Z87,Yes,,ATX,,Motherboard,/product/DgV48d/asus-motherboard-z87c,Asus,32GB,4 x 240-pin DIMM,DDR3-1333 / 1600 / 1800 / 1866 / 2000 / 2133 / 2400 / 2500 / 2600 / 2666 / 2800,,,,,Asus Z87-C ATX LGA1150 Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,,,Z87-C,[],Yes,,,,,,6,,No,,,,,,0.0,asus-motherboard-z87c,LGA1150,32.0,4 x 240-pin DIMM
,LGA1150,Intel Z87,Yes,,ATX,,Motherboard,/product/J4xfrH/asus-motherboard-z87expert,Asus,32GB,4 x 240-pin DIMM,DDR3-1333 / 1600 / 1800 / 1866 / 2000 / 2133 / 2200 / 2400 / 2500 / 2600 / 2666 / 2800,,,,Z87-Expert,Asus Z87-Expert ATX LGA1150 Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,,,Z87-EXPERT,[],Yes,,,,,,8,,Yes,,,,,,0.0,asus-motherboard-z87expert,LGA1150,32.0,4 x 240-pin DIMM
,LGA1150,Intel H87,Yes,,Micro ATX,,Motherboard,/product/g7K7YJ/asrock-motherboard-h87m,ASRock,16GB,2 x 240-pin DIMM,DDR3-1066 / 1333 / 1600,,,,,ASRock H87M Micro ATX LGA1150 Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,,,H87M,[],Yes,,,,,,6,,No,,,,,,0.0,asrock-motherboard-h87m,LGA1150,16.0,2 x 240-pin DIMM
,LGA1150,Intel Z87,Yes,,Micro ATX,,Motherboard,/product/K9V48d/asrock-motherboard-z87mextreme4,ASRock,32GB,4 x 240-pin DIMM,DDR3-1066 / 1333 / 1600 / 1866 / 2133 / 2400 / 2800,,,,,ASRock Z87M Extreme4 Micro ATX LGA1150 Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,,,Z87M Extreme4,[],Yes,,,,,,6,,Yes,,,,1,,0.0,asrock-motherboard-z87mextreme4,LGA1150,32.0,4 x 240-pin DIMM
,LGA1150,Intel H87,No,,Mini ITX,,Motherboard,/product/FDtCmG/asrock-motherboard-h87mitx,ASRock,16GB,2 x 240-pin DIMM,DDR3-1066 / 1333 / 1600,,,,,ASRock H87M-ITX Mini ITX LGA1150 Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,,,H87M-ITX,[],Yes,,,,,,4,,No,,,,1,,0.0,asrock-motherboard-h87mitx,LGA1150,16.0,2 x 240-pin DIMM
,LGA1150,Intel H87,Yes,,ATX,,Motherboard,/product/MWH323/intel-motherboard-boxdh87mc,Intel,32GB,4 x 240-pin DIMM,DDR3-1333 / 1600,,1,,DH87MC,Intel DH87MC ATX LGA1150 Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,,,BOXDH87MC,[],Yes,,,,,,5,,No,,,,,,0.0,intel-motherboard-boxdh87mc,LGA1150,32.0,4 x 240-pin DIMM
,LGA1150,Intel Z87,Yes,,ATX,,Motherboard,/product/CRDwrH/ecs-motherboard-z87h3a410,ECS,32GB,4 x 240-pin DIMM,DDR3-1333 / 1600 / 1866 / 2100 / 2133 / 2400 / 2666 / 2800 / 3000,,,,,ECS Z87H3-A4(1.0) ATX LGA1150 Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,,,Z87H3-A4(1.0),[],Yes,,,,,,6,,No,,,,,1,0.0,ecs-motherboard-z87h3a410,LGA1150,32.0,4 x 240-pin DIMM
,LGA1155,Intel H61,No,,ATX,,Motherboard,/product/DCxfrH/ecs-motherboard-h61h2a2deluxe10,ECS,16GB,2 x 240-pin DIMM,DDR3-1066 / 1333,,,,,ECS H61H2-A2 Deluxe (1.0) ATX LGA1155 Motherboard,1 x 10/100/1000 Mbps,No,Depends on CPU,,,H61H2-A2 Deluxe (1.0),[],No,,,,,4,2,,No,,,,,,0.0,ecs-motherboard-h61h2a2deluxe10,LGA1155,16.0,2 x 240-pin DIMM
,LGA1156,Intel H55,No,,Micro ATX,,Motherboard,/product/PQW9TW/foxconn-motherboard-h55mxv,Foxconn,8GB,2 x 240-pin DIMM,DDR3-1066 / 1333,,,,,Foxconn H55MXV Micro ATX LGA1156 Motherboard,1 x 10/100/1000 Mbps,No,Yes,,,H55MXV,[],No,,,,,6,,,No,,,,,,0.0,foxconn-motherboard-h55mxv,LGA1156,8.0,2 x 240-pin DIMM
,AM3,AMD 890GX,Yes,,ATX,,Motherboard,/product/hvyFf7/foxconn-motherboard-a9da,Foxconn,16GB,4 x 240-pin DIMM,DDR3-1066 / 1333 / 1600,,,,,Foxconn A9DA ATX AM3 Motherboard,1 x 10/100/1000 Mbps,No,Yes,,,A9DA,[],Yes,,,,,,5,,No,,,1,,,0.0,foxconn-motherboard-a9da,AM3,16.0,4 x 240-pin DIMM
,LGA1151,Intel B150,No,,Micro ATX,,Motherboard,/product/bjZ2FT/asrock-motherboard-b150mhds,ASRock,32GB,2 x 288-pin DIMM,DDR4-2133,,,,,ASRock B150M-HDS Micro ATX LGA1151 Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,,,B150M-HDS,"[59.99, 58.99, 66.06]",No,,,,,,4,,No,,,,,,61.68,asrock-motherboard-b150mhds,LGA1151,32.0,2 x 288-pin DIMM
,LGA1150,Intel H87,Yes,,Micro ATX,,Motherboard,/product/9gV48d/ecs-motherboard-h87h3m10,ECS,32GB,4 x 240-pin DIMM,DDR3-1333 / 1600,,,,,ECS H87H3-M(1.0) Micro ATX LGA1150 Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,,,H87H3-M(1.0),[],Yes,,,,,,6,,No,,,,,,0.0,ecs-motherboard-h87h3m10,LGA1150,32.0,4 x 240-pin DIMM
,LGA1155,Intel Z77,Yes,,ATX,,Motherboard,/product/qsTmP6/asrock-motherboard-z77extreme9,ASRock,32GB,4 x 240-pin DIMM,DDR3-1066 / 1333 / 1600 / 1866 / 2133 / 2400,,,,,ASRock Z77 Extreme9 ATX LGA1155 Motherboard,2 x 10/100/1000 Mbps,Yes,Depends on CPU,,,Z77 Extreme9,[],Yes,,,,,4,6,,4-way SLI,,,,1,,0.0,asrock-motherboard-z77extreme9,LGA1155,32.0,4 x 240-pin DIMM
,AM3,AMD 770,No,,ATX,,Motherboard,/product/cBn2FT/ecs-motherboard-ic780ma2v10a,ECS,16GB,4 x 240-pin DIMM,DDR3-800 / 1066 / 1333,,,,,ECS IC780M-A2 (V1.0A) ATX AM3 Motherboard,1 x 10/100/1000 Mbps,No,No,,1,IC780M-A2 (V1.0A),[],Yes,,,,,4,,,No,,,,,,0.0,ecs-motherboard-ic780ma2v10a,AM3,16.0,4 x 240-pin DIMM
,LGA1155,Intel H61,No,,Micro ATX,,Motherboard,/product/7hfp99/ecs-motherboard-h61h2m13,ECS,16GB,2 x 240-pin DIMM,DDR3-1066 / 1333 / 1600,,,,,ECS H61H2-M13 Micro ATX LGA1155 Motherboard,1 x 10/100/1000 Mbps,No,Depends on CPU,,,H61H2-M13,[],No,,,,,4,,,No,,,,,,0.0,ecs-motherboard-h61h2m13,LGA1155,16.0,2 x 240-pin DIMM
Integrated Atom D2500,,Intel NM10,No,,Micro ATX,,Motherboard,/product/VYsKHx/ecs-motherboard-cdcmd2500,ECS,4GB,2 x 204-pin SODIMM,DDR3-800 / 1066,,,,,ECS CDC-M/D2500 Micro ATX Atom D2500 Motherboard,1 x 10/100 Mbps,No,Yes,,,CDC-M/D2500,[],No,,,,,2,,,No,,,,,,0.0,ecs-motherboard-cdcmd2500,,4.0,2 x 204-pin SODIMM
,LGA1155,Intel H61,No,,Thin Mini ITX,,Motherboard,/product/m8Gkcf/ecs-motherboard-h61hg11,ECS,16GB,2 x 204-pin SODIMM,DDR3-1066 / 1333 / 1600,,,1,,ECS H61H-G11 Thin Mini ITX LGA1155 Motherboard,1 x 10/100/1000 Mbps,No,Depends on CPU,,,H61H-G11,[],No,,,,,2,,,No,,,,,,0.0,ecs-motherboard-h61hg11,LGA1155,16.0,2 x 204-pin SODIMM
,LGA1150,Intel Z87,Yes,,ATX,,Motherboard,/product/KwxfrH/asus-motherboard-z87deluxedual,Asus,32GB,4 x 240-pin DIMM,DDR3-1333 / 1600 / 1800 / 1866 / 2000 / 2133 / 2200 / 2400 / 2500 / 2600 / 2666 / 2800 / 3000,,,,Z87-Deluxe/DUAL,Asus Z87-Deluxe/DUAL ATX LGA1150 Motherboard,2 x 10/100/1000 Mbps,Yes,Depends on CPU,,,Z87-DELUXE/DUAL,[],Yes,,,,,,10,,Yes,,,,,,0.0,asus-motherboard-z87deluxedual,LGA1150,32.0,4 x 240-pin DIMM
,FM2,AMD A55,No,,Micro ATX,,Motherboard,/product/rNrG3C/ecs-motherboard-a55f2m410,ECS,32GB,2 x 240-pin DIMM,DDR3-1066 / 1333 / 1600 / 1800 / 1866,,,,,ECS A55F2-M4(1.0) Micro ATX FM2 Motherboard,1 x 10/100/1000 Mbps,No,Depends on CPU,,,A55F2-M4(1.0),[],Yes,,,,,4,,,No,,,,,,0.0,ecs-motherboard-a55f2m410,FM2,32.0,2 x 240-pin DIMM
,FM2+,AMD A88X,No,,Micro ATX,,Motherboard,/product/DXg323/biostar-motherboard-a88m,Biostar,32GB,2 x 240-pin DIMM,DDR3-800 / 1066 / 1333 / 1600 / 1866 / 2133 / 2400 / 2600,,,,,Biostar A88M Micro ATX FM2+ Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,,,A88M,[],Yes,,,,,,6,,No,,,,,,0.0,biostar-motherboard-a88m,FM2+,32.0,2 x 240-pin DIMM
,LGA2011,Intel X79,Yes,,XL ATX,,Motherboard,/product/FRDwrH/evga-motherboard-151see779k3,EVGA,32GB,4 x 240-pin DIMM,DDR3-800 / 1066 / 1333 / 1600 / 1866 / 2133,,,,,EVGA 151-SE-E779-K3 XL ATX LGA2011 Motherboard,2 x 10/100/1000 Mbps,Yes,No,,,151-SE-E779-K3,[],Yes,,,,,4,2,,4-way SLI,,,,2,,0.0,evga-motherboard-151see779k3,LGA2011,32.0,4 x 240-pin DIMM
,LGA1151,Intel B150,No,,Micro ATX,,Motherboard,/product/PZfmP6/asrock-motherboard-b150mhdv,ASRock,32GB,2 x 288-pin DIMM,DDR4-2133,,,,,ASRock B150M-HDV Micro ATX LGA1151 Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,,,B150M-HDV,"[60.99, 67.99, 60.99, 86.99]",No,,,,,,6,,No,,,,,,69.24,asrock-motherboard-b150mhdv,LGA1151,32.0,2 x 288-pin DIMM
,AM3,AMD 880G,No,,Micro ATX,,Motherboard,/product/gqzv6h/ecs-motherboard-a880gmm7v20,ECS,16GB,2 x 240-pin DIMM,DDR3-1066 / 1333 / 1600,,,,,ECS A880GM-M7 (V2.0) Micro ATX AM3 Motherboard,1 x 10/100/1000 Mbps,No,Yes,,1,A880GM-M7 (V2.0),[],Yes,,,,,6,,,No,,,,,,0.0,ecs-motherboard-a880gmm7v20,AM3,16.0,2 x 240-pin DIMM
,LGA1150,Intel Z87,Yes,,ATX,,Motherboard,/product/ppqdnQ/msi-motherboard-z87mpowermaxac,MSI,32GB,4 x 240-pin DIMM,DDR3-1066 / 1333 / 1600 / 1866 / 2000 / 2133 / 2200 / 2400 / 2600 / 2666 / 2800 / 3000,,,,,MSI Z87 MPOWER MAX AC ATX LGA1150 Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,,,Z87 MPOWER MAX AC,[],Yes,,,,,,8,,Yes,,,,,1,0.0,msi-motherboard-z87mpowermaxac,LGA1150,32.0,4 x 240-pin DIMM
,LGA1366,Intel X58,Yes,,ATX,,Motherboard,/product/3jV48d/asrock-motherboard-x58extreme6,ASRock,24GB,6 x 240-pin DIMM,DDR3-1066 / 1333 / 1600 / 1866 / 2000,,,,X58 Extreme6,ASRock X58 Extreme6 ATX LGA1366 Motherboard,1 x 10/100/1000 Mbps,Yes,No,,1,X58 EXTREME6,[],Yes,,,,,6,6,,3-way SLI,,,,1,,0.0,asrock-motherboard-x58extreme6,LGA1366,24.0,6 x 240-pin DIMM
,LGA1155,Intel B75,Yes,,Micro ATX,,Motherboard,/product/htZQzy/gigabyte-motherboard-gab75md3p,Gigabyte,32GB,4 x 240-pin DIMM,DDR3-1066 / 1333 / 1600,,,,,Gigabyte GA-B75M-D3P Micro ATX LGA1155 Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,,,GA-B75M-D3P,[],No,,,,,5,3,,No,,,,,,0.0,gigabyte-motherboard-gab75md3p,LGA1155,32.0,4 x 240-pin DIMM
Integrated Celeron 1037U,,Intel NM70,No,,Mini ITX,,Motherboard,/product/MRDwrH/ecs-motherboard-nm70i210,ECS,16GB,2 x 240-pin DIMM,DDR3-1066 / 1333,,,,,ECS NM70-I2(1.0) Mini ITX Celeron 1037U Motherboard,1 x 10/100/1000 Mbps,No,Depends on CPU,,,NM70-I2(1.0),[],No,,,,,3,1,,No,,,,,,0.0,ecs-motherboard-nm70i210,,16.0,2 x 240-pin DIMM
Integrated Xeon D-1537,,CPU Integrated,No,,Flex ATX,,Motherboard,/product/zN648d/supermicro-x10sdv-7tp4f-flex-atx-xeon-d-1537-motherboard-x10sdv-7tp4f,Supermicro,64GB,4 x 288-pin DIMM,DDR4-1600 / 1866 / 2133,,,1,,Supermicro X10SDV-7TP4F Flex ATX Xeon D-1537 Motherboard,2 x 10/100/1000 Mbps<br/>2 x 100 Mbps/1 Gbps/10 Gbps,No,Yes,,,X10SDV-7TP4F,[],Yes,,,16,,,4,,No,,,,,,0.0,supermicro-x10sdv-7tp4f-flex-atx-xeon-d-1537-motherboard-x10sdv-7tp4f,,64.0,4 x 288-pin DIMM
,LGA1150,Intel Z87,Yes,,ATX,,Motherboard,/product/B8fp99/asrock-motherboard-z87extreme9ac,ASRock,32GB,4 x 240-pin DIMM,DDR3-1066 / 1333 / 1600 / 1866 / 2133 / 2400 / 2800,,,,,ASRock Z87 Extreme9/ac ATX LGA1150 Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,,,Z87 Extreme9/ac,[],Yes,,,,,,10,,4-way SLI,,,,1,,0.0,asrock-motherboard-z87extreme9ac,LGA1150,32.0,4 x 240-pin DIMM
,LGA1150,Intel C226,No,,Micro ATX,,Motherboard,/product/dfmxFT/supermicro-x10slh-f-micro-atx-lga1150-motherboard-x10slh-f,Supermicro,,4 x 240-pin DIMM,DDR3-1600,,,,,Supermicro X10SLH-F Micro ATX LGA1150 Motherboard,2 x 10/100/1000 Mbps,Yes,Depends on CPU,,,X10SLH-F,[],Yes,,,,,,6,,No,,,,,,0.0,supermicro-x10slh-f-micro-atx-lga1150-motherboard-x10slh-f,LGA1150,0.0,4 x 240-pin DIMM
,LGA1150,Intel Z87,Yes,,EATX,,Motherboard,/product/syGkcf/asrock-motherboard-z87ocformulaac,ASRock,32GB,4 x 240-pin DIMM,DDR3-1066 / 1333 / 1600 / 1866 / 2133 / 2400 / 2800 / 3000,,1,,,ASRock Z87 OC Formula/ac EATX LGA1150 Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,,,Z87 OC Formula/ac,[],Yes,,,,,,10,,Yes,,,,,,0.0,asrock-motherboard-z87ocformulaac,LGA1150,32.0,4 x 240-pin DIMM
Integrated Atom D2700,,Intel NM10,No,,Mini ITX,,Motherboard,/product/ZQkD4D/intel-motherboard-boxd2700mud,Intel,4GB,2 x 204-pin SODIMM,DDR3-1066,,1,,D2700MUD,Intel D2700MUD Mini ITX Atom D2700 Motherboard,1 x 10/100/1000 Mbps,No,Yes,,,BOXD2700MUD,[],No,,,,,2,,,No,,,,,,0.0,intel-motherboard-boxd2700mud,,4.0,2 x 204-pin SODIMM
,LGA1151,Intel B150,No,,ATX,,Motherboard,/product/Jcqbt6/asrock-motherboard-b150mhdvd3,ASRock,16GB,2 x 240-pin DIMM,DDR3-1066 / 1333 / 1600 / 1866,,,,,ASRock B150M-HDV/D3 ATX LGA1151 Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,,,B150M-HDV/D3,[],No,,,,,,4,1,No,,,,,,0.0,asrock-motherboard-b150mhdvd3,LGA1151,16.0,2 x 240-pin DIMM
,LGA1155,Intel Z77,No,,ATX,,Motherboard,/product/4g9KHx/ecs-motherboard-z77h2a312,ECS,32GB,4 x 240-pin DIMM,DDR3-1600 / 1800 / 2133 / 2400 / 2600 / 2800,,,,,ECS Z77H2-A3(1.2) ATX LGA1155 Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,,,Z77H2-A3(1.2),[],Yes,,,,,4,2,,No,,,,,,0.0,ecs-motherboard-z77h2a312,LGA1155,32.0,4 x 240-pin DIMM
,LGA2011,Intel X79,Yes,,ATX,,Motherboard,/product/MFjG3C/intel-motherboard-boxdx79sr,Intel,64GB,8 x 240-pin DIMM,DDR3-1333 / 1600 / 1866 / 2133 / 2400,,,,DX79SR,Intel DX79SR ATX LGA2011 Motherboard,2 x 10/100/1000 Mbps,Yes,No,,,BOXDX79SR,[],Yes,,,,,4,4,,3-way SLI,,,,,,0.0,intel-motherboard-boxdx79sr,LGA2011,64.0,8 x 240-pin DIMM
,LGA1150,Intel Z87,Yes,,ATX,,Motherboard,/product/LWH323/gigabyte-motherboard-gaz87hd3,Gigabyte,32GB,4 x 240-pin DIMM,DDR3-1333 / 1600 / 1866 / 2133 / 2333 / 2600 / 2800,,,,,Gigabyte GA-Z87-HD3 ATX LGA1150 Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,,,GA-Z87-HD3,[],Yes,,,,,,6,,No,,,,,,0.0,gigabyte-motherboard-gaz87hd3,LGA1150,32.0,4 x 240-pin DIMM
,LGA1150,Intel H97,No,,ATX,,Motherboard,/product/Qq4NnQ/gigabyte-motherboard-gah97mds3p,Gigabyte,32GB,4 x 240-pin DIMM,DDR3-1333 / 1600,,,,,Gigabyte GA-H97M-DS3P ATX LGA1150 Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,,,GA-H97M-DS3P,[],Yes,,,,,,6,,No,,,,,,0.0,gigabyte-motherboard-gah97mds3p,LGA1150,32.0,4 x 240-pin DIMM
,FM2+,AMD A55,No,,Micro ATX,,Motherboard,/product/4L6BD3/msi-motherboard-a55me35,MSI,32GB,2 x 240-pin DIMM,DDR3-1333 / 1600 / 1866 / 2133,,,,,MSI A55M-E35 Micro ATX FM2+ Motherboard,1 x 10/100/1000 Mbps,No,Depends on CPU,,,A55M-E35,[],Yes,,,,,6,,,No,,,,,,0.0,msi-motherboard-a55me35,FM2+,32.0,2 x 240-pin DIMM
,LGA1155,Intel H61,No,,Micro ATX,,Motherboard,/product/HfqdnQ/biostar-motherboard-h61mgv3,Biostar,16GB,2 x 240-pin DIMM,DDR3-1066 / 1333 / 1600,,,,,Biostar H61MGV3 Micro ATX LGA1155 Motherboard,1 x 10/100/1000 Mbps,No,Depends on CPU,,,H61MGV3,[],No,,,,,4,,,No,,,,,,0.0,biostar-motherboard-h61mgv3,LGA1155,16.0,2 x 240-pin DIMM
,LGA1155,Intel Z77,No,,Mini ITX,,Motherboard,/product/q6CwrH/evga-motherboard-111ibe692krstinger,EVGA,16GB,2 x 240-pin DIMM,DDR3-800 / 1066 / 1333 / 1600 / 1866 / 2133,,1,,,EVGA 111-IB-E692-KR Stinger Mini ITX LGA1155 Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,,,111-IB-E692-KR Stinger,[],Yes,,,,,2,2,,No,,,2,,,0.0,evga-motherboard-111ibe692krstinger,LGA1155,16.0,2 x 240-pin DIMM
,LGA1150,Intel Z87,Yes,,ATX,,Motherboard,/product/Mm4gXL/gigabyte-motherboard-g1sniperz5s,Gigabyte,32GB,4 x 240-pin DIMM,DDR3-1333 / 1600,,,,,Gigabyte G1.SNIPER Z5S ATX LGA1150 Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,,,G1.SNIPER Z5S,[],Yes,,,,,,6,,Yes,,,,,,0.0,gigabyte-motherboard-g1sniperz5s,LGA1150,32.0,4 x 240-pin DIMM
,AM3,AMD 880G,No,,Micro ATX,,Motherboard,/product/CWqdnQ/asrock-motherboard-880gmhusb3r20,ASRock,16GB,4 x 240-pin DIMM,DDR3-800 / 1066 / 1333 / 1600 / 1800,,,,,ASRock 880GMH/USB3 R2.0 Micro ATX AM3 Motherboard,1 x 10/100/1000 Mbps,No,Yes,,1,880GMH/USB3 R2.0,[],Yes,,,,,5,,,No,,,1,,,0.0,asrock-motherboard-880gmhusb3r20,AM3,16.0,4 x 240-pin DIMM
,LGA1150,Intel Z87,Yes,,Micro ATX,,Motherboard,/product/6tMFf7/gigabyte-motherboard-gaz87md3h10,Gigabyte,32GB,4 x 240-pin DIMM,DDR3-1333 / 1600,,,,,Gigabyte GA-Z87M-D3H 1.0 Micro ATX LGA1150 Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,,,GA-Z87M-D3H 1.0,[],Yes,,,,,,6,,No,,,,,,0.0,gigabyte-motherboard-gaz87md3h10,LGA1150,32.0,4 x 240-pin DIMM
