Boost Clock,Chipset,Core Clock,CrossFire Support,DVI,DVI-D Dual-Link,DVI-D Single-Link,DVI-I Dual-Link,DVI-I Single-Link,DisplayPort,Fan,HDMI,Interface,Kind,Length,Link,Manufacturer,Memory Size,Memory Type,Mini-Display Port,Mini-HDMI,Model,Name,Part #,Prices,S-Video,SLI Support,Supports Freesync,Supports G-Sync,TDP,VGA,VHDCI,clock_speed_in_mhz,memory_mb,avg,make,boost_clock_speed_mhz,short_link,tdp
1.22GHz,GeForce GTX 980,1.13GHz,No,,,,1,,3,Yes,1,PCI-Express x16,Video Card,"10.51"" (267mm)",/product/V4DzK8/evga-video-card-04gp42981kr,EVGA,4GB,GDDR5,,,,EVGA GeForce GTX 980 4GB ACX 2.0 Video Card,04G-P4-2981-KR,[],,4-way SLI,,Yes,165 Watts,,,1130.0,4000.0,0.0,NVIDIA,1220.0,evga-video-card-04gp42981kr,165.0
1.05GHz,Radeon R9 270X,1.0GHz,Yes,,,,2,,1,Yes,1,PCI-Express x16,Video Card,"8.66"" (220mm)",/product/Pqp323/xfx-video-card-r9270xedj4,XFX,4GB,DDR5,,,,XFX Radeon R9 270X 4GB Video Card,R9-270X-EDJ4,[219.99],,No,,,180 Watts,,,1000.0,4000.0,219.99,AMD,1050.0,xfx-video-card-r9270xedj4,180.0
,GeForce GTX 480,726MHz,No,,,,2,,,Yes,,PCI-Express x16,Video Card,"10.47"" (266mm)",/product/THg323/evga-video-card-015p31485ar,EVGA,1.5GB,GDDR5,,1,,EVGA GeForce GTX 480 1.5GB Video Card,015-P3-1485-AR,[],,3-way SLI,,,250 Watts,,,726.0,1500.0,0.0,NVIDIA,0.0,evga-video-card-015p31485ar,250.0
,GeForce GTX 680,1.02GHz,No,,,,2,,1,Yes,1,PCI-Express x16,Video Card,"10.00"" (254mm)",/product/XYsKHx/evga-video-card-04gp42686kr,EVGA,4GB,GDDR5,,,,EVGA GeForce GTX 680 4GB Video Card,04G-P4-2686-KR,[],,4-way SLI,,Yes,195 Watts,,,1020.0,4000.0,0.0,NVIDIA,0.0,evga-video-card-04gp42686kr,195.0
1.68GHz,GeForce GTX 1070,1.51GHz,No,,1,,,,3,Yes,1,PCI-Express x16,Video Card,"9.92"" (252mm)",/product/h9cMnQ/palit-geforce-gtx-1070-8gb-dual-video-card-ne51070015p2-1043d,Palit,8GB,GDDR5,,,,Palit GeForce GTX 1070 8GB Dual Video Card,NE51070015P2-1043D,[],,Yes,,Yes,150 Watts,,,1510.0,8000.0,0.0,NVIDIA,1680.0,palit-geforce-gtx-1070-8gb-dual-video-card-ne51070015p2-1043d,150.0
1.85GHz,GeForce GTX 1060 6GB,1.62GHz,No,,1,,,,3,Yes,1,PCI-Express x16,Video Card,"9.76"" (248mm)",/product/WDZ2FT/gainward-geforce-gtx-1060-6gb-phoenix-gs-video-card-426018336-3736,Gainward,6GB,GDDR5,,,,Gainward GeForce GTX 1060 6GB 6GB Phoenix GS Video Card,426018336-3736,[],,No,,Yes,120 Watts,,,1620.0,6000.0,0.0,NVIDIA,1850.0,gainward-geforce-gtx-1060-6gb-phoenix-gs-video-card-426018336-3736,120.0
,Radeon R9 380X,990MHz,Yes,,1,,1,,1,Yes,1,PCI-Express x16,Video Card,"9.21"" (234mm)",/product/YsX2FT/xfx-video-card-r9380x4255,XFX,4GB,DDR5,,,,XFX Radeon R9 380X 4GB DD XXX OC Video Card,R9-380X-4255,[299.98],,No,Yes,,190 Watts,,,990.0,4000.0,299.98,AMD,0.0,xfx-video-card-r9380x4255,190.0
1.23GHz,Radeon RX 470,926MHz,4-way CrossFire,,1,,,,3,Yes,1,PCI-Express x16,Video Card,"9.45"" (240mm)",/product/QDZ2FT/xfx-radeon-rx-470-4gb-triple-x-video-card-rx-470p437bm,XFX,4GB,GDDR5,,,,XFX Radeon RX 470 4GB HS Triple X Video Card,RX-470P437BM,"[179.99, 209.99, 225.66]",,No,Yes,,120 Watts,,,926.0,4000.0,205.213333333,AMD,1230.0,xfx-radeon-rx-470-4gb-triple-x-video-card-rx-470p437bm,120.0
,Radeon R9 390,1.04GHz,4-way CrossFire,,,,1,,3,Yes,1,PCI-Express x16,Video Card,"12.13"" (308mm)",/product/P27CmG/sapphire-video-card-100382ntoc2l,Sapphire,8GB,GDDR5,,,,Sapphire Radeon R9 390 8GB Nitro Video Card,100382NTOC-2L<br/>(or) 11244-01-20G,[],,No,Yes,,275 Watts,,,1040.0,8000.0,0.0,AMD,0.0,sapphire-video-card-100382ntoc2l,275.0
1.71GHz,GeForce GTX 1060 6GB,1.51GHz,No,,1,,,,3,Yes,1,PCI-Express x16,Video Card,"9.92"" (252mm)",/product/9JyxFT/palit-geforce-gtx-1060-6gb-dual-video-card-ne51060015j9-1060d,Palit,6GB,GDDR5,,,,Palit GeForce GTX 1060 6GB 6GB Dual Video Card,NE51060015J9-1060D,[],,No,,Yes,120 Watts,,,1510.0,6000.0,0.0,NVIDIA,1710.0,palit-geforce-gtx-1060-6gb-dual-video-card-ne51060015j9-1060d,120.0
1.73GHz,GeForce GTX 1080,1.61GHz,No,,1,,,,3,Yes,1,PCI-Express x16,Video Card,"11.22"" (285mm)",/product/TwgPxr/palit-geforce-gtx-1080-8gb-jetstream-video-card-neb1080015p2-1040j,Palit,8GB,GDDR5X,,,,Palit GeForce GTX 1080 8GB JetStream Video Card,NEB1080015P2-1040J,[],,Yes,,Yes,180 Watts,,,1610.0,8000.0,0.0,NVIDIA,1730.0,palit-geforce-gtx-1080-8gb-jetstream-video-card-neb1080015p2-1040j,180.0
,Quadro K620,1.06GHz,No,,,,1,,1,Yes,,PCI-Express x16,Video Card,"6.30"" (160mm)",/product/Vq6BD3/pny-video-card-vcqk620pb,PNY,2GB,DDR3,,,,PNY Quadro K620 2GB Video Card,VCQK620-PB,"[159.9, 159.99, 159.99, 167.98, 167.99, 169.99, 169.99, 199.99]",,No,,,45 Watts,,,1060.0,2000.0,169.4775,AMD,0.0,pny-video-card-vcqk620pb,45.0
1.73GHz,GeForce GTX 1080,1.61GHz,No,,1,,,,3,Yes,1,PCI-Express x16,Video Card,"10.51"" (267mm)",/product/QFgPxr/pny-video-card-vcggtx10808pbcg,PNY,8GB,GDDR5X,,,,PNY GeForce GTX 1080 8GB Founders Edition Video Card,VCGGTX10808PB-CG,"[649.0, 699.99, 699.99, 699.99, 699.99, 699.99]",,Yes,,Yes,180 Watts,,,1610.0,8000.0,691.491666667,NVIDIA,1730.0,pny-video-card-vcggtx10808pbcg,180.0
1.08GHz,GeForce GTX 750,1.02GHz,No,,1,,1,,,Yes,,PCI-Express x16,Video Card,"7.17"" (182mm)",/product/PZkD4D/pny-video-card-vcggtx7501xpb,PNY,1GB,GDDR5,,1,,PNY GeForce GTX 750 1GB Enthusiast Edition Video Card,VCGGTX7501XPB,"[119.99, 139.89]",,No,,Yes,55 Watts,,,1020.0,1000.0,129.94,NVIDIA,1080.0,pny-video-card-vcggtx7501xpb,55.0
1.23GHz,Radeon RX 470,926MHz,4-way CrossFire,,,,1,,3,Yes,1,PCI-Express x16,Video Card,"9.49"" (241mm)",/product/VwgPxr/his-radeon-rx-470-4gb-iceq-x2-oc-video-card-hs-470r4lcnr,HIS,4GB,GDDR5,,,,HIS Radeon RX 470 4GB IceQ X2 OC Video Card,HS-470R4LCNR,[],,No,Yes,,120 Watts,,,926.0,4000.0,0.0,AMD,1230.0,his-radeon-rx-470-4gb-iceq-x2-oc-video-card-hs-470r4lcnr,120.0
,GeForce GT 710,954MHz,No,,1,,,,,Yes,1,PCI-Express x16,Video Card,"5.75"" (146mm)",/product/2BjWGX/msi-video-card-gt7102gd3lp,MSI,2GB,DDR3,,,,MSI GeForce GT 710 2GB Video Card,GT 710 2GD3 LP,"[38.99, 39.99]",,No,,,19 Watts,1,,954.0,2000.0,39.49,NVIDIA,0.0,msi-video-card-gt7102gd3lp,19.0
,GeForce GT 610,,No,,,,1,,,Yes,1,PCI-Express x16,Video Card,"5.67"" (144mm)",/product/x4zv6h/jaton-video-card-videopx610gtex,Jaton,2GB,DDR3,,,,Jaton GeForce GT 610 2GB Video Card,Video-PX610GT-EX,[84.38],,No,,,29 Watts,1,,0.0,2000.0,84.38,NVIDIA,0.0,jaton-video-card-videopx610gtex,29.0
,Quadro K2200,1.05GHz,No,,,,1,,2,Yes,,PCI-Express x16,Video Card,"7.95"" (202mm)",/product/XwMFf7/pny-video-card-vcqk2200pb,PNY,4GB,GDDR5,,,,PNY Quadro K2200 4GB Video Card,VCQK2200-PB,"[377.16, 409.99, 409.99, 401.38, 429.99, 429.99, 459.0]",,No,,,35 Watts,,,1050.0,4000.0,416.785714286,AMD,0.0,pny-video-card-vcqk2200pb,35.0
1.08GHz,GeForce GTX 980 Ti,1.0GHz,No,,,,1,,3,Yes,1,PCI-Express x16,Video Card,"10.59"" (269mm)",/product/pWbkcf/msi-video-card-gtx980tigamingle,MSI,6GB,GDDR5,,,,MSI GeForce GTX 980 Ti 6GB Video Card,GTX 980TI GAMING LE,[],,4-way SLI,,Yes,250 Watts,,,1000.0,6000.0,0.0,NVIDIA,1080.0,msi-video-card-gtx980tigamingle,250.0
1.28GHz,GeForce GTX 960,1.22GHz,No,,1,,1,,1,Yes,1,PCI-Express x16,Video Card,"6.81"" (173mm)",/product/NdCrxr/evga-video-card-02gp42962kr,EVGA,2GB,GDDR5,,,,EVGA GeForce GTX 960 2GB Superclocked Video Card,02G-P4-2962-KR,[],,Yes,,Yes,120 Watts,,,1220.0,2000.0,0.0,NVIDIA,1280.0,evga-video-card-02gp42962kr,120.0
,Quadro 6000,,No,,,,1,,2,Yes,,PCI-Express x16,Video Card,,/product/wRdqqs/pny-video-card-vcq6000pb,PNY,6GB,GDDR5,,,,PNY Quadro 6000 6GB Video Card,VCQ6000-PB,"[1950.55, 3999.99]",,No,,,204 Watts,,,0.0,6000.0,2975.27,AMD,0.0,pny-video-card-vcq6000pb,204.0
,GeForce GT 710,954MHz,No,,1,,,,,Yes,1,PCI-Express x16,Video Card,"4.53"" (115mm)",/product/ytnG3C/evga-video-card-01gp32711kr,EVGA,1GB,DDR3,,,,EVGA GeForce GT 710 1GB Video Card,01G-P3-2711-KR,"[37.99, 39.99, 42.88, 39.99, 39.99, 44.99, 39.99]",,No,,,19 Watts,1,,954.0,1000.0,40.8314285714,NVIDIA,0.0,evga-video-card-01gp32711kr,19.0
1.28GHz,GeForce GTX 960,1.22GHz,No,,,,1,,3,Yes,1,PCI-Express x16,Video Card,"10.47"" (266mm)",/product/z3Crxr/msi-video-card-gtx960gaming100me,MSI,2GB,GDDR5,,,,MSI GeForce GTX 960 2GB Video Card,GTX 960 GAMING 100ME<br/>(or) V320-005R,[],,Yes,,Yes,120 Watts,,,1220.0,2000.0,0.0,NVIDIA,1280.0,msi-video-card-gtx960gaming100me,120.0
,Radeon R9 270X,1.02GHz,Yes,,1,,1,,1,Yes,1,PCI-Express x16,Video Card,"8.98"" (228mm)",/product/FMqdnQ/sapphire-video-card-112170420g,Sapphire,4GB,GDDR5,,,,Sapphire Radeon R9 270X 4GB Dual-X Video Card,11217-04-20G,[],,No,,,180 Watts,,,1020.0,4000.0,0.0,AMD,0.0,sapphire-video-card-112170420g,180.0
1.14GHz,GeForce GTX 750 Ti,1.06GHz,No,,1,,,,,Yes,1,PCI-Express x16,Video Card,"6.50"" (165mm)",/product/7zKhP6/msi-video-card-n750ti2gd5ocv1,MSI,2GB,GDDR5,,,,MSI GeForce GTX 750 Ti 2GB Video Card,N750TI-2GD5/OCV1,[],,No,,Yes,60 Watts,1,,1060.0,2000.0,0.0,NVIDIA,1140.0,msi-video-card-n750ti2gd5ocv1,60.0
876MHz,GeForce GTX Titan Z,705MHz,No,,1,,1,,1,Yes,1,PCI-Express x16,Video Card,"10.63"" (270mm)",/product/Fc3RsY/asus-video-card-gtxtitanz12gd5,Asus,12GB,GDDR5,,,,Asus GeForce GTX Titan Z 12GB Video Card,GTXTITANZ-12GD5,[],,Yes,,Yes,375 Watts,,,705.0,12000.0,0.0,NVIDIA,876.0,asus-video-card-gtxtitanz12gd5,375.0
,Radeon HD 6670,810MHz,No,,,,1,,1,Yes,1,PCI-Express x16,Video Card,"6.57"" (167mm)",/product/8xBv6h/asus-video-card-eah6670dis1gd5,Asus,1GB,GDDR5,,,,Asus Radeon HD 6670 1GB Video Card,EAH6670/DIS/1GD5,[110.4],,No,,,66 Watts,,,810.0,1000.0,110.4,AMD,0.0,asus-video-card-eah6670dis1gd5,66.0
,FirePro R5000,825MHz,No,,,,,,,Yes,,PCI-Express x16,Video Card,"10.98"" (279mm)",/product/nDphP6/ati-video-card-100505855,ATI,2GB,GDDR5,2,,FirePro R5000,ATI FirePro R5000 2GB Video Card,100-505855,[999.99],,No,,,150 Watts,,,825.0,2000.0,999.99,AMD,0.0,ati-video-card-100505855,150.0
,GeForce GTX 660 Ti,1.03GHz,No,,1,,1,,1,Yes,1,PCI-Express x16,Video Card,"10.67"" (271mm)",/product/9z4gXL/asus-video-card-gtx660tidc2o2gd5,Asus,2GB,GDDR5,,,,Asus GeForce GTX 660 Ti 2GB Video Card,GTX660 TI-DC2O-2GD5,[],,3-way SLI,,Yes,150 Watts,,,1030.0,2000.0,0.0,NVIDIA,0.0,asus-video-card-gtx660tidc2o2gd5,150.0
,GeForce GT 730,700MHz,No,,,,1,,,Yes,1,PCI-Express x16,Video Card,"5.98"" (152mm)",/product/hYJkcf/msi-video-card-n7304gd3,MSI,4GB,DDR3,,,,MSI GeForce GT 730 4GB Video Card,N730-4GD3,[],,No,,,49 Watts,1,,700.0,4000.0,0.0,NVIDIA,0.0,msi-video-card-n7304gd3,49.0
1.42GHz,GeForce GTX 980,1.30GHz,No,,,,1,,3,Yes,1,PCI-Express x16,Video Card,"12.13"" (308mm)",/product/8vKhP6/galax-video-card-98nqh6dnd2tx,GALAX,4GB,GDDR5,,,,GALAX GeForce GTX 980 4GB HOF Video Card,98NQH6DND2TX,[],,4-way SLI,,Yes,165 Watts,,,1300.0,4000.0,0.0,NVIDIA,1420.0,galax-video-card-98nqh6dnd2tx,165.0
1.19GHz,GeForce GTX 950 75W,1.02GHz,No,2,,,,,1,Yes,1,PCI-Express x16,Video Card,"6.81"" (173mm)",/product/z2mxFT/evga-video-card-02gp40954,EVGA,2GB,GDDR5,,,,EVGA GeForce GTX 950 75W 2GB Video Card,02G-P4-0954,[],,Yes,,Yes,75 Watts,,,1020.0,2000.0,0.0,NVIDIA,1190.0,evga-video-card-02gp40954,75.0
1.71GHz,GeForce GTX 1060 6GB,1.51GHz,No,,1,,,,3,Yes,1,PCI-Express x16,Video Card,"10.98"" (279mm)",/product/hqRFf7/msi-geforce-gtx-1060-6gb-armor-video-card-geforce-gtx-1060-armor-6g,MSI,6GB,GDDR5,,,,MSI GeForce GTX 1060 6GB 6GB ARMOR Video Card,GEFORCE GTX 1060 ARMOR 6G<br/>(or) GTX 1060 ARMOR 6G,[],,No,,Yes,120 Watts,,,1510.0,6000.0,0.0,NVIDIA,1710.0,msi-geforce-gtx-1060-6gb-armor-video-card-geforce-gtx-1060-armor-6g,120.0
928MHz,GeForce GTX 780 Ti,876MHz,No,,1,,1,,1,Yes,1,PCI-Express x16,Video Card,"10.51"" (267mm)",/product/2Zx9TW/evga-video-card-03gp42887kr,EVGA,3GB,GDDR5,,,,EVGA GeForce GTX 780 Ti 3GB Classified Reference Video Card,03G-P4-2887-KR,[],,4-way SLI,,Yes,250 Watts,,,876.0,3000.0,0.0,NVIDIA,928.0,evga-video-card-03gp42887kr,250.0
,Radeon R9 380,980MHz,Yes,,1,,1,,1,Yes,1,PCI-Express x16,Video Card,"10.00"" (254mm)",/product/cqp323/msi-video-card-r93804gd5toc,MSI,4GB,GDDR5,,,,MSI Radeon R9 380 4GB Video Card,R9 380 4GD5T OC,"[299.88, 399.89]",,No,Yes,,190 Watts,,,980.0,4000.0,349.885,AMD,0.0,msi-video-card-r93804gd5toc,190.0
1.18GHz,GeForce GTX 960,1.13GHz,No,,,,1,,3,Yes,1,PCI-Express x16,Video Card,"10.12"" (257mm)",/product/cBjWGX/evga-video-card-04gp43965kr,EVGA,4GB,GDDR5,,,,EVGA GeForce GTX 960 4GB ACX 2.0+ Video Card,04G-P4-3965-KR,[],,Yes,,Yes,120 Watts,,,1130.0,4000.0,0.0,NVIDIA,1180.0,evga-video-card-04gp43965kr,120.0
1.85GHz,GeForce GTX 1080,1.71GHz,No,,1,,,,3,Yes,1,PCI-Express x16,Video Card,"11.22"" (285mm)",/product/BDZ2FT/palit-geforce-gtx-1080-8gb-super-jetstream-video-card-neb1080s15p2-1040j,Palit,8GB,GDDR5X,,,,Palit GeForce GTX 1080 8GB Super JetStream Video Card,NEB1080S15P2-1040J,[],,Yes,,Yes,200 Watts,,,1710.0,8000.0,0.0,NVIDIA,1850.0,palit-geforce-gtx-1080-8gb-super-jetstream-video-card-neb1080s15p2-1040j,200.0
1.28GHz,GeForce GTX 750 Ti,1.20GHz,No,,1,,1,,,Yes,,PCI-Express x16,Video Card,"7.17"" (182mm)",/product/qCfp99/pny-video-card-vcggtx750t2xpboc,PNY,2GB,GDDR5,,1,,PNY GeForce GTX 750 Ti 2GB Enthusiast Edition Video Card,VCGGTX750T2XPB-OC,[159.99],,No,,Yes,60 Watts,,,1200.0,2000.0,159.99,NVIDIA,1280.0,pny-video-card-vcggtx750t2xpboc,60.0
,GeForce GT 730,700MHz,No,,,,1,,,Yes,1,PCI-Express x16,Video Card,"5.67"" (144mm)",/product/r72kcf/evga-video-card-01gp32730kr,EVGA,1GB,DDR3,,,,EVGA GeForce GT 730 1GB Video Card,01G-P3-2730-KR,"[59.99, 59.99, 62.88, 59.99, 59.99]",,No,,,49 Watts,1,,700.0,1000.0,60.568,NVIDIA,0.0,evga-video-card-01gp32730kr,49.0
,Radeon R7 370,985MHz,Yes,,1,,1,,1,Yes,1,PCI-Express x16,Video Card,"8.35"" (212mm)",/product/qLJkcf/sapphire-video-card-100386nt4gocl,Sapphire,4GB,GDDR5,,,,Sapphire Radeon R7 370 4GB Nitro Video Card,100386NT4GOCL<br/>(or) 11240-04-20G<br/>(or) 11240-04,[],,No,,,110 Watts,,,985.0,4000.0,0.0,AMD,0.0,sapphire-video-card-100386nt4gocl,110.0
,Radeon R9 390,1.05GHz,4-way CrossFire,,1,,,,3,Yes,1,PCI-Express x16,Video Card,"11.81"" (300mm)",/product/TDx9TW/asus-video-card-strixr9390dc3oc8gd5gaming,Asus,8GB,GDDR5,,,,Asus Radeon R9 390 8GB Video Card,STRIX-R9390-DC3OC-8GD5-GAMING<br/>(or) 90YV08F1-M0NA00,[],,No,Yes,,275 Watts,,,1050.0,8000.0,0.0,AMD,0.0,asus-video-card-strixr9390dc3oc8gd5gaming,275.0
,Radeon Pro Duo,1.0GHz,Yes,,,,,,3,Yes,1,PCI-Express x16,Video Card,"11.06"" (281mm)",/product/Wxs8TW/xfx-video-card-r9prod8vrw,XFX,8GB,HBM,,,,XFX Radeon Pro Duo 8GB Video Card,R9-PROD-8VRW,[1350.0],,No,Yes,,350 Watts,,,1000.0,8000.0,1350.0,AMD,0.0,xfx-video-card-r9prod8vrw,350.0
1.28GHz,GeForce GTX 950,1.08GHz,No,,,,1,,1,Yes,1,PCI-Express x16,Video Card,"8.27"" (210mm)",/product/sgbkcf/asus-video-card-gtx950oc2gd5,Asus,2GB,GDDR5,,,,Asus GeForce GTX 950 2GB Video Card,GTX950-OC-2GD5,[],,Yes,,Yes,90 Watts,,,1080.0,2000.0,0.0,NVIDIA,1280.0,asus-video-card-gtx950oc2gd5,90.0
1.38GHz,GeForce GTX 970,1.23GHz,No,,,,1,,3,Yes,1,PCI-Express x16,Video Card,"11.77"" (299mm)",/product/JJx9TW/zotac-video-card-zt9010710p,Zotac,4GB,GDDR5,,,,Zotac GeForce GTX 970 4GB AMP! Extreme Core Edition Video Card,ZT-90107-10P,[379.99],,3-way SLI,,Yes,145 Watts,,,1230.0,4000.0,379.99,NVIDIA,1380.0,zotac-video-card-zt9010710p,145.0
,GeForce GT 730,700MHz,No,,,,1,,,Yes,1,PCI-Express x16,Video Card,"5.71"" (145mm)",/product/J3tWGX/msi-video-card-n7304gd3v2,MSI,4GB,DDR3,,,,MSI GeForce GT 730 4GB Video Card,N730-4GD3V2,"[80.99, 80.99, 79.99, 78.0]",,No,,,49 Watts,1,,700.0,4000.0,79.9925,NVIDIA,0.0,msi-video-card-n7304gd3v2,49.0
1.37GHz,GeForce GTX 960,1.30GHz,No,,,,1,,3,Yes,1,PCI-Express x16,Video Card,"10.12"" (257mm)",/product/b4nG3C/evga-video-card-04gp43969kr,EVGA,4GB,GDDR5,,,,EVGA GeForce GTX 960 4GB FTW ACX 2.0+ Video Card,04G-P4-3969-KR,[],,Yes,,Yes,120 Watts,,,1300.0,4000.0,0.0,NVIDIA,1370.0,evga-video-card-04gp43969kr,120.0
1.08GHz,GeForce GTX 750 Ti,1.02GHz,No,,1,,1,,,Yes,,PCI-Express x16,Video Card,"7.17"" (182mm)",/product/gvH323/pny-video-card-vcggtx750t2xpb,PNY,2GB,GDDR5,,1,,PNY GeForce GTX 750 Ti 2GB Enthusiast Edition Video Card,VCGGTX750T2XPB,[149.99],,No,,Yes,60 Watts,,,1020.0,2000.0,149.99,NVIDIA,1080.0,pny-video-card-vcggtx750t2xpb,60.0
1.11GHz,GeForce GTX 750 Ti,1.03GHz,No,,1,,1,,,Yes,,PCI-Express x16,Video Card,"5.67"" (144mm)",/product/WpqdnQ/zotac-video-card-zt7060110m,Zotac,2GB,GDDR5,,1,,Zotac GeForce GTX 750 Ti 2GB Video Card,ZT-70601-10M,[182.05],,No,,Yes,60 Watts,,,1030.0,2000.0,182.05,NVIDIA,1110.0,zotac-video-card-zt7060110m,60.0
1.34GHz,GeForce GTX 980,1.24GHz,No,,,,1,,3,Yes,1,PCI-Express x16,Video Card,"11.69"" (297mm)",/product/PdCrxr/asus-video-card-matrixgtx980p4gd5,Asus,4GB,GDDR5,,,,Asus GeForce GTX 980 4GB Video Card,MATRIX-GTX980-P-4GD5,[494.95],,4-way SLI,,Yes,165 Watts,,,1240.0,4000.0,494.95,NVIDIA,1340.0,asus-video-card-matrixgtx980p4gd5,165.0
,GeForce GT 720,797MHz,No,,1,,,,,No,1,PCI-Express x16,Video Card,"5.35"" (136mm)",/product/FLW9TW/asus-video-card-gt7202gd3csm,Asus,2GB,DDR3,,,,Asus GeForce GT 720 2GB Video Card,GT720-2GD3-CSM,"[60.98, 72.77]",,No,,,19 Watts,1,,797.0,2000.0,66.875,NVIDIA,0.0,asus-video-card-gt7202gd3csm,19.0
1.18GHz,GeForce GTX 970,1.05GHz,No,,1,,1,,1,Yes,1,PCI-Express x16,Video Card,"9.49"" (241mm)",/product/Xp98TW/evga-video-card-04gp42972kr,EVGA,4GB,GDDR5,,,,EVGA GeForce GTX 970 4GB ACX 2.0 Video Card,04G-P4-2972-KR,[],,3-way SLI,,Yes,145 Watts,,,1050.0,4000.0,0.0,NVIDIA,1180.0,evga-video-card-04gp42972kr,145.0
,GeForce GT 710,954MHz,No,,1,,1,,,Yes,,PCI-Express x16,Video Card,"4.53"" (115mm)",/product/jk98TW/evga-video-card-02gp32717kr,EVGA,2GB,DDR3,,1,,EVGA GeForce GT 710 2GB Video Card,02G-P3-2717-KR,"[45.46, 43.99, 44.78, 48.98, 48.99, 50.99, 43.99]",,No,,,19 Watts,,,954.0,2000.0,46.74,NVIDIA,0.0,evga-video-card-02gp32717kr,19.0
1.28GHz,GeForce GTX 960,1.22GHz,No,,,,2,,3,Yes,1,PCI-Express x16,Video Card,"10.12"" (257mm)",/product/6wPzK8/gigabyte-video-card-gvn960wf2oc2gd,Gigabyte,2GB,GDDR5,,,,Gigabyte GeForce GTX 960 2GB Video Card,GV-N960WF2OC-2GD,[],,Yes,,Yes,120 Watts,,,1220.0,2000.0,0.0,NVIDIA,1280.0,gigabyte-video-card-gvn960wf2oc2gd,120.0
1.08GHz,GeForce GTX 750 Ti,1.03GHz,No,,1,,1,,,Yes,2,PCI-Express x16,Video Card,"8.03"" (204mm)",/product/ZMqdnQ/gigabyte-video-card-gvn75toc2gi,Gigabyte,2GB,GDDR5,,,,Gigabyte GeForce GTX 750 Ti 2GB WINDFORCE Video Card,GV-N75TOC-2GI,[],,No,,Yes,60 Watts,,,1030.0,2000.0,0.0,NVIDIA,1080.0,gigabyte-video-card-gvn75toc2gi,60.0
,FirePro W9100,930MHz,4-way CrossFire,,,,,,,Yes,,PCI-Express x16,Video Card,"10.83"" (275mm)",/product/bCJkcf/amd-video-card-100505725,AMD,16GB,GDDR5,6,,FirePro W9100,AMD FirePro W9100 16GB Video Card,100-505725,[2224.9],,No,,,275 Watts,,,930.0,16000.0,2224.9,AMD,0.0,amd-video-card-100505725,275.0
1.20GHz,GeForce GTX 750 Ti,1.12GHz,No,,,,1,,1,Yes,1,PCI-Express x16,Video Card,"7.72"" (196mm)",/product/nW38TW/asus-video-card-strixgtx750tidc2oc4gd5,Asus,4GB,GDDR5,,,,Asus GeForce GTX 750 Ti 4GB Video Card,STRIX-GTX750TI-DC2OC-4GD5,[],,No,,Yes,60 Watts,,,1120.0,4000.0,0.0,NVIDIA,1200.0,asus-video-card-strixgtx750tidc2oc4gd5,60.0
1.1GHz,Radeon R9 390,1.05GHz,4-way CrossFire,,2,,,,1,Yes,1,PCI-Express x16,Video Card,"10.91"" (277mm)",/product/pvWrxr/msi-video-card-r9390gaming8gle,MSI,8GB,GDDR5,,,,MSI Radeon R9 390 8GB Video Card,R9 390 GAMING 8G LE,[],,No,Yes,,275 Watts,,,1050.0,8000.0,0.0,AMD,1100.0,msi-video-card-r9390gaming8gle,275.0
,Radeon R9 295X2,1.02GHz,Yes,,,,1,,,Yes,,PCI-Express x16,Video Card,"12.01"" (305mm)",/product/KxDwrH/xfx-video-card-r9295x8qfa,XFX,8GB,GDDR5,4,,,XFX Radeon R9 295X2 8GB Core Edition Video Card,R9-295X-8QFA,[],,No,,,500 Watts,,,1020.0,8000.0,0.0,AMD,0.0,xfx-video-card-r9295x8qfa,500.0
1.33GHz,GeForce GTX 960,1.27GHz,No,,,,1,,3,Yes,1,PCI-Express x16,Video Card,,/product/47PzK8/zotac-video-card-zt9030310m,Zotac,2GB,DDR5,,,,Zotac GeForce GTX 960 2GB Video Card,ZT-90303-10M,[],,Yes,,Yes,120 Watts,,,1270.0,2000.0,0.0,NVIDIA,1330.0,zotac-video-card-zt9030310m,120.0
1.05GHz,Radeon R7 370,1.0GHz,Yes,,1,,1,,1,Yes,1,PCI-Express x16,Video Card,"10.16"" (258mm)",/product/PyX2FT/msi-video-card-r7370gaming2g,MSI,2GB,GDDR5,,,,MSI Radeon R7 370 2GB Video Card,R7 370 GAMING 2G,[],,No,,,110 Watts,,,1000.0,2000.0,0.0,AMD,1050.0,msi-video-card-r7370gaming2g,110.0
,Radeon HD 6450,625MHz,No,,,,1,,,No,1,PCI-Express x16,Video Card,,/product/JmMFf7/xfx-video-card-hd645xznh2,XFX,1GB,DDR3,,,,XFX Radeon HD 6450 1GB Video Card,HD-645X-ZNH2,[],,No,,,27 Watts,1,,625.0,1000.0,0.0,AMD,0.0,xfx-video-card-hd645xznh2,27.0
925MHz,Radeon R9 270,900MHz,Yes,,,,2,,1,Yes,1,PCI-Express x16,Video Card,"8.66"" (220mm)",/product/4k4gXL/xfx-video-card-r9270acnfc,XFX,2GB,GDDR5,,,,XFX Radeon R9 270 2GB Core Edition Video Card,R9-270A-CNFC,[299.98],,No,,,150 Watts,,,900.0,2000.0,299.98,AMD,925.0,xfx-video-card-r9270acnfc,150.0
