Boost Clock,Chipset,Core Clock,CrossFire Support,DVI,DVI-D Dual-Link,DVI-D Single-Link,DVI-I Dual-Link,DVI-I Single-Link,DisplayPort,Fan,HDMI,Interface,Kind,Length,Link,Manufacturer,Memory Size,Memory Type,Mini-Display Port,Mini-HDMI,Model,Name,Part #,Prices,S-Video,SLI Support,Supports Freesync,Supports G-Sync,TDP,VGA,VHDCI,clock_speed_in_mhz,memory_mb,avg,make,boost_clock_speed_mhz,short_link,tdp
1.33GHz,GeForce GTX 980,1.23GHz,No,,,,2,,3,Yes,1,PCI-Express x16,Video Card,"12.28"" (312mm)",/product/TFfmP6/gigabyte-video-card-gvn980g1gaming4gd,Gigabyte,4GB,GDDR5,,,,Gigabyte GeForce GTX 980 4GB WINDFORCE Video Card,GV-N980G1 GAMING-4GD,[513.99],,4-way SLI,,Yes,165 Watts,,,1230.0,4000.0,513.99,NVIDIA,1330.0,gigabyte-video-card-gvn980g1gaming4gd,165.0
1.18GHz,GeForce GTX 960,1.13GHz,No,,,,1,,3,Yes,1,PCI-Express x16,Video Card,"9.49"" (241mm)",/product/ZNGj4D/pny-video-card-vcggtx9602xpb,PNY,2GB,GDDR5,,,,PNY GeForce GTX 960 2GB XLR8 Video Card,VCGGTX9602XPB,[189.99],,Yes,,Yes,120 Watts,,,1130.0,2000.0,189.99,NVIDIA,1180.0,pny-video-card-vcggtx9602xpb,120.0
,FirePro W9000,975MHz,Yes,,,,,,,Yes,,PCI-Express x16,Video Card,"10.98"" (279mm)",/product/4BNp99/ati-video-card-100505859,ATI,6GB,GDDR5,6,,FirePro W9000,ATI FirePro W9000 6GB Video Card,100-505859,[3398.5],,No,,,274 Watts,,,975.0,6000.0,3398.5,AMD,0.0,ati-video-card-100505859,274.0
1.02GHz,Radeon R9 280X,,4-way CrossFire,,1,,1,,1,Yes,1,PCI-Express x16,Video Card,"10.28"" (261mm)",/product/2kFPxr/sapphire-video-card-100363l,Sapphire,3GB,GDDR5,,,100363L R9 280X,Sapphire Radeon R9 280X 3GB Dual-X Video Card,100363L<br/>(or) 11221-00-20G,[],,No,,,250 Watts,,,0.0,3000.0,0.0,AMD,1020.0,sapphire-video-card-100363l,250.0
,Radeon R9 290,1.01GHz,4-way CrossFire,,2,,,,1,Yes,1,PCI-Express x16,Video Card,"10.87"" (276mm)",/product/cQtCmG/msi-video-card-912v308002,MSI,4GB,GDDR5,,,,MSI Radeon R9 290 4GB TWIN FROZR Video Card,912-V308-002<br/>(or) R9 290 GAMING 4G,[],,No,,,250 Watts,,,1010.0,4000.0,0.0,AMD,0.0,msi-video-card-912v308002,250.0
1.34GHz,GeForce GTX 970,1.19GHz,No,,1,,1,,1,Yes,1,PCI-Express x16,Video Card,"9.49"" (241mm)",/product/tkcMnQ/evga-video-card-04gp42975kr,EVGA,4GB,GDDR5,,,,EVGA GeForce GTX 970 4GB SSC ACX 2.0 Video Card,04G-P4-2975-KR,[],,3-way SLI,,Yes,145 Watts,,,1190.0,4000.0,0.0,NVIDIA,1340.0,evga-video-card-04gp42975kr,145.0
,GeForce GTX 760,1.01GHz,No,,1,,1,,1,Yes,1,PCI-Express x16,Video Card,"8.58"" (218mm)",/product/MqGkcf/asus-video-card-gtx760dc2oc2gd5,Asus,2GB,GDDR5,,,,Asus GeForce GTX 760 2GB DirectCU II Video Card,GTX760-DC2OC-2GD5,[],,3-way SLI,,Yes,170 Watts,,,1010.0,2000.0,0.0,NVIDIA,0.0,asus-video-card-gtx760dc2oc2gd5,170.0
,GeForce GTX 680,1.01GHz,No,,,,2,,1,Yes,1,PCI-Express x16,Video Card,"10.00"" (254mm)",/product/kZMFf7/evga-video-card-02gp42680kr,EVGA,2GB,GDDR5,,,,EVGA GeForce GTX 680 2GB Video Card,02G-P4-2680-KR,[],,4-way SLI,,Yes,195 Watts,,,1010.0,2000.0,0.0,NVIDIA,0.0,evga-video-card-02gp42680kr,195.0
,Radeon R7 260X,1.05GHz,Yes,,,,1,,1,Yes,1,PCI-Express x16,Video Card,"6.97"" (177mm)",/product/h87wrH/sapphire-video-card-1003662l,Sapphire,2GB,GDDR5,,,,Sapphire Radeon R7 260X 2GB Video Card,100366-2L<br/>(or) 11222-06-20G,[],,No,,,115 Watts,,,1050.0,2000.0,0.0,AMD,0.0,sapphire-video-card-1003662l,115.0
1.04GHz,Radeon R9 290X,1.0GHz,4-way CrossFire,,1,,1,,1,Yes,1,PCI-Express x16,Video Card,"10.87"" (276mm)",/product/gCJkcf/msi-video-card-r9290xgaming8g,MSI,8GB,GDDR5,,,,MSI Radeon R9 290X 8GB Video Card,R9 290X GAMING 8G,[],,No,,,300 Watts,,,1000.0,8000.0,0.0,AMD,1040.0,msi-video-card-r9290xgaming8g,300.0
940MHz,Radeon R9 280,850MHz,4-way CrossFire,,1,,1,,1,Yes,1,PCI-Express x16,Video Card,"10.31"" (262mm)",/product/qYV48d/sapphire-video-card-100373l,Sapphire,3GB,GDDR5,,,,Sapphire Radeon R9 280 3GB Dual-X Video Card,100373L,[],,No,,,200 Watts,,,850.0,3000.0,0.0,AMD,940.0,sapphire-video-card-100373l,200.0
1.73GHz,GeForce GTX 1080,1.61GHz,No,,1,,,,3,Yes,1,PCI-Express x16,Video Card,"11.06"" (281mm)",/product/C898TW/galax-geforce-gtx-1080-8gb-virtual-edition-video-card-80nsj6dhk5vt,GALAX,8GB,GDDR5X,,,,GALAX GeForce GTX 1080 8GB Virtual Edition Video Card,80NSJ6DHK5VT,[],,Yes,,Yes,180 Watts,,,1610.0,8000.0,0.0,NVIDIA,1730.0,galax-geforce-gtx-1080-8gb-virtual-edition-video-card-80nsj6dhk5vt,180.0
1.71GHz,GeForce GTX 1070,1.52GHz,No,,1,,,,3,Yes,1,PCI-Express x16,Video Card,"8.27"" (210mm)",/product/4fyxFT/zotac-geforce-gtx-1070-8gb-mini-video-card-zt-p10700g-10m,Zotac,8GB,GDDR5,,,,Zotac GeForce GTX 1070 8GB Mini Video Card,ZT-P10700G-10M,"[389.99, 389.99, 389.99, 412.59]",,Yes,,Yes,150 Watts,,,1520.0,8000.0,395.64,NVIDIA,1710.0,zotac-geforce-gtx-1070-8gb-mini-video-card-zt-p10700g-10m,150.0
,Radeon R7 250,1.0GHz,Yes,,,1,,,,Yes,1,PCI-Express x16,Video Card,"5.71"" (145mm)",/product/MbqdnQ/sapphire-video-card-1003682gl,Sapphire,2GB,DDR3,,,100368-2GL R7 250,Sapphire Radeon R7 250 2GB Video Card,100368-2GL,[],,No,,,65 Watts,1,,1000.0,2000.0,0.0,AMD,0.0,sapphire-video-card-1003682gl,65.0
,Radeon R9 Fury,1.04GHz,4-way CrossFire,,1,,,,3,Yes,1,PCI-Express x16,Video Card,"12.01"" (305mm)",/product/NWbkcf/sapphire-video-card-100379ocsr,Sapphire,4GB,HBM,,,,Sapphire Radeon R9 Fury 4GB Tri-X OC Video Card,100379OCSR,[],,No,Yes,,275 Watts,,,1040.0,4000.0,0.0,AMD,0.0,sapphire-video-card-100379ocsr,275.0
1.28GHz,GeForce GTX 960,1.22GHz,No,,1,,1,,1,Yes,1,PCI-Express x16,Video Card,"7.13"" (181mm)",/product/6mgPxr/gigabyte-video-card-gvn960oc4gd,Gigabyte,4GB,GDDR5,,,,Gigabyte GeForce GTX 960 4GB Video Card,GV-N960OC-4GD,[399.89],,Yes,,Yes,120 Watts,,,1220.0,4000.0,399.89,NVIDIA,1280.0,gigabyte-video-card-gvn960oc4gd,120.0
1.30GHz,GeForce GTX 970,1.15GHz,No,,,,1,,3,Yes,1,PCI-Express x16,Video Card,"11.02"" (280mm)",/product/X7PzK8/zotac-video-card-zt9010610p,Zotac,4GB,GDDR5,,,,Zotac GeForce GTX 970 4GB AMP! Omega Core Edition Video Card,ZT-90106-10P,[],,3-way SLI,,Yes,145 Watts,,,1150.0,4000.0,0.0,NVIDIA,1300.0,zotac-video-card-zt9010610p,145.0
1.07GHz,GeForce GTX Titan X,1.0GHz,No,,,,1,,3,Yes,1,PCI-Express x16,Video Card,"11.10"" (282mm)",/product/GccMnQ/asus-video-card-90yv0810u0na00,Asus,12GB,GDDR5,,,,Asus GeForce GTX Titan X 12GB Video Card,90YV0810-U0NA00<br/>(or) GTXTITANX-12GD5,[],,4-way SLI,,Yes,250 Watts,,,1000.0,12000.0,0.0,NVIDIA,1070.0,asus-video-card-90yv0810u0na00,250.0
1.01GHz,Radeon R7 370,975MHz,Yes,,1,,1,,1,Yes,1,PCI-Express x16,Video Card,"7.64"" (194mm)",/product/Gmqbt6/gigabyte-video-card-gvr737wf2oc2gd,Gigabyte,2GB,GDDR5,,,,Gigabyte Radeon R7 370 2GB WINDFORCE 2X Video Card,GV-R737WF2OC-2GD,[],,No,,,110 Watts,,,975.0,2000.0,0.0,AMD,1010.0,gigabyte-video-card-gvr737wf2oc2gd,110.0
,Radeon R7 360,1.1GHz,Yes,,,,1,,1,Yes,1,PCI-Express x16,Video Card,"6.50"" (165mm)",/product/GBbkcf/msi-video-card-r73602gd5oc,MSI,2GB,GDDR5,,,,MSI Radeon R7 360 2GB Video Card,R7 360 2GD5 OC,[114.99],,No,Yes,,100 Watts,,,1100.0,2000.0,114.99,AMD,0.0,msi-video-card-r73602gd5oc,100.0
,Radeon HD 7950,800MHz,4-way CrossFire,,,,1,,,Yes,1,PCI-Express x16,Video Card,"10.47"" (266mm)",/product/bDLypg/xfx-video-card-fx795atnfc,XFX,3GB,GDDR5,2,,,XFX Radeon HD 7950 3GB Video Card,FX-795A-TNFC,[287.13],,No,,,200 Watts,,,800.0,3000.0,287.13,AMD,0.0,xfx-video-card-fx795atnfc,200.0
,Radeon R9 Fury X,1.05GHz,4-way CrossFire,,,,,,3,Yes,1,PCI-Express x16,Video Card,"7.68"" (195mm)",/product/c4nG3C/asus-video-card-r9furyx4g,Asus,4GB,HBM,,,,Asus Radeon R9 Fury X 4GB Video Card,R9FURYX-4G,"[459.99, 511.99, 649.99]",,No,Yes,,275 Watts,,,1050.0,4000.0,540.656666667,AMD,0.0,asus-video-card-r9furyx4g,275.0
1.27GHz,Radeon RX 480,1.12GHz,4-way CrossFire,,,,,,3,Yes,1,PCI-Express x16,Video Card,"9.53"" (242mm)",/product/JzfmP6/powercolor-radeon-rx-480-8gb-video-card-axrx-480-8gbd5-m3dh,PowerColor,8GB,GDDR5,,,,PowerColor Radeon RX 480 8GB Video Card,AXRX 480 8GBD5-M3DH,[],,No,Yes,,150 Watts,,,1120.0,8000.0,0.0,AMD,1270.0,powercolor-radeon-rx-480-8gb-video-card-axrx-480-8gbd5-m3dh,150.0
1.22GHz,GeForce GTX 970,1.08GHz,No,,,,1,,3,Yes,1,PCI-Express x16,Video Card,"10.59"" (269mm)",/product/mCJkcf/msi-video-card-gtx9704gd5oc,MSI,4GB,GDDR5,,,,MSI GeForce GTX 970 4GB Video Card,GTX 970 4GD5 OC<br/>(or) V317-001R,[599.89],,3-way SLI,,Yes,145 Watts,,,1080.0,4000.0,599.89,NVIDIA,1220.0,msi-video-card-gtx9704gd5oc,145.0
,Quadro M6000,988MHz,No,,,,1,,4,Yes,,PCI-Express x16,Video Card,"10.51"" (267mm)",/product/j2RFf7/pny-video-card-vcqm6000pb,PNY,12GB,GDDR5,,,,PNY Quadro M6000 12GB Video Card,VCQM6000-PB,"[4499.99, 4505.91, 4998.99, 4999.0, 4999.0]",,4-way SLI,,,250 Watts,,,988.0,12000.0,4800.578,AMD,0.0,pny-video-card-vcqm6000pb,250.0
,Quadro K4200,771MHz,No,,,,1,,2,Yes,,PCI-Express x16,Video Card,"9.49"" (241mm)",/product/7DCwrH/pny-video-card-vcqk4200pb,PNY,4GB,GDDR5,,,,PNY Quadro K4200 4GB Video Card,VCQK4200-PB,"[758.16, 800.0, 814.98, 839.99, 847.56, 889.0, 889.0]",,4-way SLI,,,108 Watts,,,771.0,4000.0,834.098571429,AMD,0.0,pny-video-card-vcqk4200pb,108.0
1.30GHz,GeForce GTX 980,1.20GHz,No,,1,,1,,3,Yes,1,PCI-Express x16,Video Card,"11.73"" (298mm)",/product/WNqbt6/gigabyte-video-card-gvn980oc4gd,Gigabyte,4GB,GDDR5,,,,Gigabyte GeForce GTX 980 4GB WINDFORCE 3X Video Card,GV-N980OC-4GD,[],,4-way SLI,,Yes,165 Watts,,,1200.0,4000.0,0.0,NVIDIA,1300.0,gigabyte-video-card-gvn980oc4gd,165.0
,GeForce GT 710,954MHz,No,,1,,,,,No,1,PCI-Express x16,Video Card,"5.67"" (144mm)",/product/Jgbkcf/zotac-video-card-zt7130220l,Zotac,2GB,DDR3,,,,Zotac GeForce GT 710 2GB Video Card,ZT-71302-20L,"[38.99, 43.99, 44.95, 49.99]",,No,,,19 Watts,1,,954.0,2000.0,44.48,NVIDIA,0.0,zotac-video-card-zt7130220l,19.0
,GeForce GT 710,954MHz,No,,1,,,,,Yes,1,PCI-Express x16,Video Card,"4.53"" (115mm)",/product/stnG3C/evga-video-card-02gp32713kr,EVGA,2GB,DDR3,,,,EVGA GeForce GT 710 2GB Video Card,02G-P3-2713-KR,"[44.99, 44.49, 49.98, 49.99, 44.49]",,No,,,19 Watts,1,,954.0,2000.0,46.788,NVIDIA,0.0,evga-video-card-02gp32713kr,19.0
1.39GHz,GeForce GTX 980,1.29GHz,No,,1,,1,,1,Yes,1,PCI-Express x16,Video Card,"11.02"" (280mm)",/product/dP648d/evga-video-card-04gp43988kr,EVGA,4GB,GDDR5,,,,EVGA GeForce GTX 980 4GB Classified ACX 2.0 Video Card,04G-P4-3988-KR,[],,4-way SLI,,Yes,165 Watts,,,1290.0,4000.0,0.0,NVIDIA,1390.0,evga-video-card-04gp43988kr,165.0
1.24GHz,GeForce GTX 980 Ti,1.15GHz,No,,,,1,,3,Yes,1,PCI-Express x16,Video Card,"11.02"" (280mm)",/product/PPnG3C/palit-video-card-ne5x98th15jb2000j,Palit,6GB,GDDR5,,,,Palit GeForce GTX 980 Ti 6GB Super JetStream Video Card,NE5X98TH15JB-2000J,[],,4-way SLI,,Yes,250 Watts,,,1150.0,6000.0,0.0,NVIDIA,1240.0,palit-video-card-ne5x98th15jb2000j,250.0
,Quadro 4000,,No,,,,1,,1,Yes,,PCI-Express x16,Video Card,,/product/T6w323/pny-video-card-vcq4000macpb,PNY,2GB,GDDR5,,,,PNY Quadro 4000 2GB Video Card,VCQ4000MAC-PB,[],,No,,,142 Watts,,,0.0,2000.0,0.0,AMD,0.0,pny-video-card-vcq4000macpb,142.0
1.20GHz,GeForce GTX 980 Ti,1.11GHz,No,,,,1,,3,Yes,1,PCI-Express x16,Video Card,"11.30"" (287mm)",/product/GCL7YJ/asus-video-card-poseidongtx980tip6gd5,Asus,6GB,GDDR5,,,,Asus GeForce GTX 980 Ti 6GB Video Card,POSEIDON-GTX980TI-P-6GD5<br/>(or) 90YV08L0-M0NM00,[],,4-way SLI,,Yes,250 Watts,,,1110.0,6000.0,0.0,NVIDIA,1200.0,asus-video-card-poseidongtx980tip6gd5,250.0
,GeForce GT 610,,No,,,,2,,,Yes,,PCI-Express x16,Video Card,,/product/HVNp99/evga-video-card-01gp32616kr,EVGA,1GB,DDR3,,1,,EVGA GeForce GT 610 1GB Video Card,01G-P3-2616-KR,"[39.49, 39.61, 39.99, 39.99]",,No,,,29 Watts,,,0.0,1000.0,39.77,NVIDIA,0.0,evga-video-card-01gp32616kr,29.0
,Radeon R7 360,1.05GHz,Yes,,1,,1,,1,Yes,1,PCI-Express x16,Video Card,"9.21"" (234mm)",/product/fL2rxr/xfx-video-card-r7360p2df5,XFX,2GB,DDR5,,,,XFX Radeon R7 360 2GB Video Card,R7360P2DF5,[109.48],,No,Yes,,100 Watts,,,1050.0,2000.0,109.48,AMD,0.0,xfx-video-card-r7360p2df5,100.0
1.2GHz,Radeon R7 360,1.05GHz,Yes,,1,,1,,1,Yes,1,PCI-Express x16,Video Card,"6.26"" (159mm)",/product/NkdFf7/gigabyte-video-card-gvr736oc2gd,Gigabyte,2GB,GDDR5,,,,Gigabyte Radeon R7 360 2GB Video Card,GV-R736OC-2GD,[],,No,Yes,,100 Watts,,,1050.0,2000.0,0.0,AMD,1200.0,gigabyte-video-card-gvr736oc2gd,100.0
,GeForce GT 610,810MHz,No,,,,1,,,No,1,PCI-Express x16,Video Card,"7.28"" (185mm)",/product/yfw323/asus-video-card-gt610sl1gd3l,Asus,1GB,DDR3,,,,Asus GeForce GT 610 1GB Video Card,GT610-SL-1GD3-L,[49.2],,No,,,29 Watts,1,,810.0,1000.0,49.2,NVIDIA,0.0,asus-video-card-gt610sl1gd3l,29.0
1.28GHz,GeForce GTX 950,1.10GHz,No,,1,,1,,1,Yes,1,PCI-Express x16,Video Card,"11.14"" (283mm)",/product/J4nG3C/zotac-video-card-zt9060210m,Zotac,2GB,GDDR5,,,,Zotac GeForce GTX 950 2GB Video Card,ZT-90602-10M,"[159.99, 159.99]",,Yes,,Yes,90 Watts,,,1100.0,2000.0,159.99,NVIDIA,1280.0,zotac-video-card-zt9060210m,90.0
1.30GHz,GeForce GTX 980 Ti,1.20GHz,No,,,,1,,3,Yes,1,PCI-Express x16,Video Card,"12.99"" (330mm)",/product/N3tWGX/msi-video-card-gtx980tilightning,MSI,6GB,GDDR5,,,,MSI GeForce GTX 980 Ti 6GB Video Card,GTX 980TI LIGHTNING<br/>(or) 912-V325-003,[],,4-way SLI,,Yes,250 Watts,,,1200.0,6000.0,0.0,NVIDIA,1300.0,msi-video-card-gtx980tilightning,250.0
1.23GHz,GeForce GTX 970,1.09GHz,No,,1,,1,,1,Yes,1,PCI-Express x16,Video Card,"6.69"" (170mm)",/product/8wPzK8/asus-video-card-gtx970dcmoc4gd5,Asus,4GB,GDDR5,,,,Asus GeForce GTX 970 4GB Video Card,GTX970-DCMOC-4GD5<br/>(or) 90YV07C1-M0NA00,[],,3-way SLI,,Yes,145 Watts,,,1090.0,4000.0,0.0,NVIDIA,1230.0,asus-video-card-gtx970dcmoc4gd5,145.0
1.25GHz,GeForce GTX 960,1.19GHz,No,,,,1,,3,Yes,1,PCI-Express x16,Video Card,"10.39"" (264mm)",/product/qpGj4D/asus-video-card-turbogtx960oc2gd5,Asus,2GB,GDDR5,,,,Asus GeForce GTX 960 2GB Video Card,TURBO-GTX960-OC-2GD5<br/>(or) 90YV07N5-M0NA00,[],,Yes,,Yes,120 Watts,,,1190.0,2000.0,0.0,NVIDIA,1250.0,asus-video-card-turbogtx960oc2gd5,120.0
1.14GHz,GeForce GTX 980 Ti,1.05GHz,No,,,,1,,3,Yes,1,PCI-Express x16,Video Card,"12.40"" (315mm)",/product/yvnG3C/zotac-video-card-zt9050310p,Zotac,6GB,GDDR5,,,,Zotac GeForce GTX 980 Ti 6GB AMP! Video Card,ZT-90503-10P,[711.51],,4-way SLI,,Yes,250 Watts,,,1050.0,6000.0,711.51,NVIDIA,1140.0,zotac-video-card-zt9050310p,250.0
1.53GHz,Titan X (Pascal),1.42GHz,No,,1,,,,3,Yes,1,PCI-Express x16,Video Card,"10.51"" (267mm)",/product/DcH48d/nvidia-titan-x-pascal-12gb-video-card-900-1g611-2500-000,NVIDIA,12GB,GDDR5X,,,,NVIDIA Titan X (Pascal) 12GB Video Card,900-1G611-2500-000,[1598.95],,Yes,,Yes,250 Watts,,,1420.0,12000.0,1598.95,AMD,1530.0,nvidia-titan-x-pascal-12gb-video-card-900-1g611-2500-000,250.0
1.78GHz,GeForce GTX 1060 6GB,1.57GHz,No,,1,,,,3,Yes,1,PCI-Express x16,Video Card,"10.83"" (275mm)",/product/8YNypg/inno3d-geforce-gtx-1060-6gb-gaming-oc-video-card-n1060-1sdn-n5gnx,Inno3D,6GB,GDDR5,,,,Inno3D GeForce GTX 1060 6GB 6GB Gaming OC Video Card,N1060-1SDN-N5GNX,[365.0],,No,,Yes,120 Watts,,,1570.0,6000.0,365.0,NVIDIA,1780.0,inno3d-geforce-gtx-1060-6gb-gaming-oc-video-card-n1060-1sdn-n5gnx,120.0
,GeForce 210,520MHz,No,,,,1,,,No,1,PCI-Express x16,Video Card,"6.30"" (160mm)",/product/qfbp99/gigabyte-video-card-gvn210sl1gi,Gigabyte,1GB,DDR3,,,,Gigabyte GeForce 210 1GB Video Card,GV-N210SL-1GI,"[30.99, 29.99]",,No,,,31 Watts,1,,520.0,1000.0,30.49,NVIDIA,0.0,gigabyte-video-card-gvn210sl1gi,31.0
,Radeon HD 6450,650MHz,No,,,,1,,,No,1,PCI-Express x16,Video Card,,/product/T96BD3/xfx-video-card-hd645xzqh2,XFX,1GB,DDR3,,,,XFX Radeon HD 6450 1GB Video Card,HD-645X-ZQH2,"[37.89, 37.89, 34.99]",,No,,,27 Watts,1,,650.0,1000.0,36.9233333333,AMD,0.0,xfx-video-card-hd645xzqh2,27.0
,GeForce GT 710,954MHz,No,,1,,,,,No,1,PCI-Express x16,Video Card,"4.53"" (115mm)",/product/PQ648d/evga-video-card-02gp32712kr,EVGA,2GB,DDR3,,,,EVGA GeForce GT 710 2GB Video Card,02G-P3-2712-KR,"[39.99, 40.99, 42.89, 39.99, 45.98, 39.99]",,No,,,19 Watts,1,,954.0,2000.0,41.6383333333,NVIDIA,0.0,evga-video-card-02gp32712kr,19.0
,GeForce GT 610,810MHz,No,,,,1,,,No,1,PCI-Express x16,Video Card,"7.28"" (185mm)",/product/DkYXsY/asus-video-card-gt6102gd3csm,Asus,2GB,DDR3,,,,Asus GeForce GT 610 2GB Video Card,GT610-2GD3-CSM,"[46.99, 57.88]",,No,,,29 Watts,1,,810.0,2000.0,52.435,NVIDIA,0.0,asus-video-card-gt6102gd3csm,29.0
1.27GHz,Radeon RX 480,1.12GHz,4-way CrossFire,,,,,,3,Yes,1,PCI-Express x16,Video Card,"10.00"" (254mm)",/product/9KX2FT/xfx-radeon-rx-480-8gb-core-video-card-rx-480m4bfa6,XFX,4GB,GDDR5,,,,XFX Radeon RX 480 4GB Core Video Card,RX-480M4BFA6,[],,No,Yes,,150 Watts,,,1120.0,4000.0,0.0,AMD,1270.0,xfx-radeon-rx-480-8gb-core-video-card-rx-480m4bfa6,150.0
800MHz,Radeon R7 240,750MHz,Yes,,1,,,,,Yes,1,PCI-Express x16,Video Card,"5.71"" (145mm)",/product/Yd648d/powercolor-video-card-axr72404gbk3heoc,PowerColor,4GB,DDR3,,,,PowerColor Radeon R7 240 4GB Video Card,AXR7 240 4GBK3-HE/OC,[76.99],,No,,,30 Watts,1,,750.0,4000.0,76.99,AMD,800.0,powercolor-video-card-axr72404gbk3heoc,30.0
,FirePro W4100,630MHz,No,,,,,,,Yes,,PCI-Express x16,Video Card,"6.73"" (171mm)",/product/hK8H99/amd-video-card-100505817,AMD,2GB,DDR5,4,,FirePro W4100,AMD FirePro W4100 2GB Video Card,100-505817,[159.99],,No,,,50 Watts,,,630.0,2000.0,159.99,AMD,0.0,amd-video-card-100505817,50.0
,GeForce GT 720,797MHz,No,,1,,,,,No,1,PCI-Express x16,Video Card,"6.57"" (167mm)",/product/82qdnQ/evga-video-card-02gp32724kr,EVGA,2GB,DDR3,,,,EVGA GeForce GT 720 2GB Video Card,02G-P3-2724-KR,[67.62],,No,,,19 Watts,1,,797.0,2000.0,67.62,NVIDIA,0.0,evga-video-card-02gp32724kr,19.0
1.19GHz,GeForce GTX 980 Ti,1.10GHz,No,,,,1,,3,Yes,1,PCI-Express x16,Video Card,"10.51"" (267mm)",/product/xnH48d/evga-video-card-06gp44992kr,EVGA,6GB,GDDR5,,,,EVGA GeForce GTX 980 Ti 6GB Superclocked Video Card,06G-P4-4992-KR,[],,4-way SLI,,Yes,250 Watts,,,1100.0,6000.0,0.0,NVIDIA,1190.0,evga-video-card-06gp44992kr,250.0
,GeForce GT 730,902MHz,No,,1,,,,,Yes,1,PCI-Express x16,Video Card,"6.97"" (177mm)",/product/Wj4NnQ/gigabyte-video-card-gvn730d52gi,Gigabyte,2GB,GDDR5,,,,Gigabyte GeForce GT 730 2GB Video Card,GV-N730D5-2GI,[],,No,,,49 Watts,1,,902.0,2000.0,0.0,NVIDIA,0.0,gigabyte-video-card-gvn730d52gi,49.0
1.08GHz,GeForce GTX 980 Ti,1.0GHz,No,,,,1,,3,Yes,1,PCI-Express x16,Video Card,"10.51"" (267mm)",/product/PMZ2FT/zotac-video-card-zt9050110p,Zotac,6GB,GDDR5,,,,Zotac GeForce GTX 980 Ti 6GB Video Card,ZT-90501-10P,[677.69],,4-way SLI,,Yes,250 Watts,,,1000.0,6000.0,677.69,NVIDIA,1080.0,zotac-video-card-zt9050110p,250.0
1.05GHz,Radeon R7 250,1.0GHz,Yes,,,,1,,,Yes,1,PCI-Express x16,Video Card,"6.89"" (175mm)",/product/CGK7YJ/xfx-video-card-r7250azlf4,XFX,1GB,GDDR5,,,,XFX Radeon R7 250 1GB Video Card,R7-250A-ZLF4,[],,No,,,65 Watts,1,,1000.0,1000.0,0.0,AMD,1050.0,xfx-video-card-r7250azlf4,65.0
1.32GHz,GeForce GTX 970,1.16GHz,No,,1,,1,,1,Yes,1,PCI-Express x16,Video Card,"10.67"" (271mm)",/product/2nQRsY/galax-video-card-97nqh6dnb4tx,GALAX,4GB,GDDR5,,,,GALAX GeForce GTX 970 4GB EX OC Black Edition Video Card,97NQH6DNB4TX,[],,3-way SLI,,Yes,145 Watts,,,1160.0,4000.0,0.0,NVIDIA,1320.0,galax-video-card-97nqh6dnb4tx,145.0
1.34GHz,GeForce GTX 980,1.24GHz,No,,,,1,,3,Yes,1,PCI-Express x16,Video Card,"10.98"" (279mm)",/product/XK38TW/gigabyte-video-card-gvn980xtreme4gd,Gigabyte,4GB,GDDR5,,,,Gigabyte GeForce GTX 980 4GB XTREME GAMING Video Card,GV-N980XTREME-4GD,[],,4-way SLI,,Yes,165 Watts,,,1240.0,4000.0,0.0,NVIDIA,1340.0,gigabyte-video-card-gvn980xtreme4gd,165.0
,Radeon HD 5450,650MHz,Yes,,,,1,,,No,1,PCI-Express x16,Video Card,"6.97"" (177mm)",/product/PmsKHx/asus-video-card-eah5450sldi512md3mglp,Asus,512MB,DDR3,,,,Asus Radeon HD 5450 512MB Video Card,EAH5450 SL/DI/512MD3/MG(LP),"[29.99, 35.28]",,No,,,19 Watts,1,,650.0,512.0,32.635,AMD,0.0,asus-video-card-eah5450sldi512md3mglp,19.0
1.29GHz,GeForce GTX 980 Ti,1.19GHz,No,,,,1,,3,Yes,1,PCI-Express x16,Video Card,"11.02"" (280mm)",/product/hwcMnQ/evga-video-card-06gp40998kr,EVGA,6GB,GDDR5,,,,EVGA GeForce GTX 980 Ti 6GB Video Card,06G-P4-0998-KR,[585.0],,4-way SLI,,Yes,250 Watts,,,1190.0,6000.0,585.0,NVIDIA,1290.0,evga-video-card-06gp40998kr,250.0
,GeForce GTX 650 Ti,1.07GHz,No,,1,,1,,,Yes,,PCI-Express x16,Video Card,"5.98"" (152mm)",/product/nm9KHx/evga-video-card-02gp43653kr,EVGA,2GB,GDDR5,,1,,EVGA GeForce GTX 650 Ti 2GB Video Card,02G-P4-3653-KR,[],,No,,,110 Watts,,,1070.0,2000.0,0.0,NVIDIA,0.0,evga-video-card-02gp43653kr,110.0
975MHz,Radeon R9 270,950MHz,Yes,,1,,1,,1,Yes,1,PCI-Express x16,Video Card,"10.00"" (254mm)",/product/chW9TW/gigabyte-video-card-gvr927oc2gd,Gigabyte,2GB,GDDR5,,,,Gigabyte Radeon R9 270 2GB WINDFORCE Video Card,GV-R927OC-2GD,[],,No,,,150 Watts,,,950.0,2000.0,0.0,AMD,975.0,gigabyte-video-card-gvr927oc2gd,150.0
