Bearing Type,Fan RPM,Height,Kind,Link,Liquid Cooled,Manufacturer,Model,Name,Noise Level,Part #,Prices,Radiator Size,Supported Sockets,avg,short_link,noise_level,max_noise,min_noise,rpm,rpm_min,rpm_max,liquid,rad_size,bearing_type,cooler_height
,500 - 1800 RPM,,CPU Cooler,/product/N68H99/lepa-cpu-cooler-lpwel240hf,Yes,LEPA,EXllusion 240,LEPA EXllusion 240 81.1 CFM Liquid CPU Cooler,14.0 - 30.0 dbA,LPWEL240-HF,"[109.99, 109.99, 109.99]",240mm,"AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1366, LGA2011, LGA2011-3, LGA775",109.99,lepa-cpu-cooler-lpwel240hf,14.0 - 30.0 ,30.0,14.0,500 - 1800 ,500.0,1800.0,Yes,240.0,,0.0
Sleeve,800 - 2200 RPM,"4.65"" (118mm)",CPU Cooler,/product/zNJwrH/raijintek-cpu-cooler-0r100005,No,RAIJINTEK,RHEA,RAIJINTEK RHEA 33.6 CFM Sleeve Bearing CPU Cooler,27.9 dbA,0R100005,"[29.98, 49.99]",,"LGA1150, LGA1151, LGA1155, LGA1156",39.985,raijintek-cpu-cooler-0r100005,27.9 ,27.9 ,27.9,800 - 2200 ,800.0,2200.0,No,0.0,Sleeve,118.0
,1000 - 2500 RPM,"1.77"" (45mm)",CPU Cooler,/product/Bfw323/phanteks-cpu-cooler-phtc90ls,No,Phanteks,,Phanteks PH-TC90LS 28.7 CFM CPU Cooler,19.0 - 26.0 dbA,PH-TC90LS,"[42.01, 46.99]",,"LGA1150, LGA1151, LGA1155, LGA1156, LGA2011, LGA2011-3",44.5,phanteks-cpu-cooler-phtc90ls,19.0 - 26.0 ,26.0,19.0,1000 - 2500 ,1000.0,2500.0,No,0.0,,45.0
,2300 RPM,"2.36"" (60mm)",CPU Cooler,/product/zYMFf7/zalman-cpu-cooler-cnps90f,No,Zalman,,Zalman CNPS90F CPU Cooler,29.0 dbA,CNPS90F,[],,"AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA775",0.0,zalman-cpu-cooler-cnps90f,29.0 ,29.0 ,29.0,2300 ,2300.0,2300.0,No,0.0,,60.0
Sleeve,600 - 1400 RPM,"6.30"" (160mm)",CPU Cooler,/product/6Rfp99/raijintek-cpu-cooler-0p105250,No,RAIJINTEK,EreBoss,RAIJINTEK EreBoss 56.5 CFM Sleeve Bearing CPU Cooler,28.0 dbA,0P105250,[42.99],,"AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1366, LGA2011, LGA2011-3, LGA775",42.99,raijintek-cpu-cooler-0p105250,28.0 ,28.0 ,28.0,600 - 1400 ,600.0,1400.0,No,0.0,Sleeve,160.0
,,"6.22"" (158mm)",CPU Cooler,/product/9JFPxr/zalman-cpu-cooler-fx70,No,Zalman,,Zalman FX70 Fanless CPU Cooler,,FX70,[],,"AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1366, LGA2011, LGA2011-3, LGA775",0.0,zalman-cpu-cooler-fx70,0,0,0.0,0,0.0,0.0,No,0.0,,158.0
,,"6.30"" (160mm)",CPU Cooler,/product/nJ4gXL/xigmatek-cpu-cooler-thorshammer126384w,No,Xigmatek,Thors Hammer,Xigmatek Thors Hammer Fanless CPU Cooler,,Thors Hammer 126384W<br/>(or) CAC-SXHH7-U02,[],,"AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1366, LGA775",0.0,xigmatek-cpu-cooler-thorshammer126384w,0,0,0.0,0,0.0,0.0,No,0.0,,160.0
Sleeve,1000 - 2200 RPM,"5.35"" (136mm)",CPU Cooler,/product/b8h9TW/raijintek-cpu-cooler-0r100009,No,RAIJINTEK,AIDOS BLACK,RAIJINTEK AIDOS BLACK 48.6 CFM Sleeve Bearing CPU Cooler,28.9 dbA,0R100009,"[25.95, 26.64, 27.22]",,"AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1366, LGA2011, LGA2011-3, LGA775",26.6033333333,raijintek-cpu-cooler-0r100009,28.9 ,28.9 ,28.9,1000 - 2200 ,1000.0,2200.0,No,0.0,Sleeve,136.0
,1000 - 2000 RPM,,CPU Cooler,/product/YKFPxr/thermaltake-cpu-cooler-clw007pl12bla,Yes,Thermaltake,Water 3.0 Ultimate,Thermaltake Water 3.0 Ultimate 99.0 CFM Liquid CPU Cooler,20.0 dbA,CL-W007-PL12BL-A,"[119.72, 119.99, 119.99, 129.98, 119.72]",360mm,"AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1366, LGA2011, LGA2011-3",121.88,thermaltake-cpu-cooler-clw007pl12bla,20.0 ,20.0 ,20.0,1000 - 2000 ,1000.0,2000.0,Yes,360.0,,0.0
,500 - 1300 RPM,"5.51"" (140mm)",CPU Cooler,/product/xzqdnQ/scythe-cpu-cooler-sckc3000,No,Scythe,,Scythe SCKC-3000 97.2 CFM CPU Cooler,13.0 - 30.7 dbA,SCKC-3000,"[41.89, 41.99]",,"AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1366, LGA2011, LGA2011-3, LGA775",41.94,scythe-cpu-cooler-sckc3000,13.0 - 30.7 ,30.7,13.0,500 - 1300 ,500.0,1300.0,No,0.0,,140.0
Sleeve,650 - 1400 RPM,"2.68"" (68mm)",CPU Cooler,/product/TCBv6h/raijintek-cpu-cooler-0r100004,No,RAIJINTEK,PALLAS Red,RAIJINTEK PALLAS Red 56.5 CFM Sleeve Bearing CPU Cooler,28.0 dbA,0R100004,[32.99],,"AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1366, LGA2011, LGA2011-3, LGA775",32.99,raijintek-cpu-cooler-0r100004,28.0 ,28.0 ,28.0,650 - 1400 ,650.0,1400.0,No,0.0,Sleeve,68.0
Ball,800 - 2700 RPM,"1.06"" (27mm)",CPU Cooler,/product/bMbkcf/id-cooling-cpu-cooler-is25i,No,ID-COOLING,,ID-COOLING IS-25i 21.8 CFM Ball Bearing CPU Cooler,14.0 - 23.0 dbA,IS-25i,[17.99],,"LGA1150, LGA1151, LGA1155, LGA1156",17.99,id-cooling-cpu-cooler-is25i,14.0 - 23.0 ,23.0,14.0,800 - 2700 ,800.0,2700.0,No,0.0,Ball,27.0
,1000 - 2400 RPM,"5.51"" (140mm)",CPU Cooler,/product/DwBv6h/thermaltake-cpu-cooler-clp0600,No,Thermaltake,,Thermaltake CLP0600 45.4 CFM CPU Cooler,19.3 - 30.0 dbA,CLP0600,[],,"AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1366, LGA775",0.0,thermaltake-cpu-cooler-clp0600,19.3 - 30.0 ,30.0,19.3,1000 - 2400 ,1000.0,2400.0,No,0.0,,140.0
Sleeve,1000 - 1500 RPM,"6.50"" (165mm)",CPU Cooler,/product/rVtCmG/raijintek-cpu-cooler-0p105245,No,RAIJINTEK,THEMIS Evo,RAIJINTEK THEMIS Evo 65.7 CFM Sleeve Bearing CPU Cooler,24.5 dbA,0P105245,[32.99],,"AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1366, LGA2011, LGA2011-3, LGA775",32.99,raijintek-cpu-cooler-0p105245,24.5 ,24.5 ,24.5,1000 - 1500 ,1000.0,1500.0,No,0.0,Sleeve,165.0
Sleeve,1000 - 1500 RPM,"6.22"" (158mm)",CPU Cooler,/product/Wb4gXL/raijintek-cpu-cooler-0p105255,No,RAIJINTEK,THEMIS,RAIJINTEK THEMIS 65.7 CFM Sleeve Bearing CPU Cooler,24.5 dbA,0P105255,[24.99],,"AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1366, LGA2011, LGA2011-3, LGA775",24.99,raijintek-cpu-cooler-0p105255,24.5 ,24.5 ,24.5,1000 - 1500 ,1000.0,1500.0,No,0.0,Sleeve,158.0
Fluid Dynamic,750 - 1800 RPM,"6.26"" (159mm)",CPU Cooler,/product/JycMnQ/gelid-solutions-cpu-cooler-ccgx702a,No,Gelid Solutions,GX7,Gelid Solutions GX7 98.5 CFM Fluid Dynamic Bearing CPU Cooler,12.0 - 28.0 dbA,CC-GX7-02-A,"[39.89, 39.99, 49.99]",,"AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1366, LGA775",43.29,gelid-solutions-cpu-cooler-ccgx702a,12.0 - 28.0 ,28.0,12.0,750 - 1800 ,750.0,1800.0,No,0.0,Fluid Dynamic,159.0
Ball,1200 - 2600 RPM,"1.10"" (28mm)",CPU Cooler,/product/MRW9TW/gelid-solutions-cpu-cooler-ccssilenceiplus,No,Gelid Solutions,,Gelid Solutions CC-SSilence-iplus 25.8 CFM Ball Bearing CPU Cooler,15.0 - 27.8 dbA,CC-SSilence-iplus,"[23.99, 24.99, 22.89]",,"LGA1150, LGA1151, LGA1155, LGA1156, LGA775",23.9566666667,gelid-solutions-cpu-cooler-ccssilenceiplus,15.0 - 27.8 ,27.8,15.0,1200 - 2600 ,1200.0,2600.0,No,0.0,Ball,28.0
,500 - 2000 RPM,"3.31"" (84mm)",CPU Cooler,/product/bZTmP6/arctic-cooling-cpu-cooler-acalp64pro,No,ARCTIC,Alpine 64 Pro Rev 2,ARCTIC Alpine 64 Pro Rev 2 36.7 CFM CPU Cooler,,ACALP64 Pro,"[12.99, 14.99]",,"AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+",13.99,arctic-cooling-cpu-cooler-acalp64pro,0,0,0.0,500 - 2000 ,500.0,2000.0,No,0.0,,84.0
Sleeve,600 - 1000 RPM,"6.57"" (167mm)",CPU Cooler,/product/BBZ2FT/raijintek-cpu-cooler-0r100013,No,RAIJINTEK,TISIS,RAIJINTEK TISIS 70.2 CFM Sleeve Bearing CPU Cooler,23.0 dbA,0R100013,[69.99],,"AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1366, LGA2011, LGA2011-3, LGA775",69.99,raijintek-cpu-cooler-0r100013,23.0 ,23.0 ,23.0,600 - 1000 ,600.0,1000.0,No,0.0,Sleeve,167.0
,2000 RPM,,CPU Cooler,/product/Vwdqqs/corsair-cpu-cooler-h60cw9060007ww,Yes,Corsair,H60,Corsair H60 54.0 CFM Liquid CPU Cooler,30.9 dbA,H60 (CW-9060007-WW)<br/>(or) CW-9060007-WW,"[59.99, 59.99, 60.58, 64.88, 71.28, 82.99, 89.99]",120mm,"AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1366, LGA2011, LGA2011-3",69.9571428571,corsair-cpu-cooler-h60cw9060007ww,30.9 ,30.9 ,30.9,2000 ,2000.0,2000.0,Yes,120.0,,0.0
,500 - 2000 RPM,"2.56"" (65mm)",CPU Cooler,/product/RhQypg/arctic-cooling-cpu-cooler-acalp64gt,No,ARCTIC,Alpine 64 GT,ARCTIC Alpine 64 GT 25.6 CFM CPU Cooler,,ACALP64-GT,"[8.88, 8.99, 9.05, 8.9]",,"AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+",8.955,arctic-cooling-cpu-cooler-acalp64gt,0,0,0.0,500 - 2000 ,500.0,2000.0,No,0.0,,65.0
Sleeve,300 - 1500 RPM,"6.38"" (162mm)",CPU Cooler,/product/pGPzK8/reeven-justice-821-cfm-sleeve-bearing-cpu-cooler-rc-1204,No,Reeven,Justice,Reeven Justice 82.1 CFM Sleeve Bearing CPU Cooler,4.0 - 29.8 dbA,RC-1204,[42.5],,"AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1366, LGA2011, LGA2011-3",42.5,reeven-justice-821-cfm-sleeve-bearing-cpu-cooler-rc-1204,4.0 - 29.8 ,29.8,4.0,300 - 1500 ,300.0,1500.0,No,0.0,Sleeve,162.0
,1500 - 2500 RPM,,CPU Cooler,/product/djX2FT/silverstone-cpu-cooler-td03e,Yes,Silverstone,,Silverstone TD03-E 92.5 CFM Liquid CPU Cooler,18.0 - 35.0 dbA,TD03-E,"[86.99, 92.91, 86.99]",120mm,"AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1366, LGA2011, LGA2011-3, LGA775",88.9633333333,silverstone-cpu-cooler-td03e,18.0 - 35.0 ,35.0,18.0,1500 - 2500 ,1500.0,2500.0,Yes,120.0,,0.0
Ball,4500 RPM,"0.55"" (14mm)",CPU Cooler,/product/CPBv6h/startech-cpu-cooler-fan7751u,No,StarTech,,StarTech FAN7751U 30.8 CFM Ball Bearing CPU Cooler,39.0 dbA,FAN7751U,"[28.36, 24.57, 33.98]",,LGA775,28.97,startech-cpu-cooler-fan7751u,39.0 ,39.0 ,39.0,4500 ,4500.0,4500.0,No,0.0,Ball,14.0
Sleeve,1000 - 2200 RPM,"5.35"" (136mm)",CPU Cooler,/product/272kcf/raijintek-cpu-cooler-op105246,No,RAIJINTEK,AIDOS,RAIJINTEK AIDOS 48.6 CFM Sleeve Bearing CPU Cooler,28.9 dbA,OP105246,[27.17],,"AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1366, LGA2011, LGA2011-3, LGA775",27.17,raijintek-cpu-cooler-op105246,28.9 ,28.9 ,28.9,1000 - 2200 ,1000.0,2200.0,No,0.0,Sleeve,136.0
,900 - 2200 RPM,"3.50"" (89mm)",CPU Cooler,/product/Dk4gXL/gelid-solutions-cpu-cooler-ccsiberianp01,No,Gelid Solutions,,Gelid Solutions CC-SiberianP-01 68.3 CFM CPU Cooler,10.0 - 23.5 dbA,CC-SiberianP-01,"[13.89, 18.99, 19.99, 20.94]",,"AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA775",18.4525,gelid-solutions-cpu-cooler-ccsiberianp01,10.0 - 23.5 ,23.5,10.0,900 - 2200 ,900.0,2200.0,No,0.0,,89.0
Ball,1000 - 6000 RPM,"1.10"" (28mm)",CPU Cooler,/product/Fz3RsY/dynatron-cpu-cooler-r16,No,Dynatron,,Dynatron R16 6.5 CFM Ball Bearing CPU Cooler,21.5 - 55.8 dbA,R16,"[33.88, 33.99, 33.99, 36.99, 43.95]",,"LGA2011, LGA2011-3",36.56,dynatron-cpu-cooler-r16,21.5 - 55.8 ,55.8,21.5,1000 - 6000 ,1000.0,6000.0,No,0.0,Ball,28.0
,1400 - 2000 RPM,"1.06"" (27mm)",CPU Cooler,/product/DZZ2FT/gelid-solutions-cpu-cooler-ccpolar01,No,Gelid Solutions,Polar,Gelid Solutions Polar 29.6 CFM CPU Cooler,16.0 - 28.9 dbA,CC-Polar-01,[],,"LGA1150, LGA1151, LGA1155, LGA1156",0.0,gelid-solutions-cpu-cooler-ccpolar01,16.0 - 28.9 ,28.9,16.0,1400 - 2000 ,1400.0,2000.0,No,0.0,,27.0
,300 - 1400 RPM,"6.61"" (168mm)",CPU Cooler,/product/NZ2rxr/deepcool-lucifer-v2-813-cfm-cpu-cooler-lucifer-v2,No,Deepcool,,Deepcool LUCIFER V2 81.3 CFM CPU Cooler,12.6 - 31.1 dbA,LUCIFER V2,"[42.99, 49.99]",,"AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1366, LGA2011, LGA2011-3, LGA775",46.49,deepcool-lucifer-v2-813-cfm-cpu-cooler-lucifer-v2,12.6 - 31.1 ,31.1,12.6,300 - 1400 ,300.0,1400.0,No,0.0,,168.0
,500 - 1300 RPM,"6.34"" (161mm)",CPU Cooler,/product/GqTmP6/scythe-cpu-cooler-scasr1000,No,Scythe,Ashura,Scythe Ashura 97.2 CFM CPU Cooler,13.0 - 30.7 dbA,SCASR-1000,"[51.98, 52.99, 58.74, 48.95]",,"AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1366, LGA2011, LGA2011-3, LGA775",53.165,scythe-cpu-cooler-scasr1000,13.0 - 30.7 ,30.7,13.0,500 - 1300 ,500.0,1300.0,No,0.0,,161.0
,1000 - 1600 RPM,"6.06"" (154mm)",CPU Cooler,/product/2jzv6h/zalman-cpu-cooler-cnps11xperforma,No,Zalman,,Zalman CNPS11X Performa CPU Cooler,17.0 - 26.0 dbA,CNPS11X Performa,[32.99],,"AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1366, LGA2011, LGA2011-3, LGA775",32.99,zalman-cpu-cooler-cnps11xperforma,17.0 - 26.0 ,26.0,17.0,1000 - 1600 ,1000.0,1600.0,No,0.0,,154.0
,800 - 2000 RPM,,CPU Cooler,/product/p3fp99/nzxt-cpu-cooler-rlkrx3101,Yes,NZXT,Kraken X31,NZXT Kraken X31 69.5 CFM Liquid CPU Cooler,18.0 - 34.0 dbA,RL-KRX31-01,"[68.79, 68.99, 74.99, 77.75, 77.58]",120mm,"AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1366, LGA2011, LGA2011-3",73.62,nzxt-cpu-cooler-rlkrx3101,18.0 - 34.0 ,34.0,18.0,800 - 2000 ,800.0,2000.0,Yes,120.0,,0.0
,1800 RPM,"5.63"" (143mm)",CPU Cooler,/product/N73RsY/evercool-cpu-cooler-hpfi10025,No,Evercool,,Evercool HPFI-10025 CPU Cooler,23.0 dbA,HPFI-10025,[16.99],,"AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+, LGA775",16.99,evercool-cpu-cooler-hpfi10025,23.0 ,23.0 ,23.0,1800 ,1800.0,1800.0,No,0.0,,143.0
Ball,1000 - 2000 RPM,"2.64"" (67mm)",CPU Cooler,/product/ZJrG3C/zalman-cpu-cooler-cnps7700alculed,No,Zalman,,Zalman CNPS7700ALCULED Ball Bearing CPU Cooler,22.7 - 37.1 dbA,CNPS7700ALCULED,[20.48],,"LGA1150, LGA1151, LGA1155, LGA1156, LGA775",20.48,zalman-cpu-cooler-cnps7700alculed,22.7 - 37.1 ,37.1,22.7,1000 - 2000 ,1000.0,2000.0,No,0.0,Ball,67.0
Sleeve,1200 - 2500 RPM,"0.98"" (25mm)",CPU Cooler,/product/7Bn2FT/xigmatek-cpu-cooler-epcd901,No,Xigmatek,,Xigmatek EP-CD901 61.2 CFM Sleeve Bearing CPU Cooler,28.0 dbA,EP-CD901,[],,"AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+, LGA775",0.0,xigmatek-cpu-cooler-epcd901,28.0 ,28.0 ,28.0,1200 - 2500 ,1200.0,2500.0,No,0.0,Sleeve,25.0
,700 - 1200 RPM,"6.73"" (171mm)",CPU Cooler,/product/KbJwrH/phanteks-cpu-cooler-phtc14pebl,No,Phanteks,,Phanteks PH-TC14PE_BL 78.1 CFM CPU Cooler,13.4 - 19.0 dbA,PH-TC14PE_BL,[104.99],,"AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1366, LGA2011, LGA2011-3, LGA775",104.99,phanteks-cpu-cooler-phtc14pebl,13.4 - 19.0 ,19.0,13.4,700 - 1200 ,700.0,1200.0,No,0.0,,171.0
Ball,1500 - 7000 RPM,"2.64"" (67mm)",CPU Cooler,/product/3dkD4D/dynatron-cpu-cooler-r14,No,Dynatron,,Dynatron R14 40.5 CFM Ball Bearing CPU Cooler,16.0 - 47.5 dbA,R14,"[29.99, 32.99, 34.89, 47.71]",,"LGA2011, LGA2011-3",36.395,dynatron-cpu-cooler-r14,16.0 - 47.5 ,47.5,16.0,1500 - 7000 ,1500.0,7000.0,No,0.0,Ball,67.0
Sleeve,300 - 1800 RPM,"6.42"" (163mm)",CPU Cooler,/product/RBL7YJ/reeven-okeanos-638-cfm-sleeve-bearing-cpu-cooler-rc-1402,No,Reeven,Okeanos,Reeven Okeanos 63.8 CFM Sleeve Bearing CPU Cooler,4.0 - 23.6 dbA,RC-1402,[69.99],,"AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1366, LGA2011, LGA2011-3",69.99,reeven-okeanos-638-cfm-sleeve-bearing-cpu-cooler-rc-1402,4.0 - 23.6 ,23.6,4.0,300 - 1800 ,300.0,1800.0,No,0.0,Sleeve,163.0
,700 RPM,"4.41"" (112mm)",CPU Cooler,/product/thQypg/phanteks-cpu-cooler-phtc14csbl,No,Phanteks,,Phanteks PH-TC14CS_BL 78.1 CFM CPU Cooler,13.4 - 19.0 dbA,PH-TC14CS_BL,[99.99],,"AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1366, LGA2011, LGA2011-3, LGA775",99.99,phanteks-cpu-cooler-phtc14csbl,13.4 - 19.0 ,19.0,13.4,700 ,700.0,700.0,No,0.0,,112.0
,,"6.26"" (159mm)",CPU Cooler,/product/NkMFf7/prolimatech-cpu-cooler-promghc,No,Prolimatech,,Prolimatech PRO-MGH-C Fanless CPU Cooler,26.0 dbA,PRO-MGH-C,[59.97],,"AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1366, LGA2011, LGA2011-3, LGA775",59.97,prolimatech-cpu-cooler-promghc,26.0 ,26.0 ,26.0,0,0.0,0.0,No,0.0,,159.0
Sleeve,300 - 1500 RPM,"6.10"" (155mm)",CPU Cooler,/product/Pn648d/reeven-hans-821-cfm-sleeve-bearing-cpu-cooler-rc-1205,No,Reeven,Hans,Reeven Hans 82.1 CFM Sleeve Bearing CPU Cooler,4.0 - 29.8 dbA,RC-1205,[32.5],,"AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1366, LGA2011, LGA2011-3",32.5,reeven-hans-821-cfm-sleeve-bearing-cpu-cooler-rc-1205,4.0 - 29.8 ,29.8,4.0,300 - 1500 ,300.0,1500.0,No,0.0,Sleeve,155.0
,1200 - 3000 RPM,"1.46"" (37mm)",CPU Cooler,/product/B73RsY/silverstone-cpu-cooler-nt071156,No,Silverstone,,Silverstone NT07-1156 40.0 CFM CPU Cooler,15.0 - 38.0 dbA,NT07-1156,"[33.99, 36.79, 33.99]",,"LGA1150, LGA1151, LGA1155, LGA1156",34.9233333333,silverstone-cpu-cooler-nt071156,15.0 - 38.0 ,38.0,15.0,1200 - 3000 ,1200.0,3000.0,No,0.0,,37.0
,900 - 1500 RPM,"6.10"" (155mm)",CPU Cooler,/product/hJFPxr/deepcool-cpu-cooler-gammaxx400,No,Deepcool,,Deepcool GAMMAXX 400 74.3 CFM CPU Cooler,21.4 - 32.1 dbA,GAMMAXX 400<br/>(or) CFAN-GAMMAXX400,"[19.99, 24.88, 24.99, 24.99, 28.99]",,"AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1366, LGA2011, LGA2011-3, LGA775",24.768,deepcool-cpu-cooler-gammaxx400,21.4 - 32.1 ,32.1,21.4,900 - 1500 ,900.0,1500.0,No,0.0,,155.0
,300 - 1700 RPM,"6.34"" (161mm)",CPU Cooler,/product/skJkcf/reeven-ouranos-924-cfm-cpu-cooler-rc-1401,No,Reeven,Ouranos,Reeven Ouranos 92.4 CFM CPU Cooler,5.8 - 36.4 dbA,RC-1401,[46.99],,"AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1366, LGA2011, LGA2011-3",46.99,reeven-ouranos-924-cfm-cpu-cooler-rc-1401,5.8 - 36.4 ,36.4,5.8,300 - 1700 ,300.0,1700.0,No,0.0,,161.0
Ball,1000 - 2500 RPM,"4.33"" (110mm)",CPU Cooler,/product/RH6BD3/dynatron-cpu-cooler-k17,No,Dynatron,,Dynatron K17 43.4 CFM Ball Bearing CPU Cooler,17.0 - 31.9 dbA,K17,"[29.99, 34.99, 33.95, 51.76]",,"LGA1150, LGA1151, LGA1155, LGA1156",37.6725,dynatron-cpu-cooler-k17,17.0 - 31.9 ,31.9,17.0,1000 - 2500 ,1000.0,2500.0,No,0.0,Ball,110.0
,800 - 1800 RPM,"6.18"" (157mm)",CPU Cooler,/product/LQ648d/id-cooling-cpu-cooler-se204k,No,ID-COOLING,,ID-COOLING SE-204K 60.7 CFM CPU Cooler,16.2 - 29.2 dbA,SE-204K,[],,"AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA2011, LGA2011-3, LGA775",0.0,id-cooling-cpu-cooler-se204k,16.2 - 29.2 ,29.2,16.2,800 - 1800 ,800.0,1800.0,No,0.0,,157.0
Sleeve,800 - 1200 RPM,"6.26"" (159mm)",CPU Cooler,/product/sGZQzy/xigmatek-cpu-cooler-primesd1484,No,Xigmatek,,Xigmatek Prime SD1484 90.3 CFM Sleeve Bearing CPU Cooler,18.0 dbA,Prime SD1484,[73.25],,"AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1366, LGA775",73.25,xigmatek-cpu-cooler-primesd1484,18.0 ,18.0 ,18.0,800 - 1200 ,800.0,1200.0,No,0.0,Sleeve,159.0
,800 - 2800 RPM,"2.48"" (63mm)",CPU Cooler,/product/FH6BD3/masscool-cpu-cooler-8w2002b1m4,No,Masscool,,Masscool 8W2002B1M4 51.2 CFM CPU Cooler,20.0 - 34.0 dbA,8W2002B1M4,"[12.88, 12.99, 12.99]",,"LGA1150, LGA1151, LGA1155, LGA1156",12.9533333333,masscool-cpu-cooler-8w2002b1m4,20.0 - 34.0 ,34.0,20.0,800 - 2800 ,800.0,2800.0,No,0.0,,63.0
,700 - 1500 RPM,"5.71"" (145mm)",CPU Cooler,/product/7vphP6/thermalright-cpu-cooler-ts120m,No,Thermalright,,Thermalright TS-120M 53.3 CFM CPU Cooler,17.0 - 28.5 dbA,TS-120M,[28.99],,"AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1366, LGA2011, LGA2011-3, LGA775",28.99,thermalright-cpu-cooler-ts120m,17.0 - 28.5 ,28.5,17.0,700 - 1500 ,700.0,1500.0,No,0.0,,145.0
,1000 - 2000 RPM,"6.30"" (160mm)",CPU Cooler,/product/xYMFf7/thermaltake-cpu-cooler-clp0607,No,Thermaltake,,Thermaltake CLP0607 99.1 CFM CPU Cooler,20.0 - 39.9 dbA,CLP0607,[],,"AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1366, LGA2011, LGA2011-3, LGA775",0.0,thermaltake-cpu-cooler-clp0607,20.0 - 39.9 ,39.9,20.0,1000 - 2000 ,1000.0,2000.0,No,0.0,,160.0
