Cores,Data Width,Hyper-Threading,Includes CPU Cooler,Integrated Graphics,Kind,L1 Cache,L2 Cache,L3 Cache,Link,Lithography,Manufacturer,Max Turbo Frequency,Maximum Supported Memory,Model,Name,Operating Frequency,Part #,Prices,Socket,Thermal Design Power,TDP,opfreq,turbo,avg,cores,short_link
4,64-bit,No,No,Intel HD Graphics 530,CPU,4 x 32KB Instruction<br/>4 x 32KB Data,4 x 256KB,1 x 6MB,/product/kYH48d/intel-cpu-cm8066201920506,14.0,Intel,3.3GHz,64GB,Core i5-6400,Intel Core i5-6400 2.7GHz Quad-Core OEM/Tray Processor,2.7GHz,CM8066201920506,"[175.99, 192.89]",LGA1151,65 Watts,65.0,2700.0,3300.0,184.44,4,intel-cpu-cm8066201920506
2,64-bit,No,Yes,Intel HD Graphics,CPU,2 x 32KB Instruction<br/>2 x 32KB Data,2 x 256KB,1 x 3MB,/product/9vLypg/intel-cpu-bx80646g3460,22.0,Intel,,,Pentium G3460,Intel Pentium G3460 3.5GHz Dual-Core Processor,3.5GHz,BX80646G3460,"[81.83, 98.98, 91.47]",LGA1150,53 Watts,53.0,3500.0,0.0,90.76,2,intel-cpu-bx80646g3460
8,64-bit,Yes,No,No,CPU,8 x 32KB Instruction<br/>8 x 32KB Data,8 x 256KB,1 x 20MB,/product/srNp99/intel-cpu-bx80621e52660,32.0,Intel,3.0GHz,,Xeon E5-2660,Intel Xeon E5-2660 2.2GHz 8-Core Processor,2.2GHz,BX80621E52660,[],LGA2011,95 Watts,95.0,2200.0,3000.0,0.0,8,intel-cpu-bx80621e52660
12,64-bit,Yes,No,No,CPU,12 x 32KB Instruction<br/>12 x 32KB Data,12 x 256KB,1 x 30MB,/product/jnTrxr/intel-cpu-bx80644e52670v3,22.0,Intel,3.1GHz,,Xeon E5-2670 V3,Intel Xeon E5-2670 V3 2.3GHz 12-Core Processor,2.3GHz,BX80644E52670V3,"[1499.99, 1623.98]",LGA2011-3,120 Watts,120.0,2300.0,3100.0,1561.985,12,intel-cpu-bx80644e52670v3
4,64-bit,No,No,Intel HD Graphics P530,CPU,4 x 32KB Instruction<br/>4 x 32KB Data,4 x 256KB,1 x 8MB,/product/w9Nypg/intel-cpu-cm8066201935807,14.0,Intel,3.0GHz,64GB,Xeon E3-1235L V5,Intel Xeon E3-1235L V5 2.0GHz Quad-Core OEM/Tray Processor,2.0GHz,CM8066201935807,[],LGA1151,25 Watts,25.0,2000.0,3000.0,0.0,4,intel-cpu-cm8066201935807
2,64-bit,Yes,Yes,Intel HD Graphics 530,CPU,2 x 32KB Instruction<br/>2 x 32KB Data,2 x 256KB,1 x 4MB,/product/KWbkcf/intel-cpu-bx80662i36320,14.0,Intel,,64GB,Core i3-6320,Intel Core i3-6320 3.9GHz Dual-Core Processor,3.9GHz,BX80662I36320,"[158.89, 159.99, 159.99]",LGA1151,51 Watts,51.0,3900.0,0.0,159.623333333,2,intel-cpu-bx80662i36320
3,64-bit,No,No,No,CPU,3 x 64KB Instruction<br/>3 x 64KB Data,3 x 512KB,None,/product/qtDwrH/amd-cpu-adx440wfk32gm,45.0,AMD,,,Athlon II X3 440,AMD Athlon II X3 440 3.0GHz Triple-Core OEM/Tray Processor,3.0GHz,ADX440WFK32GM,[],AM3,95 Watts,95.0,3000.0,0.0,0.0,3,amd-cpu-adx440wfk32gm
18,64-bit,Yes,No,No,CPU,18 x 32KB Instruction<br/>18 x 32KB Data,18 x 256KB,1 x 45MB,/product/bBjWGX/intel-cpu-bx80660e52695v4,14.0,Intel,3.3GHz,1.5TB,Xeon E5-2695 V4,Intel Xeon E5-2695 V4 2.1GHz 18-Core Processor,2.1GHz,BX80660E52695V4,"[2269.99, 2399.89, 2549.99, 2554.97]",LGA2011-3,120 Watts,120.0,2100.0,3300.0,2443.71,18,intel-cpu-bx80660e52695v4
4,64-bit,Yes,No,Intel HD Graphics,CPU,4 x 32KB Instruction<br/>4 x 32KB Data,4 x 256KB,1 x 8MB,/product/wvLypg/intel-cpu-cm8064601467406,22.0,Intel,3.7GHz,,Xeon E3-1265L V3,Intel Xeon E3-1265L V3 2.5GHz Quad-Core OEM/Tray Processor,2.5GHz,CM8064601467406,[],LGA1150,45 Watts,45.0,2500.0,3700.0,0.0,4,intel-cpu-cm8064601467406
16,64-bit,Yes,No,No,CPU,16 x 32KB Instruction<br/>16 x 32KB Data,16 x 256KB,1 x 40MB,/product/sBDzK8/intel-cpu-cm8064401609800,22.0,Intel,3.6GHz,,Xeon E5-2698 V3,Intel Xeon E5-2698 V3 2.3GHz 16-Core OEM/Tray Processor,2.3GHz,CM8064401609800,"[2532.88, 3116.99]",LGA2011-3,135 Watts,135.0,2300.0,3600.0,2824.935,16,intel-cpu-cm8064401609800
4,64-bit,No,Yes,No,CPU,2 x 64KB Instruction<br/>4 x 16KB Data,2 x 2MB,None,/product/PrZQzy/amd-cpu-ad740xokhjbox,32.0,AMD,,,Athlon II X4 740,AMD Athlon X4 740 3.2GHz Quad-Core Processor,3.2GHz,AD740XOKHJBOX,[],FM2,65 Watts,65.0,3200.0,0.0,0.0,4,amd-cpu-ad740xokhjbox
4,64-bit,No,No,No,CPU,4 x 32KB Instruction<br/>4 x 32KB Data,4 x 256KB,1 x 8MB,/product/D9H323/intel-cpu-bv80605001911ap,45.0,Intel,,,Core i5-750,Intel Core i5-750 2.66GHz Quad-Core OEM/Tray Processor,2.66GHz,BV80605001911AP,[352.14],LGA1156,95 Watts,95.0,2660.0,0.0,352.14,4,intel-cpu-bv80605001911ap
8,64-bit,No,No,No,CPU,4 x 64KB Instruction<br/>8 x 16KB Data,4 x 2MB,2 x 8MB,/product/NHCwrH/amd-cpu-os6328wkt8ghkwof,32.0,AMD,3.8GHz,,Opteron 6328,AMD Opteron 6328 3.2GHz 8-Core Processor,3.2GHz,OS6328WKT8GHKWOF,"[544.99, 609.16, 649.99]",G34,115 Watts,115.0,3200.0,3800.0,601.38,8,amd-cpu-os6328wkt8ghkwof
3,64-bit,No,Yes,No,CPU,3 x 64KB Instruction<br/>3 x 64KB Data,3 x 512KB,1 x 6MB,/product/HyNp99/amd-cpu-hd705eocgibox,45.0,AMD,,,Phenom II X3 705e,AMD Phenom II X3 705e 2.5GHz Triple-Core Processor,2.5GHz,HD705EOCGIBOX,[189.95],AM3/AM2+,65 Watts,65.0,2500.0,0.0,189.95,3,amd-cpu-hd705eocgibox
2,64-bit,No,No,Intel HD Graphics 510,CPU,2 x 32KB Instruction<br/>2 x 32KB Data,2 x 256KB,1 x 3MB,/product/fJbkcf/intel-cpu-cm8066201927506,14.0,Intel,,64GB,Pentium G4400T,Intel Pentium G4400T 2.9GHz Dual-Core OEM/Tray Processor,2.9GHz,CM8066201927506,[],LGA1151,35 Watts,35.0,2900.0,0.0,0.0,2,intel-cpu-cm8066201927506
4,64-bit,Yes,Yes,No,CPU,4 x 32KB Instruction<br/>4 x 32KB Data,4 x 256KB,1 x 8MB,/product/JHXfrH/intel-cpu-bx80646e31230v3,22.0,Intel,3.7GHz,,Xeon E3-1230 V3,Intel Xeon E3-1230 V3 3.3GHz Quad-Core Processor,3.3GHz,BX80646E31230V3,[],LGA1150,80 Watts,80.0,3300.0,3700.0,0.0,4,intel-cpu-bx80646e31230v3
4,64-bit,Yes,No,No,CPU,4 x 32KB Instruction<br/>4 x 32KB Data,4 x 256KB,1 x 10MB,/product/RgBrxr/intel-xeon-e5-1620-v4-35ghz-quad-core-processor-bx80660e51620v4,14.0,Intel,3.8GHz,1.5TB,Xeon E5-1620 V4,Intel Xeon E5-1620 V4 3.5GHz Quad-Core Processor,3.5GHz,BX80660E51620V4,"[286.99, 305.99, 305.99]",LGA2011-3,140 Watts,140.0,3500.0,3800.0,299.656666667,4,intel-xeon-e5-1620-v4-35ghz-quad-core-processor-bx80660e51620v4
10,64-bit,Yes,No,No,CPU,10 x 32KB Instruction<br/>10 x 32KB Data,10 x 256KB,1 x 25MB,/product/T86BD3/intel-cpu-bx80635e52660v2,22.0,Intel,3.0GHz,,Xeon E5-2660 V2,Intel Xeon E5-2660 V2 2.2GHz 10-Core Processor,2.2GHz,BX80635E52660V2,[],LGA2011,95 Watts,95.0,2200.0,3000.0,0.0,10,intel-cpu-bx80635e52660v2
2,64-bit,No,Yes,No,CPU,2 x 32KB Instruction<br/>2 x 32KB Data,1 x 4MB,None,/product/nzrG3C/intel-cpu-bx80557e6850,65.0,Intel,,,Core 2 Duo E6850,Intel Core 2 Duo E6850 3.0GHz Dual-Core Processor,3.0GHz,BX80557E6850,[],LGA775,65 Watts,65.0,3000.0,0.0,0.0,2,intel-cpu-bx80557e6850
8,64-bit,No,No,No,CPU,4 x 64KB Instruction<br/>8 x 16KB Data,4 x 2MB,1 x 8MB,/product/wbbp99/amd-cpu-os4386wlu8khkwof,32.0,AMD,3.8GHz,,Opteron 4386,AMD Opteron 4386 3.1GHz 8-Core Processor,3.1GHz,OS4386WLU8KHKWOF,"[384.99, 395.23]",C32,95 Watts,95.0,3100.0,3800.0,390.11,8,amd-cpu-os4386wlu8khkwof
2,64-bit,No,Yes,Intel HD Graphics,CPU,2 x 32KB Instruction<br/>2 x 32KB Data,2 x 256KB,1 x 3MB,/product/VkZQzy/intel-cpu-bx80616g6950,32.0,Intel,,,Pentium G6950,Intel Pentium G6950 2.8GHz Dual-Core Processor,2.8GHz,BX80616G6950,[70.98],LGA1156,73 Watts,73.0,2800.0,0.0,70.98,2,intel-cpu-bx80616g6950
4,64-bit,Yes,No,No,CPU,4 x 32KB Instruction<br/>4 x 32KB Data,4 x 256KB,1 x 8MB,/product/NRTrxr/intel-cpu-cm8066201921903,14.0,Intel,3.9GHz,64GB,Xeon E3-1260L V5,Intel Xeon E3-1260L V5 2.9GHz Quad-Core OEM/Tray Processor,2.9GHz,CM8066201921903,[],LGA1151,45 Watts,45.0,2900.0,3900.0,0.0,4,intel-cpu-cm8066201921903
2,64-bit,No,No,Intel HD Graphics,CPU,2 x 32KB Instruction<br/>2 x 32KB Data,2 x 256KB,1 x 3MB,/product/LKH48d/intel-cpu-cm8064601482514,22.0,Intel,,,Pentium G3250,Intel Pentium G3250 3.2GHz Dual-Core OEM/Tray Processor,3.2GHz,CM8064601482514,[],LGA1150,53 Watts,53.0,3200.0,0.0,0.0,2,intel-cpu-cm8064601482514
4,64-bit,No,Yes,Intel HD Graphics 2500,CPU,4 x 32KB Instruction<br/>4 x 32KB Data,4 x 256KB,1 x 6MB,/product/6DBv6h/intel-cpu-bx80637i53340s,22.0,Intel,3.3GHz,,Core i5-3340S,Intel Core i5-3340S 2.8GHz Quad-Core Processor,2.8GHz,BX80637I53340S,[],LGA1155,65 Watts,65.0,2800.0,3300.0,0.0,4,intel-cpu-bx80637i53340s
4,64-bit,Yes,No,No,CPU,4 x 32KB Instruction<br/>4 x 32KB Data,4 x 256KB,1 x 8MB,/product/JGcMnQ/intel-cpu-cm8064601561513,22.0,Intel,,,Core i7-4790T,Intel Core i7-4790T 2.7GHz Quad-Core OEM/Tray Processor,2.7GHz,CM8064601561513,[339.0],LGA1150,45 Watts,45.0,2700.0,0.0,339.0,4,intel-cpu-cm8064601561513
2,64-bit,No,Yes,Intel HD Graphics,CPU,2 x 32KB Instruction<br/>2 x 32KB Data,2 x 256KB,1 x 2MB,/product/sG9KHx/intel-cpu-bx80637g1620,22.0,Intel,,,Celeron G1620,Intel Celeron G1620 2.7GHz Dual-Core Processor,2.7GHz,BX80637G1620,[39.99],LGA1155,55 Watts,55.0,2700.0,0.0,39.99,2,intel-cpu-bx80637g1620
3,64-bit,No,Yes,No,CPU,3 x 64KB Instruction<br/>3 x 64KB Data,3 x 512KB,None,/product/wJ3RsY/amd-cpu-adx460wfgmbox,45.0,AMD,,,Athlon II X3 460,AMD Athlon II X3 460 3.4GHz Triple-Core Processor,3.4GHz,ADX460WFGMBOX,[149.95],AM3/AM2+,95 Watts,95.0,3400.0,0.0,149.95,3,amd-cpu-adx460wfgmbox
4,64-bit,Yes,Yes,No,CPU,4 x 32KB Instruction<br/>4 x 32KB Data,4 x 256KB,1 x 8MB,/product/psR48d/intel-cpu-bx80646e31231v3,22.0,Intel,3.8GHz,,Xeon E3-1231 V3,Intel Xeon E3-1231 V3 3.4GHz Quad-Core Processor,3.4GHz,BX80646E31231V3,"[239.99, 241.0, 241.77, 249.99]",LGA1150,80 Watts,80.0,3400.0,3800.0,243.1875,4,intel-cpu-bx80646e31231v3
4,64-bit,No,Yes,No,CPU,4 x 64KB Instruction<br/>4 x 64KB Data,4 x 512KB,1 x 6MB,/product/3xvRsY/amd-cpu-hdz965fbgibox,45.0,AMD,,,Phenom II X4 965 Black,AMD Phenom II X4 965 Black 3.4GHz Quad-Core Processor,3.4GHz,HDZ965FBGIBOX,[],AM3/AM2+,140 Watts,140.0,3400.0,0.0,0.0,4,amd-cpu-hdz965fbgibox
2,64-bit,No,Yes,No,CPU,2 x 32KB Instruction<br/>2 x 32KB Data,1 x 2MB,None,/product/rKTmP6/intel-cpu-bx80571e6500,45.0,Intel,,,Pentium E6500,Intel Pentium E6500 2.93GHz Dual-Core Processor,2.93GHz,BX80571E6500,"[57.76, 145.0]",LGA775,65 Watts,65.0,2930.0,0.0,101.38,2,intel-cpu-bx80571e6500
4,64-bit,Yes,Yes,No,CPU,4 x 32KB Instruction<br/>4 x 32KB Data,4 x 256KB,1 x 8MB,/product/JcsKHx/intel-cpu-bx80605i7860s,45.0,Intel,,,Core i7-860S,Intel Core i7-860S 2.53GHz Quad-Core Processor,2.53GHz,BX80605I7860S,"[288.45, 425.0]",LGA1156,82 Watts,82.0,2530.0,0.0,356.725,4,intel-cpu-bx80605i7860s
4,64-bit,No,Yes,No,CPU,4 x 32KB Instruction<br/>4 x 32KB Data,2 x 6MB,None,/product/VjMFf7/intel-cpu-bx80569qx9650,45.0,Intel,,,Core 2 Extreme QX9650,Intel Core 2 Extreme QX9650 3.0GHz Quad-Core Processor,3.0GHz,BX80569QX9650,[1098.95],LGA775,130 Watts,130.0,3000.0,0.0,1098.95,4,intel-cpu-bx80569qx9650
10,64-bit,Yes,No,No,CPU,10 x 32KB Instruction<br/>10 x 32KB Data,10 x 256KB,1 x 25MB,/product/qgX2FT/intel-cpu-cm8064401613502,22.0,Intel,3.5GHz,,Xeon E5-2687W V3,Intel Xeon E5-2687W V3 3.1GHz 10-Core OEM/Tray Processor,3.1GHz,CM8064401613502,[2044.99],LGA2011-3,160 Watts,160.0,3100.0,3500.0,2044.99,10,intel-cpu-cm8064401613502
2,64-bit,No,Yes,Intel HD Graphics,CPU,2 x 32KB Instruction<br/>2 x 32KB Data,2 x 256KB,1 x 2MB,/product/yCH323/intel-cpu-bx80637g1610,22.0,Intel,,,Celeron G1610,Intel Celeron G1610 2.6GHz Dual-Core Processor,2.6GHz,BX80637G1610,[],LGA1155,55 Watts,55.0,2600.0,0.0,0.0,2,intel-cpu-bx80637g1610
2,64-bit,Yes,Yes,Intel HD Graphics 2500,CPU,2 x 32KB Instruction<br/>2 x 32KB Data,2 x 256KB,1 x 3MB,/product/TB2kcf/intel-cpu-bx80637i33250,22.0,Intel,,,Core i3-3250,Intel Core i3-3250 3.5GHz Dual-Core Processor,3.5GHz,BX80637I33250,[],LGA1155,55 Watts,55.0,3500.0,0.0,0.0,2,intel-cpu-bx80637i33250
2,64-bit,No,Yes,Intel HD Graphics,CPU,2 x 32KB Instruction<br/>2 x 32KB Data,2 x 256KB,1 x 2MB,/product/dHckcf/intel-cpu-bx80623g550,32.0,Intel,,,Pentium G550,Intel Pentium G550 2.6GHz Dual-Core Processor,2.6GHz,BX80623G550,[],LGA1155,65 Watts,65.0,2600.0,0.0,0.0,2,intel-cpu-bx80623g550
2,64-bit,Yes,Yes,Intel HD Graphics,CPU,2 x 32KB Instruction<br/>2 x 32KB Data,2 x 256KB,1 x 4MB,/product/nxvRsY/intel-cpu-bx80616i5661,32.0,Intel,,,Core i5-661,Intel Core i5-661 3.33GHz Dual-Core Processor,3.33GHz,BX80616I5661,[],LGA1156,87 Watts,87.0,3330.0,0.0,0.0,2,intel-cpu-bx80616i5661
4,64-bit,No,No,No,CPU,4 x 32KB Instruction<br/>4 x 32KB Data,4 x 256KB,1 x 10MB,/product/M72kcf/intel-cpu-cm8063501375902,22.0,Intel,,,Xeon E5-2603 V2,Intel Xeon E5-2603 V2 1.8GHz Quad-Core OEM/Tray Processor,1.8GHz,CM8063501375902,[196.99],LGA2011,80 Watts,80.0,1800.0,0.0,196.99,4,intel-cpu-cm8063501375902
4,64-bit,Yes,Yes,Intel HD Graphics 4600,CPU,4 x 32KB Instruction<br/>4 x 32KB Data,4 x 256KB,1 x 8MB,/product/sCNp99/intel-cpu-bx80646i74770,22.0,Intel,,,Core i7-4770,Intel Core i7-4770 3.4GHz Quad-Core Processor,3.4GHz,BX80646I74770,"[297.99, 318.0, 336.89, 333.99]",LGA1150,84 Watts,84.0,3400.0,0.0,321.7175,4,intel-cpu-bx80646i74770
2,64-bit,Yes,No,Intel HD Graphics 4000,CPU,2 x 32KB Instruction<br/>2 x 32KB Data,2 x 256KB,1 x 3MB,/product/3wR48d/intel-cpu-bx80637i33245,22.0,Intel,,,Core i3-3245,Intel Core i3-3245 3.4GHz Dual-Core Processor,3.4GHz,BX80637I33245,[115.0],LGA1155,55 Watts,55.0,3400.0,0.0,115.0,2,intel-cpu-bx80637i33245
2,64-bit,No,Yes,Intel HD Graphics,CPU,2 x 32KB Instruction<br/>2 x 32KB Data,2 x 256KB,1 x 2MB,/product/z2h9TW/intel-cpu-bx80637g1630,22.0,Intel,,,Celeron G1630,Intel Celeron G1630 2.8GHz Dual-Core Processor,2.8GHz,BX80637G1630,[59.99],LGA1155,55 Watts,55.0,2800.0,0.0,59.99,2,intel-cpu-bx80637g1630
1,64-bit,No,Yes,No,CPU,1 x 32KB Instruction<br/>1 x 32KB Data,1 x 512KB,None,/product/3Tfp99/intel-cpu-bx80557440,65.0,Intel,,,Celeron 440,Intel Celeron 440 2.0GHz Single-Core Processor,2.0GHz,BX80557440,"[40.0, 66.99]",LGA775,35 Watts,35.0,2000.0,0.0,53.495,1,intel-cpu-bx80557440
2,64-bit,No,Yes,No,CPU,2 x 64KB Instruction<br/>2 x 64KB Data,2 x 512KB,1 x 6MB,/product/VpvRsY/amd-cpu-hdx545wfgibox,45.0,AMD,,,Phenom II X2 545,AMD Phenom II X2 545 3.0GHz Dual-Core Processor,3.0GHz,HDX545WFGIBOX,[],AM3/AM2+,80 Watts,80.0,3000.0,0.0,0.0,2,amd-cpu-hdx545wfgibox
4,64-bit,No,Yes,No,CPU,4 x 32KB Instruction<br/>4 x 32KB Data,2 x 2MB,None,/product/j6fp99/intel-cpu-bx80580q8200,45.0,Intel,,,Core 2 Quad Q8200,Intel Core 2 Quad Q8200 2.33GHz Quad-Core Processor,2.33GHz,BX80580Q8200,[155.24],LGA775,95 Watts,95.0,2330.0,0.0,155.24,4,intel-cpu-bx80580q8200
2,64-bit,No,No,No,CPU,2 x 64KB Instruction<br/>2 x 64KB Data,2 x 512KB,1 x 6MB,/product/86zv6h/amd-cpu-hdx545wfk2dgi,45.0,AMD,,,Phenom II X2 545,AMD Phenom II X2 545 3.0GHz Dual-Core OEM/Tray Processor,3.0GHz,HDX545WFK2DGI,[39.95],AM3/AM2+,80 Watts,80.0,3000.0,0.0,39.95,2,amd-cpu-hdx545wfk2dgi
8,64-bit,Yes,No,No,CPU,8 x 32KB Instruction<br/>8 x 32KB Data,8 x 256KB,1 x 16MB,/product/xdZQzy/intel-cpu-bx80621e54620,32.0,Intel,2.6GHz,,Xeon E5-4620,Intel Xeon E5-4620 2.2GHz 8-Core Processor,2.2GHz,BX80621E54620,"[727.67, 1545.39]",LGA2011,95 Watts,95.0,2200.0,2600.0,1136.53,8,intel-cpu-bx80621e54620
2,64-bit,Yes,Yes,Intel HD Graphics,CPU,2 x 32KB Instruction<br/>2 x 32KB Data,2 x 256KB,1 x 4MB,/product/y8Bv6h/intel-cpu-bx80616i3560,32.0,Intel,,,Core i3-560,Intel Core i3-560 3.33GHz Dual-Core Processor,3.33GHz,BX80616I3560,[],LGA1156,73 Watts,73.0,3330.0,0.0,0.0,2,intel-cpu-bx80616i3560
4,64-bit,No,Yes,Radeon HD 8570D,CPU,2 x 64KB Instruction<br/>4 x 16KB Data,2 x 1MB,None,/product/nDtCmG/amd-cpu-ad6500okhlbox,32.0,AMD,,,A8-6500,AMD A8-6500 3.5GHz Quad-Core Processor,3.5GHz,AD6500OKHLBOX,[119.99],FM2,65 Watts,65.0,3500.0,0.0,119.99,4,amd-cpu-ad6500okhlbox
2,64-bit,No,Yes,No,CPU,2 x 32KB Instruction<br/>2 x 32KB Data,1 x 2MB,None,/product/3PkD4D/intel-cpu-bx80571e6300,45.0,Intel,,,Pentium E6300,Intel Pentium E6300 2.8GHz Dual-Core Processor,2.8GHz,BX80571E6300,"[54.99, 129.0]",LGA775,65 Watts,65.0,2800.0,0.0,91.995,2,intel-cpu-bx80571e6300
2,64-bit,No,Yes,Radeon HD 8240,CPU,2 x 32KB Instruction<br/>2 x 32KB Data,1 x 1MB,None,/product/tLvRsY/amd-cpu-sd2650jahmbox,28.0,AMD,,,2650,AMD 2650 1.45GHz Dual-Core Processor,1.45GHz,SD2650JAHMBOX,"[24.88, 39.88]",AM1,25 Watts,25.0,1450.0,0.0,32.38,2,amd-cpu-sd2650jahmbox
4,64-bit,No,Yes,No,CPU,4 x 32KB Instruction<br/>4 x 32KB Data,4 x 256KB,1 x 8MB,/product/sDvRsY/intel-cpu-bx80605i5750s,45.0,Intel,,,Core i5-750S,Intel Core i5-750S 2.4GHz Quad-Core Processor,2.4GHz,BX80605I5750S,[255.0],LGA1156,82 Watts,82.0,2400.0,0.0,255.0,4,intel-cpu-bx80605i5750s
2,64-bit,No,No,No,CPU,2 x 32KB Instruction<br/>2 x 32KB Data,1 x 1MB,None,/product/47bp99/intel-cpu-hh80557pg0491m,65.0,Intel,,,Pentium E2200,Intel Pentium E2200 2.2GHz Dual-Core OEM/Tray Processor,2.2GHz,HH80557PG0491M,[74.1],LGA775,65 Watts,65.0,2200.0,0.0,74.1,2,intel-cpu-hh80557pg0491m
2,64-bit,No,No,No,CPU,2 x 32KB Instruction<br/>2 x 32KB Data,1 x 2MB,None,/product/s2DwrH/intel-cpu-hh80557pg0332m,65.0,Intel,,,Core 2 Duo E4300,Intel Core 2 Duo E4300 1.8GHz Dual-Core OEM/Tray Processor,1.8GHz,HH80557PG0332M,[38.99],LGA775,65 Watts,65.0,1800.0,0.0,38.99,2,intel-cpu-hh80557pg0332m
2,64-bit,No,Yes,Intel HD Graphics,CPU,2 x 32KB Instruction<br/>2 x 32KB Data,23 x 256KB,1 x 2MB,/product/dfJwrH/intel-cpu-bx80646g1830,22.0,Intel,,,Celeron G1830,Intel Celeron G1830 2.8GHz Dual-Core Processor,2.8GHz,BX80646G1830,[58.81],LGA1150,53 Watts,53.0,2800.0,0.0,58.81,2,intel-cpu-bx80646g1830
8,64-bit,Yes,No,No,CPU,8 x 32KB Instruction<br/>8 x 32KB Data,8 x 256KB,1 x 25MB,/product/2Hdqqs/intel-cpu-bx80635e52687v2,22.0,Intel,4.0GHz,,Xeon E5-2687W V2,Intel Xeon E5-2687W V2 3.4GHz 8-Core Processor,3.4GHz,BX80635E52687V2,[],LGA2011,150 Watts,150.0,3400.0,4000.0,0.0,8,intel-cpu-bx80635e52687v2
4,64-bit,Yes,No,No,CPU,4 x 32KB Instruction<br/>4 x 32KB Data,4 x 256KB,1 x 8MB,/product/WCBv6h/intel-cpu-cm8063701098301,22.0,Intel,,,Xeon E3-1270 V2,Intel Xeon E3-1270 V2 3.5GHz Quad-Core OEM/Tray Processor,3.5GHz,CM8063701098301,[],LGA1155,69 Watts,69.0,3500.0,0.0,0.0,4,intel-cpu-cm8063701098301
2,64-bit,No,Yes,No,CPU,2 x 32KB Instruction<br/>2 x 32KB Data,1 x 512KB,None,/product/9MH323/intel-cpu-bx80557e1200,65.0,Intel,,,Celeron E1200,Intel Celeron E1200 1.6GHz Dual-Core Processor,1.6GHz,BX80557E1200,[65.0],LGA775,65 Watts,65.0,1600.0,0.0,65.0,2,intel-cpu-bx80557e1200
2,64-bit,No,No,No,CPU,2 x 32KB Instruction<br/>2 x 32KB Data,1 x 512KB,None,/product/xzrG3C/intel-cpu-hh80557pg049d,65.0,Intel,,,Celeron E1500,Intel Celeron E1500 2.2GHz Dual-Core OEM/Tray Processor,2.2GHz,HH80557PG049D,[],LGA775,65 Watts,65.0,2200.0,0.0,0.0,2,intel-cpu-hh80557pg049d
8,64-bit,No,No,No,CPU,4 x 64KB Instruction<br/>8 x 16KB Data,4 x 2MB,2 x 8MB,/product/sy4NnQ/amd-cpu-os6328wkt8ghk,32.0,AMD,3.8GHz,,Opteron 6328,AMD Opteron 6328 3.2GHz 8-Core OEM/Tray Processor,3.2GHz,OS6328WKT8GHK,[],G34,115 Watts,115.0,3200.0,3800.0,0.0,8,amd-cpu-os6328wkt8ghk
2,64-bit,No,No,No,CPU,2 x 32KB Instruction<br/>2 x 32KB Data,1 x 1MB,None,/product/DLNp99/intel-cpu-at80571rg0641ml,45.0,Intel,,,Celeron E3400,Intel Celeron E3400 2.6GHz Dual-Core OEM/Tray Processor,2.6GHz,AT80571RG0641ML,[],LGA775,65 Watts,65.0,2600.0,0.0,0.0,2,intel-cpu-at80571rg0641ml
6,64-bit,Yes,No,No,CPU,6 x 32KB Instruction<br/>6 x 32KB Data,6 x 256KB,1 x 15MB,/product/dn648d/intel-xeon-e5-1650-v4-36ghz-6-core-processor-bx80660e51650v4,14.0,Intel,4.0GHz,1.5TB,,Intel Xeon E5-1650 V4 3.6GHz 6-Core Processor,3.6GHz,BX80660E51650V4,"[601.99, 639.99, 653.69, 659.0]",LGA2011-3,140 Watts,140.0,3600.0,4000.0,638.6675,6,intel-xeon-e5-1650-v4-36ghz-6-core-processor-bx80660e51650v4
2,64-bit,No,Yes,No,CPU,2 x 32KB Instruction<br/>2 x 32KB Data,1 x 2MB,None,/product/vMH323/intel-cpu-bx80557e4600,65.0,Intel,,,Core 2 Duo E4600,Intel Core 2 Duo E4600 2.4GHz Dual-Core Processor,2.4GHz,BX80557E4600,[],LGA775,65 Watts,65.0,2400.0,0.0,0.0,2,intel-cpu-bx80557e4600
2,64-bit,No,No,No,CPU,2 x 32KB Instruction<br/>2 x 32KB Data,1 x 6MB,None,/product/p6fp99/intel-cpu-eu80570pj0736m,45.0,Intel,,,Core 2 Duo E8300,Intel Core 2 Duo E8300 2.83GHz Dual-Core OEM/Tray Processor,2.83GHz,EU80570PJ0736M,[],LGA775,65 Watts,65.0,2830.0,0.0,0.0,2,intel-cpu-eu80570pj0736m
4,64-bit,No,No,No,CPU,4 x 32KB Instruction<br/>4 x 32KB Data,2 x 2MB,None,/product/YvGkcf/intel-cpu-at80580pj0604mn,45.0,Intel,,,Core 2 Quad Q8300,Intel Core 2 Quad Q8300 2.5GHz Quad-Core OEM/Tray Processor,2.5GHz,AT80580PJ0604MN,[129.89],LGA775,95 Watts,95.0,2500.0,0.0,129.89,4,intel-cpu-at80580pj0604mn
2,64-bit,No,No,No,CPU,2 x 32KB Instruction<br/>2 x 32KB Data,1 x 4MB,None,/product/T2DwrH/intel-cpu-hh80557ph0774m,65.0,Intel,,,Core 2 Extreme X6800,Intel Core 2 Extreme X6800 2.93GHz Dual-Core OEM/Tray Processor,2.93GHz,HH80557PH0774M,[298.95],LGA775,75 Watts,75.0,2930.0,0.0,298.95,2,intel-cpu-hh80557ph0774m
