Cores,Data Width,Hyper-Threading,Includes CPU Cooler,Integrated Graphics,Kind,L1 Cache,L2 Cache,L3 Cache,Link,Lithography,Manufacturer,Max Turbo Frequency,Maximum Supported Memory,Model,Name,Operating Frequency,Part #,Prices,Socket,Thermal Design Power,TDP,opfreq,turbo,avg,cores,short_link
2,64-bit,No,No,Intel HD Graphics,CPU,2 x 32KB Instruction<br/>2 x 32KB Data,2 x 256KB,1 x 3MB,/product/G6M323/intel-cpu-cm8064601483718,22.0,Intel,,,Pentium G3250T,Intel Pentium G3250T 2.8GHz Dual-Core OEM/Tray Processor,2.8GHz,CM8064601483718,[],LGA1150,35 Watts,35.0,2800.0,0.0,0.0,2,intel-cpu-cm8064601483718
10,64-bit,Yes,No,No,CPU,10 x 32KB Instruction<br/>10 x 32KB Data,10 x 256KB,1 x 25MB,/product/RbtWGX/intel-cpu-cm8064401446117,22.0,Intel,3.3GHz,,Xeon E5-2660 V3,Intel Xeon E5-2660 V3 2.6GHz 10-Core OEM/Tray Processor,2.6GHz,CM8064401446117,"[1274.99, 1290.0]",LGA2011-3,105 Watts,105.0,2600.0,3300.0,1282.495,10,intel-cpu-cm8064401446117
2,64-bit,No,No,No,CPU,2 x 32KB Instruction<br/>2 x 32KB Data,1 x 4MB,None,/product/xwbp99/intel-cpu-hh80557ph0464m,65.0,Intel,,,Core 2 Duo E6420,Intel Core 2 Duo E6420 2.13GHz Dual-Core OEM/Tray Processor,2.13GHz,HH80557PH0464M,[],LGA775,65 Watts,65.0,2130.0,0.0,0.0,2,intel-cpu-hh80557ph0464m
4,64-bit,No,No,No,CPU,4 x 32KB Instruction<br/>4 x 32KB Data,4 x 256KB,1 x 10MB,/product/hL3RsY/intel-cpu-bx80621e52609,32.0,Intel,,,Xeon E5-2609,Intel Xeon E5-2609 2.4GHz Quad-Core Processor,2.4GHz,BX80621E52609,"[268.36, 291.79]",LGA2011,80 Watts,80.0,2400.0,0.0,280.075,4,intel-cpu-bx80621e52609
4,64-bit,Yes,Yes,Intel HD Graphics P4600,CPU,4 x 32KB Instruction<br/>4 x 32KB Data,4 x 256KB,1 x 8MB,/product/HDtCmG/intel-cpu-bx80646e31275v3,22.0,Intel,3.9GHz,,Xeon E3-1275 V3,Intel Xeon E3-1275 V3 3.5GHz Quad-Core Processor,3.5GHz,BX80646E31275V3,[],LGA1150,84 Watts,84.0,3500.0,3900.0,0.0,4,intel-cpu-bx80646e31275v3
4,64-bit,No,No,Radeon HD 8670D,CPU,2 x 64KB Instruction<br/>4 x 16KB Data,2 x 2MB,None,/product/tCBv6h/amd-cpu-ad679kwoa44hl,32.0,AMD,4.3GHz,,A10-6790K,AMD A10-6790K 4.0GHz Quad-Core OEM/Tray Processor,4.0GHz,AD679KWOA44HL,[],FM2,100 Watts,100.0,4000.0,4300.0,0.0,4,amd-cpu-ad679kwoa44hl
2,64-bit,Yes,Yes,Intel HD Graphics 530,CPU,2 x 32KB Instruction<br/>2 x 32KB Data,2 x 256KB,1 x 4MB,/product/gk648d/intel-cpu-bx80662i36300,14.0,Intel,,64GB,Core i3-6300,Intel Core i3-6300 3.8GHz Dual-Core Processor,3.8GHz,BX80662I36300,"[141.99, 149.89, 149.95, 149.95, 159.99]",LGA1151,51 Watts,51.0,3800.0,0.0,150.354,2,intel-cpu-bx80662i36300
4,64-bit,No,No,Radeon HD 8400,CPU,4 x 32KB Instruction<br/>4 x 32KB Data,1 x 2MB,None,/product/7Zg323/amd-cpu-ad5150jah44hm,28.0,AMD,,,5150,AMD 5150 1.6GHz Quad-Core OEM/Tray Processor,1.6GHz,AD5150JAH44HM,[],AM1,25 Watts,25.0,1600.0,0.0,0.0,4,amd-cpu-ad5150jah44hm
4,64-bit,Yes,No,Intel HD Graphics P530,CPU,4 x 32KB Instruction<br/>4 x 32KB Data,4 x 256KB,1 x 8MB,/product/f68H99/intel-cpu-cm8066201934909,14.0,Intel,4.0GHz,64GB,Xeon E3-1275 V5,Intel Xeon E3-1275 V5 3.6GHz Quad-Core OEM/Tray Processor,3.6GHz,CM8066201934909,[342.99],LGA1151,80 Watts,80.0,3600.0,4000.0,342.99,4,intel-cpu-cm8066201934909
2,64-bit,No,Yes,No,CPU,2 x 64KB Instruction<br/>2 x 64KB Data,2 x 1MB,None,/product/PpvRsY/amd-cpu-adx255ocgqbox,45.0,AMD,,,Athlon II X2 255,AMD Athlon II X2 255 3.1GHz Dual-Core Processor,3.1GHz,ADX255OCGQBOX,[],AM3/AM2+,65 Watts,65.0,3100.0,0.0,0.0,2,amd-cpu-adx255ocgqbox
2,64-bit,No,Yes,No,CPU,2 x 64KB Instruction<br/>2 x 64KB Data,2 x 1MB,None,/product/J3JwrH/amd-cpu-adx260ocgmbox,45.0,AMD,,,Athlon II X2 260,AMD Athlon II X2 260 3.2GHz Dual-Core Processor,3.2GHz,ADX260OCGMBOX,[],AM3/AM2+,65 Watts,65.0,3200.0,0.0,0.0,2,amd-cpu-adx260ocgmbox
1,64-bit,No,Yes,No,CPU,1 x 32KB Instruction<br/>1 x 32KB Data,1 x 512KB,None,/product/Xwbp99/intel-cpu-bx80557420r,65.0,Intel,,,Celeron 420,Intel Celeron 420 1.6GHz Single-Core Processor,1.6GHz,BX80557420R,[],LGA775,35 Watts,35.0,1600.0,0.0,0.0,1,intel-cpu-bx80557420r
1,64-bit,No,Yes,No,CPU,1 x 32KB Instruction<br/>1 x 32KB Data,1 x 512KB,None,/product/tDvRsY/intel-cpu-bx80557430,65.0,Intel,,,Celeron 430,Intel Celeron 430 1.8GHz Single-Core Processor,1.8GHz,BX80557430,[39.87],LGA775,35 Watts,35.0,1800.0,0.0,39.87,1,intel-cpu-bx80557430
1,64-bit,No,No,No,CPU,1 x 32KB Instruction<br/>1 x 32KB Data,1 x 512KB,None,/product/gMH323/intel-cpu-hh80557rg033512,65.0,Intel,,,Celeron 430,Intel Celeron 430 1.8GHz Single-Core OEM/Tray Processor,1.8GHz,HH80557RG033512,[],LGA775,35 Watts,35.0,1800.0,0.0,0.0,1,intel-cpu-hh80557rg033512
3,64-bit,No,Yes,No,CPU,3 x 64KB Instruction<br/>3 x 64KB Data,3 x 512KB,None,/product/Kt2kcf/amd-cpu-adx435wfgmbox,45.0,AMD,,,Athlon II X3 435,AMD Athlon II X3 435 2.9GHz Triple-Core Processor,2.9GHz,ADX435WFGMBOX,[],AM3/AM2+,95 Watts,95.0,2900.0,0.0,0.0,3,amd-cpu-adx435wfgmbox
3,64-bit,No,Yes,No,CPU,3 x 64KB Instruction<br/>3 x 64KB Data,3 x 512KB,None,/product/F2DwrH/amd-cpu-adx440wfgmbox,45.0,AMD,,,Athlon II X3 440,AMD Athlon II X3 440 3.0GHz Triple-Core Processor,3.0GHz,ADX440WFGMBOX,[],AM3/AM2+,95 Watts,95.0,3000.0,0.0,0.0,3,amd-cpu-adx440wfgmbox
1,64-bit,No,No,No,CPU,1 x 32KB Instruction<br/>1 x 32KB Data,1 x 512KB,None,/product/RWsKHx/intel-cpu-hh80557rg041512,65.0,Intel,,,Celeron 440,Intel Celeron 440 2.0GHz Single-Core OEM/Tray Processor,2.0GHz,HH80557RG041512,[],LGA775,35 Watts,35.0,2000.0,0.0,0.0,1,intel-cpu-hh80557rg041512
8,64-bit,Yes,No,No,CPU,8 x 32KB Instruction<br/>8 x 32KB Data,8 x 256KB,1 x 20MB,/product/XjZ2FT/intel-cpu-bx80660e52620v4,14.0,Intel,3.0GHz,1.5TB,Xeon E5-2620 V4,Intel Xeon E5-2620 V4 2.1GHz 8-Core Processor,2.1GHz,BX80660E52620V4,"[409.99, 421.0, 429.99, 429.99, 433.0]",LGA2011-3,85 Watts,85.0,2100.0,3000.0,424.794,8,intel-cpu-bx80660e52620v4
2,64-bit,No,Yes,No,CPU,2 x 64KB Instruction<br/>2 x 64KB Data,2 x 512KB,1 x 6MB,/product/8NV48d/amd-cpu-hdz550wfgibox,45.0,AMD,,,Phenom II X2 550 Black,AMD Phenom II X2 550 Black 3.1GHz Dual-Core Processor,3.1GHz,HDZ550WFGIBOX,[123.39],AM3/AM2+,80 Watts,80.0,3100.0,0.0,123.39,2,amd-cpu-hdz550wfgibox
4,64-bit,No,Yes,No,CPU,4 x 64KB Instruction<br/>4 x 64KB Data,4 x 512KB,None,/product/rF6BD3/amd-cpu-adx630wfgibox,45.0,AMD,,,Athlon II X4 630,AMD Athlon II X4 630 2.8GHz Quad-Core Processor,2.8GHz,ADX630WFGIBOX,[142.99],AM3/AM2+,95 Watts,95.0,2800.0,0.0,142.99,4,amd-cpu-adx630wfgibox
4,64-bit,No,Yes,No,CPU,4 x 64KB Instruction<br/>4 x 64KB Data,4 x 512KB,None,/product/bMH323/amd-cpu-adx635wfgmbox,45.0,AMD,,,Athlon II X4 635,AMD Athlon II X4 635 2.9GHz Quad-Core Processor,2.9GHz,ADX635WFGMBOX,[],AM3/AM2+,95 Watts,95.0,2900.0,0.0,0.0,4,amd-cpu-adx635wfgmbox
4,64-bit,No,Yes,No,CPU,4 x 64KB Instruction<br/>4 x 64KB Data,4 x 512KB,1 x 4MB,/product/zDvRsY/amd-cpu-hdx805wfgibox,45.0,AMD,,,Phenom II X4 805,AMD Phenom II X4 805 2.5GHz Quad-Core Processor,2.5GHz,HDX805WFGIBOX,[],AM3/AM2+,95 Watts,95.0,2500.0,0.0,0.0,4,amd-cpu-hdx805wfgibox
4,64-bit,No,Yes,No,CPU,4 x 64KB Instruction<br/>4 x 64KB Data,4 x 512KB,1 x 6MB,/product/ZYZQzy/amd-cpu-hdx920xcgibox,45.0,AMD,,,Phenom II X4 920,AMD Phenom II X4 920 2.8GHz Quad-Core Processor,2.8GHz,HDX920XCGIBOX,[89.99],AM3/AM2+,125 Watts,125.0,2800.0,0.0,89.99,4,amd-cpu-hdx920xcgibox
2,64-bit,No,Yes,No,CPU,2 x 64KB Instruction<br/>2 x 64KB Data,2 x 1MB,None,/product/DWsKHx/amd-cpu-ad240ehdgqbox,45.0,AMD,,,Athlon II X2 240e,AMD Athlon II X2 240e 2.8GHz Dual-Core Processor,2.8GHz,AD240EHDGQBOX,[],AM3/AM2+,45 Watts,45.0,2800.0,0.0,0.0,2,amd-cpu-ad240ehdgqbox
2,64-bit,No,No,No,CPU,2 x 64KB Instruction<br/>2 x 64KB Data,2 x 1MB,None,/product/sGFPxr/amd-cpu-ad260usck23gq,45.0,AMD,,,Athlon II X2 260u,AMD Athlon II X2 260u 1.8GHz Dual-Core OEM/Tray Processor,1.8GHz,AD260USCK23GQ,[],AM3/AM2+,25 Watts,25.0,1800.0,0.0,0.0,2,amd-cpu-ad260usck23gq
3,64-bit,No,Yes,No,CPU,3 x 64KB Instruction<br/>3 x 64KB Data,3 x 512KB,None,/product/yCQypg/amd-cpu-ad400ehdgibox,45.0,AMD,,,Athlon II X3 400e,AMD Athlon II X3 400e 2.2GHz Triple-Core Processor,2.2GHz,AD400EHDGIBOX,[],AM3/AM2+,45 Watts,45.0,2200.0,0.0,0.0,3,amd-cpu-ad400ehdgibox
3,64-bit,No,Yes,No,CPU,3 x 64KB Instruction<br/>3 x 64KB Data,3 x 512KB,None,/product/Jr8Zxr/amd-cpu-ad415ehdgmbox,45.0,AMD,,,Athlon II X3 415e,AMD Athlon II X3 415e 2.5GHz Triple-Core Processor,2.5GHz,AD415EHDGMBOX,[],AM3/AM2+,45 Watts,45.0,2500.0,0.0,0.0,3,amd-cpu-ad415ehdgmbox
4,64-bit,No,Yes,No,CPU,4 x 64KB Instruction<br/>4 x 64KB Data,4 x 512KB,None,/product/vJdqqs/amd-cpu-ad600ehdgibox,45.0,AMD,,,Athlon II X4 600e,AMD Athlon II X4 600e 2.2GHz Quad-Core Processor,2.2GHz,AD600EHDGIBOX,[],AM3/AM2+,45 Watts,45.0,2200.0,0.0,0.0,4,amd-cpu-ad600ehdgibox
4,64-bit,Yes,No,Intel HD Graphics 4600,CPU,4 x 32KB Instruction<br/>4 x 32KB Data,4 x 256KB,1 x 8MB,/product/zmyFf7/intel-cpu-bxf80646i74790k,22.0,Intel,4.4GHz,,Core i7-4790K,Intel Core i7-4790K 4.0GHz Quad-Core Processor,4.0GHz,BXF80646I74790K,"[364.98, 374.97, 369.99]",LGA1150,88 Watts,88.0,4000.0,4400.0,369.98,4,intel-cpu-bxf80646i74790k
4,64-bit,No,Yes,No,CPU,4 x 64KB Instruction<br/>4 x 64KB Data,4 x 512KB,None,/product/hHFPxr/amd-cpu-ad610edgmbox,45.0,AMD,,,Athlon II X4 610e,AMD Athlon II X4 610e 2.4GHz Quad-Core Processor,2.4GHz,AD610EDGMBOX,[],AM3/AM2+,45 Watts,45.0,2400.0,0.0,0.0,4,amd-cpu-ad610edgmbox
3,64-bit,No,Yes,No,CPU,3 x 64KB Instruction<br/>3 x 64KB Data,3 x 512KB,1 x 6MB,/product/tGFPxr/amd-cpu-hdz740wfgibox,45.0,AMD,,,Phenom II X3 740 Black,AMD Phenom II X3 740 Black 3.0GHz Triple-Core Processor,3.0GHz,HDZ740WFGIBOX,[],AM3/AM2+,95 Watts,95.0,3000.0,0.0,0.0,3,amd-cpu-hdz740wfgibox
4,64-bit,No,Yes,No,CPU,4 x 64KB Instruction<br/>4 x 64KB Data,4 x 512KB,1 x 6MB,/product/Kr8Zxr/amd-cpu-hdz940xcgibox,45.0,AMD,,,Phenom II X4 940 Black,AMD Phenom II X4 940 Black 3.0GHz Quad-Core Processor,3.0GHz,HDZ940XCGIBOX,[109.99],AM3/AM2+,125 Watts,125.0,3000.0,0.0,109.99,4,amd-cpu-hdz940xcgibox
2,64-bit,No,Yes,No,CPU,2 x 32KB Instruction<br/>2 x 32KB Data,1 x 512KB,None,/product/kNV48d/intel-cpu-bx80557e1600,65.0,Intel,,,Celeron E1600,Intel Celeron E1600 2.4GHz Dual-Core Processor,2.4GHz,BX80557E1600,[],LGA775,65 Watts,65.0,2400.0,0.0,0.0,2,intel-cpu-bx80557e1600
16,64-bit,No,No,No,CPU,8 x 64KB Instruction<br/>16 x 16KB Data,8 x 2MB,2 x 8MB,/product/D68H99/amd-cpu-os6378wktgghk,32.0,AMD,3.3GHz,,Opteron 6378,AMD Opteron 6378 2.4GHz 16-Core OEM/Tray Processor,2.4GHz,OS6378WKTGGHK,[],G34,115 Watts,115.0,2400.0,3300.0,0.0,16,amd-cpu-os6378wktgghk
12,64-bit,No,No,No,CPU,6 x 64KB Instruction<br/>12 x 16KB Data,6 x 2MB,2 x 8MB,/product/CfPzK8/amd-cpu-os6344wktcghk,32.0,AMD,3.2GHz,,Opteron 6344,AMD Opteron 6344 2.6GHz 12-Core OEM/Tray Processor,2.6GHz,OS6344WKTCGHK,[],G34,115 Watts,115.0,2600.0,3200.0,0.0,12,amd-cpu-os6344wktcghk
2,64-bit,No,No,No,CPU,2 x 32KB Instruction<br/>2 x 32KB Data,1 x 1MB,None,/product/BKTmP6/intel-cpu-80557e2180,65.0,Intel,,,Pentium E2180,Intel Pentium E2180 2.0GHz Dual-Core OEM/Tray Processor,2.0GHz,80557E2180,[],LGA775,65 Watts,65.0,2000.0,0.0,0.0,2,intel-cpu-80557e2180
2,64-bit,No,No,No,CPU,2 x 32KB Instruction<br/>2 x 32KB Data,1 x 1MB,None,/product/G8ckcf/intel-cpu-at80571rg0601ml,45.0,Intel,,,Celeron E3300,Intel Celeron E3300 2.5GHz Dual-Core OEM/Tray Processor,2.5GHz,AT80571RG0601ML,[],LGA775,65 Watts,65.0,2500.0,0.0,0.0,2,intel-cpu-at80571rg0601ml
2,64-bit,No,Yes,No,CPU,2 x 32KB Instruction<br/>2 x 32KB Data,1 x 1MB,None,/product/CxvRsY/intel-cpu-bx80571e3400,45.0,Intel,,,Celeron E3400,Intel Celeron E3400 2.6GHz Dual-Core Processor,2.6GHz,BX80571E3400,[39.99],LGA775,65 Watts,65.0,2600.0,0.0,39.99,2,intel-cpu-bx80571e3400
2,64-bit,No,No,No,CPU,2 x 32KB Instruction<br/>2 x 32KB Data,1 x 2MB,None,/product/X6fp99/intel-cpu-hh80557pg0562m,65.0,Intel,,,Core 2 Duo E4600,Intel Core 2 Duo E4600 2.4GHz Dual-Core OEM/Tray Processor,2.4GHz,HH80557PG0562M,[],LGA775,65 Watts,65.0,2400.0,0.0,0.0,2,intel-cpu-hh80557pg0562m
8,64-bit,No,Yes,No,CPU,4 x 64KB Instruction<br/>8 x 16KB Data,4 x 2MB,1 x 8MB,/product/ykphP6/amd-cpu-fd8350frhkbox,32.0,AMD,,,FX-8350,AMD FX-8350 4.0GHz 8-Core Processor,4.0GHz,FD8350FRHKBOX,"[148.6, 149.99, 153.33, 154.99, 149.99, 159.99, 169.89]",AM3+,125 Watts,125.0,4000.0,0.0,155.254285714,8,amd-cpu-fd8350frhkbox
4,64-bit,No,Yes,Intel HD Graphics 4600,CPU,4 x 32KB Instruction<br/>4 x 32KB Data,4 x 256KB,1 x 6MB,/product/Qs9KHx/intel-cpu-bx80646i54440,22.0,Intel,3.3GHz,,Core i5-4440,Intel Core i5-4440 3.1GHz Quad-Core Processor,3.1GHz,BX80646I54440,"[177.75, 177.89, 189.37, 198.0, 198.06]",LGA1150,84 Watts,84.0,3100.0,3300.0,188.214,4,intel-cpu-bx80646i54440
2,64-bit,No,No,No,CPU,2 x 32KB Instruction<br/>2 x 32KB Data,1 x 2MB,None,/product/HHFPxr/intel-cpu-at80571pg0642m,45.0,Intel,,,Pentium E5300,Intel Pentium E5300 2.6GHz Dual-Core OEM/Tray Processor,2.6GHz,AT80571PG0642M,[],LGA775,65 Watts,65.0,2600.0,0.0,0.0,2,intel-cpu-at80571pg0642m
2,64-bit,No,No,No,CPU,2 x 32KB Instruction<br/>2 x 32KB Data,1 x 2MB,None,/product/g6fp99/intel-cpu-at80571pg0682m,45.0,Intel,,,Pentium E5400,Intel Pentium E5400 2.7GHz Dual-Core OEM/Tray Processor,2.7GHz,AT80571PG0682M,[],LGA775,65 Watts,65.0,2700.0,0.0,0.0,2,intel-cpu-at80571pg0682m
2,64-bit,No,Yes,No,CPU,2 x 32KB Instruction<br/>2 x 32KB Data,1 x 2MB,None,/product/KjMFf7/intel-cpu-bx80571e5400,45.0,Intel,,,Pentium E5400,Intel Pentium E5400 2.7GHz Dual-Core Processor,2.7GHz,BX80571E5400,[53.0],LGA775,65 Watts,65.0,2700.0,0.0,53.0,2,intel-cpu-bx80571e5400
2,64-bit,No,No,No,CPU,2 x 32KB Instruction<br/>2 x 32KB Data,1 x 2MB,None,/product/Q4TmP6/intel-cpu-at80571pg0722ml,45.0,Intel,,,Pentium E5500,Intel Pentium E5500 2.8GHz Dual-Core OEM/Tray Processor,2.8GHz,AT80571PG0722ML,[],LGA775,65 Watts,65.0,2800.0,0.0,0.0,2,intel-cpu-at80571pg0722ml
2,64-bit,No,Yes,No,CPU,2 x 32KB Instruction<br/>2 x 32KB Data,1 x 2MB,None,/product/7V8Zxr/intel-cpu-bx805576400,65.0,Intel,,,Core 2 Duo E6400,Intel Core 2 Duo E6400 2.13GHz Dual-Core Processor,2.13GHz,BX805576400,[],LGA775,65 Watts,65.0,2130.0,0.0,0.0,2,intel-cpu-bx805576400
2,64-bit,No,Yes,No,CPU,2 x 32KB Instruction<br/>2 x 32KB Data,1 x 4MB,None,/product/8GFPxr/intel-cpu-bx80557e6420,65.0,Intel,,,Core 2 Duo E6420,Intel Core 2 Duo E6420 2.13GHz Dual-Core Processor,2.13GHz,BX80557E6420,[],LGA775,65 Watts,65.0,2130.0,0.0,0.0,2,intel-cpu-bx80557e6420
2,64-bit,No,Yes,No,CPU,2 x 32KB Instruction<br/>2 x 32KB Data,1 x 4MB,None,/product/WkZQzy/intel-cpu-bx80557e6550r,65.0,Intel,,,Core 2 Duo E6550,Intel Core 2 Duo E6550 2.33GHz Dual-Core Processor,2.33GHz,BX80557E6550R,[],LGA775,65 Watts,65.0,2330.0,0.0,0.0,2,intel-cpu-bx80557e6550r
2,64-bit,No,Yes,No,CPU,2 x 32KB Instruction<br/>2 x 32KB Data,1 x 4MB,None,/product/TKTmP6/intel-cpu-bx805576700,65.0,Intel,,,Core 2 Duo E6700,Intel Core 2 Duo E6700 2.66GHz Dual-Core Processor,2.66GHz,BX805576700,[],LGA775,65 Watts,65.0,2660.0,0.0,0.0,2,intel-cpu-bx805576700
2,64-bit,No,Yes,No,CPU,2 x 32KB Instruction<br/>2 x 32KB Data,1 x 4MB,None,/product/ZpvRsY/intel-cpu-bx80557e6700,65.0,Intel,,,Core 2 Duo E6700,Intel Core 2 Duo E6700 2.66GHz Dual-Core Processor,2.66GHz,BX80557E6700,[],LGA775,65 Watts,65.0,2660.0,0.0,0.0,2,intel-cpu-bx80557e6700
2,64-bit,No,No,No,CPU,2 x 32KB Instruction<br/>2 x 32KB Data,1 x 3MB,None,/product/GQQypg/intel-cpu-eu80571ph0613m,45.0,Intel,,,Core 2 Duo E7200,Intel Core 2 Duo E7200 2.53GHz Dual-Core OEM/Tray Processor,2.53GHz,EU80571PH0613M,[],LGA775,65 Watts,65.0,2530.0,0.0,0.0,2,intel-cpu-eu80571ph0613m
2,64-bit,Yes,Yes,Intel HD Graphics 4400,CPU,2 x 32KB Instruction<br/>2 x 32KB Data,2 x 256KB,1 x 3MB,/product/XVtCmG/intel-cpu-bx80646i34160,22.0,Intel,,,Core i3-4160,Intel Core i3-4160 3.6GHz Dual-Core Processor,3.6GHz,BX80646I34160,"[108.99, 119.88, 119.99]",LGA1150,54 Watts,54.0,3600.0,0.0,116.286666667,2,intel-cpu-bx80646i34160
2,64-bit,No,No,No,CPU,2 x 32KB Instruction<br/>2 x 32KB Data,1 x 3MB,None,/product/CTfp99/intel-cpu-at80571ph0723ml,45.0,Intel,,,Core 2 Duo E7400,Intel Core 2 Duo E7400 2.8GHz Dual-Core OEM/Tray Processor,2.8GHz,AT80571PH0723ML,[],LGA775,65 Watts,65.0,2800.0,0.0,0.0,2,intel-cpu-at80571ph0723ml
2,64-bit,No,No,No,CPU,2 x 32KB Instruction<br/>2 x 32KB Data,1 x 3MB,None,/product/PCQypg/intel-cpu-at80571ph0833ml,45.0,Intel,,,Core 2 Duo E7600,Intel Core 2 Duo E7600 3.06GHz Dual-Core OEM/Tray Processor,3.06GHz,AT80571PH0833ML,"[106.99, 109.95]",LGA775,65 Watts,65.0,3060.0,0.0,108.47,2,intel-cpu-at80571ph0833ml
2,64-bit,No,Yes,No,CPU,2 x 32KB Instruction<br/>2 x 32KB Data,1 x 3MB,None,/product/JKTmP6/intel-cpu-bx80571e7600,45.0,Intel,,,Core 2 Duo E7600,Intel Core 2 Duo E7600 3.06GHz Dual-Core Processor,3.06GHz,BX80571E7600,[149.95],LGA775,65 Watts,65.0,3060.0,0.0,149.95,2,intel-cpu-bx80571e7600
2,64-bit,No,Yes,No,CPU,2 x 32KB Instruction<br/>2 x 32KB Data,1 x 6MB,None,/product/hfLypg/intel-cpu-bx80570e8200a,45.0,Intel,,,Core 2 Duo E8200,Intel Core 2 Duo E8200 2.66GHz Dual-Core Processor,2.66GHz,BX80570E8200A,[],LGA775,65 Watts,65.0,2660.0,0.0,0.0,2,intel-cpu-bx80570e8200a
2,64-bit,No,No,No,CPU,4 x 32KB Instruction<br/>4 x 32KB Data,1 x 6MB,None,/product/QkZQzy/intel-cpu-at80570pj0876m,45.0,Intel,,,Core 2 Duo E8500,Intel Core 2 Duo E8500 3.16GHz Dual-Core OEM/Tray Processor,3.16GHz,AT80570PJ0876M,[],LGA775,65 Watts,65.0,3160.0,0.0,0.0,2,intel-cpu-at80570pj0876m
2,64-bit,No,Yes,No,CPU,4 x 32KB Instruction<br/>4 x 32KB Data,1 x 6MB,None,/product/FvGkcf/intel-cpu-bx80570e8500,45.0,Intel,,,Core 2 Duo E8500,Intel Core 2 Duo E8500 3.16GHz Dual-Core Processor,3.16GHz,BX80570E8500,[255.0],LGA775,65 Watts,65.0,3160.0,0.0,255.0,2,intel-cpu-bx80570e8500
2,64-bit,No,Yes,No,CPU,2 x 32KB Instruction<br/>2 x 32KB Data,1 x 6MB,None,/product/7QQypg/intel-cpu-bx80570e8600,45.0,Intel,,,Core 2 Duo E8600,Intel Core 2 Duo E8600 3.33GHz Dual-Core Processor,3.33GHz,BX80570E8600,[],LGA775,65 Watts,65.0,3330.0,0.0,0.0,2,intel-cpu-bx80570e8600
4,64-bit,No,No,No,CPU,4 x 32KB Instruction<br/>4 x 32KB Data,4 x 256KB,1 x 8MB,/product/c8ckcf/intel-cpu-bv80605003213ah,45.0,Intel,,,Core i5-750S,Intel Core i5-750S 2.4GHz Quad-Core OEM/Tray Processor,2.4GHz,BV80605003213AH,[],LGA1156,82 Watts,82.0,2400.0,0.0,0.0,4,intel-cpu-bv80605003213ah
4,64-bit,Yes,Yes,No,CPU,4 x 32KB Instruction<br/>4 x 32KB Data,4 x 256KB,1 x 8MB,/product/dZmLrH/intel-cpu-bx80605i7860,45.0,Intel,,,Core i7-860,Intel Core i7-860 2.8GHz Quad-Core Processor,2.8GHz,BX80605I7860,"[319.99, 339.99]",LGA1156,95 Watts,95.0,2800.0,0.0,329.99,4,intel-cpu-bx80605i7860
4,64-bit,Yes,No,No,CPU,4 x 32KB Instruction<br/>4 x 32KB Data,4 x 256KB,1 x 8MB,/product/PZmLrH/intel-cpu-bv80605003210ad,45.0,Intel,,,Core i7-860S,Intel Core i7-860S 2.53GHz Quad-Core OEM/Tray Processor,2.53GHz,BV80605003210AD,[],LGA1156,82 Watts,82.0,2530.0,0.0,0.0,4,intel-cpu-bv80605003210ad
2,64-bit,No,Yes,Radeon HD 7540D,CPU,1 x 64KB Instruction<br/>2 x 16KB Data,1 x 1MB,None,/product/qYsKHx/amd-cpu-ad540kokhjbox,32.0,AMD,,,A6-5400K,AMD A6-5400K 3.6GHz Dual-Core Processor,3.6GHz,AD540KOKHJBOX,"[34.99, 36.88, 36.99, 38.33, 39.97, 41.99, 44.49, 45.99]",FM2,65 Watts,65.0,3600.0,0.0,39.95375,2,amd-cpu-ad540kokhjbox
4,64-bit,Yes,No,No,CPU,4 x 32KB Instruction<br/>4 x 32KB Data,4 x 256KB,1 x 8MB,/product/KvGkcf/intel-cpu-at80601000921aa,45.0,Intel,,,Core i7-940,Intel Core i7-940 2.93GHz Quad-Core OEM/Tray Processor,2.93GHz,AT80601000921AA,[],LGA1366,130 Watts,130.0,2930.0,0.0,0.0,4,intel-cpu-at80601000921aa
4,64-bit,Yes,Yes,No,CPU,4 x 32KB Instruction<br/>4 x 32KB Data,4 x 256KB,1 x 8MB,/product/8pvRsY/intel-cpu-bx80601975,45.0,Intel,,,Core i7 Extreme i7-975,Intel Core i7-975 Extreme Edition 3.33GHz Quad-Core Processor,3.33GHz,BX80601975,[],LGA1366,130 Watts,130.0,3330.0,0.0,0.0,4,intel-cpu-bx80601975
2,64-bit,No,Yes,Intel HD Graphics,CPU,2 x 32KB Instruction<br/>2 x 32KB Data,2 x 256KB,1 x 3MB,/product/tyn2FT/intel-cpu-bx80623g850,32.0,Intel,,,Pentium G850,Intel Pentium G850 2.9GHz Dual-Core Processor,2.9GHz,BX80623G850,[],LGA1155,65 Watts,65.0,2900.0,0.0,0.0,2,intel-cpu-bx80623g850
1,64-bit,No,No,No,CPU,1 x 64KB Instruction<br/>1 x 64KB Data,1 x 512KB,None,/product/FnR48d/amd-cpu-sdx130hbk12gq,45.0,AMD,,,Sempron 130,AMD Sempron 130 2.6GHz Single-Core OEM/Tray Processor,2.6GHz,SDX130HBK12GQ,[],AM3/AM2+,45 Watts,45.0,2600.0,0.0,0.0,1,amd-cpu-sdx130hbk12gq
