CAS Latency,Color,ECC,Heat Spreader,Kind,Link,Manufacturer,Model,Name,Part #,Price/GB,Prices,Registered,Size,Speed,Timing,Type,Voltage,avg,short_link,CAS,ppgb,is_ddr4,ddr3_speed,ddr4_speed,ddr_speed,dimm,size_gb,mod_count,mod_size,voltage
15,Black/Gold,No,Yes,Memory,/product/MTWrxr/team-memory-tpd48gm2133hc15dc01,Team,,Team Elite Plus 8GB (2 x 4GB) DDR4-2133 Memory,TPD48GM2133HC15DC01,,[],No,8GB (2 x 4GB),DDR4-2133,,288-pin DIMM,1.2V,0.0,team-memory-tpd48gm2133hc15dc01,15,0.0,True,,2133.0,2133,288,8.0,2.0,4.0,1.2
15,Black/Red,No,Yes,Memory,/product/3G38TW/gskill-memory-f42400c15q16grr2,G.Skill,,G.Skill Ripjaws 4 series 16GB (4 x 4GB) DDR4-2400 Memory,F4-2400C15Q-16GRR2,,[],No,16GB (4 x 4GB),DDR4-2400,,288-pin DIMM,1.2V,0.0,gskill-memory-f42400c15q16grr2,15,0.0,True,,2400.0,2400,288,16.0,4.0,4.0,1.2
9,Green,No,No,Memory,/product/BdkD4D/gskill-memory-f31333c9s8gsa,G.Skill,,G.Skill 8GB (1 x 8GB) DDR3-1333 Memory,F3-1333C9S-8GSA,$6.25,"[49.97, 50.99]",No,8GB (1 x 8GB),DDR3-1333,,204-pin SODIMM,1.5V,50.48,gskill-memory-f31333c9s8gsa,9,6.25,False,1333.0,,1333,204,8.0,1.0,8.0,1.5
15,Black/Red,No,Yes,Memory,/product/9dnG3C/gskill-memory-f42133c15q32grr2,G.Skill,,G.Skill Ripjaws 4 series 32GB (4 x 8GB) DDR4-2133 Memory,F4-2133C15Q-32GRR2,,[],No,32GB (4 x 8GB),DDR4-2133,,288-pin DIMM,1.2V,0.0,gskill-memory-f42133c15q32grr2,15,0.0,True,,2133.0,2133,288,32.0,4.0,8.0,1.2
11,Black,No,Yes,Memory,/product/BYkD4D/kingston-memory-khx21c11t3k432x,Kingston,,Kingston Beast 32GB (4 x 8GB) DDR3-2133 Memory,KHX21C11T3K4/32X,,[],No,32GB (4 x 8GB),DDR3-2133,,240-pin DIMM,1.65V,0.0,kingston-memory-khx21c11t3k432x,11,0.0,False,2133.0,,2133,240,32.0,4.0,8.0,1.65
9,Black/Gold,No,Yes,Memory,/product/26tCmG/ocz-memory-ocz3g1333lv4g,OCZ,,OCZ Gold 4GB (1 x 4GB) DDR3-1333 Memory,OCZ3G1333LV4G,,[],No,4GB (1 x 4GB),DDR3-1333,,240-pin DIMM,1.65V,0.0,ocz-memory-ocz3g1333lv4g,9,0.0,False,1333.0,,1333,240,4.0,1.0,4.0,1.65
8,Black/Silver,No,Yes,Memory,/product/sLmLrH/patriot-memory-px34g1600ll,Patriot,,Patriot Viper Xtreme 4GB (1 x 4GB) DDR3-1600 Memory,PX34G1600LL,,[],No,4GB (1 x 4GB),DDR3-1600,,240-pin DIMM,1.65V,0.0,patriot-memory-px34g1600ll,8,0.0,False,1600.0,,1600,240,4.0,1.0,4.0,1.65
7,Black/Red,No,Yes,Memory,/product/zQH323/gskill-memory-f312800cl7t224gbsrd,G.Skill,,G.Skill Sniper Gaming Series+ Turbulence 24GB (6 x 4GB) DDR3-1600 Memory,F3-12800CL7T2-24GBSRD,,[],No,24GB (6 x 4GB),DDR3-1600,,240-pin DIMM,1.6V,0.0,gskill-memory-f312800cl7t224gbsrd,7,0.0,False,1600.0,,1600,240,24.0,6.0,4.0,1.6
10,Black,No,Yes,Memory,/product/sBkD4D/kingston-memory-khx18c10t3k216x,Kingston,,Kingston Beast 16GB (2 x 8GB) DDR3-1866 Memory,KHX18C10T3K2/16X,,[],No,16GB (2 x 8GB),DDR3-1866,,240-pin DIMM,1.5V,0.0,kingston-memory-khx18c10t3k216x,10,0.0,False,1866.0,,1866,240,16.0,2.0,8.0,1.5
11,Black,No,Yes,Memory,/product/yR7wrH/kingston-memory-khx21c11t3k216x,Kingston,,Kingston Beast 16GB (2 x 8GB) DDR3-2133 Memory,KHX21C11T3K2/16X,,[],No,16GB (2 x 8GB),DDR3-2133,,240-pin DIMM,1.6V,0.0,kingston-memory-khx21c11t3k216x,11,0.0,False,2133.0,,2133,240,16.0,2.0,8.0,1.6
11,Black,No,Yes,Memory,/product/vCH323/kingston-memory-khx21c11t3k28x,Kingston,,Kingston Beast 8GB (2 x 4GB) DDR3-2133 Memory,KHX21C11T3K2/8X,,[],No,8GB (2 x 4GB),DDR3-2133,,240-pin DIMM,1.6V,0.0,kingston-memory-khx21c11t3k28x,11,0.0,False,2133.0,,2133,240,8.0,2.0,4.0,1.6
11,Black/Green,No,Yes,Memory,/product/R6JwrH/a-data-memory-ax3u2400gw8g11dg2,ADATA,,ADATA XPG Gaming Series v2.0 16GB (2 x 8GB) DDR3-2400 Memory,AX3U2400GW8G11-DG2,,[],No,16GB (2 x 8GB),DDR3-2400,,240-pin DIMM,1.65V,0.0,a-data-memory-ax3u2400gw8g11dg2,11,0.0,False,2400.0,,2400,240,16.0,2.0,8.0,1.65
9,Black/Silver,No,Yes,Memory,/product/V8Trxr/crucial-memory-blt2kit4g3d1869dt2tx,Crucial,,Crucial Ballistix Tactical Tracer 8GB (2 x 4GB) DDR3-1866 Memory,BLT2KIT4G3D1869DT2TX,,[],No,8GB (2 x 4GB),DDR3-1866,,240-pin DIMM,1.5V,0.0,crucial-memory-blt2kit4g3d1869dt2tx,9,0.0,False,1866.0,,1866,240,8.0,2.0,4.0,1.5
10,Black/Red,No,Yes,Memory,/product/wZMFf7/gskill-memory-f31866c10q32gxl,G.Skill,,G.Skill Ripjaws X Series 32GB (4 x 8GB) DDR3-1866 Memory,F3-1866C10Q-32GXL,$6.19,[197.99],No,32GB (4 x 8GB),DDR3-1866,,240-pin DIMM,1.5V,197.99,gskill-memory-f31866c10q32gxl,10,6.19,False,1866.0,,1866,240,32.0,4.0,8.0,1.5
9,Blue/Silver,No,Yes,Memory,/product/XNdqqs/kingston-memory-khx16c9b1bk24,Kingston,,Kingston Black Series 4GB (2 x 2GB) DDR3-1600 Memory,KHX16C9B1BK2/4,,[],No,4GB (2 x 2GB),DDR3-1600,,240-pin DIMM,1.65V,0.0,kingston-memory-khx16c9b1bk24,9,0.0,False,1600.0,,1600,240,4.0,2.0,2.0,1.65
11,Black/Red,No,Yes,Memory,/product/R8DwrH/gskill-memory-f32800c11q16gtxdg,G.Skill,,G.Skill Trident X Series 16GB (4 x 4GB) DDR3-2800 Memory,F3-2800C11Q-16GTXDG,,[],No,16GB (4 x 4GB),DDR3-2800,,240-pin DIMM,1.65V,0.0,gskill-memory-f32800c11q16gtxdg,11,0.0,False,2800.0,,2800,240,16.0,4.0,4.0,1.65
8,Black/Yellow,No,Yes,Memory,/product/Wqqbt6/crucial-memory-blt2kit8g3d1608dt1tx,Crucial,,Crucial Ballistix 16GB (2 x 8GB) DDR3-1600 Memory,BLT2KIT8G3D1608DT1TX,,[],No,16GB (2 x 8GB),DDR3-1600,,240-pin DIMM,1.5V,0.0,crucial-memory-blt2kit8g3d1608dt1tx,8,0.0,False,1600.0,,1600,240,16.0,2.0,8.0,1.5
8,Black/Yellow,No,Yes,Memory,/product/3YcMnQ/crucial-memory-blt3kit4g3d1608dt1tx,Crucial,,Crucial Ballistix 12GB (3 x 4GB) DDR3-1600 Memory,BLT3KIT4G3D1608DT1TX,,[],No,12GB (3 x 4GB),DDR3-1600,,240-pin DIMM,1.5V,0.0,crucial-memory-blt3kit4g3d1608dt1tx,8,0.0,False,1600.0,,1600,240,12.0,3.0,4.0,1.5
11,Black/Green,No,No,Memory,/product/RNXfrH/v7-memory-v73t8gnajki,V7,,V7 8GB (1 x 8GB) DDR3-1600 Memory,V73T8GNAJKI,$5.77,[46.16],No,8GB (1 x 8GB),DDR3-1600,,240-pin DIMM,1.5V,46.16,v7-memory-v73t8gnajki,11,5.77,False,1600.0,,1600,240,8.0,1.0,8.0,1.5
11,Green,Yes,No,Memory,/product/6cW9TW/kingston-memory-kvr16r11d84hc,Kingston,,Kingston 4GB (1 x 4GB) Registered DDR3-1600 Memory,KVR16R11D8/4HC,,[],Yes,4GB (1 x 4GB),DDR3-1600,,240-pin DIMM,1.5V,0.0,kingston-memory-kvr16r11d84hc,11,0.0,False,1600.0,,1600,240,4.0,1.0,4.0,1.5
12,Black/Blue,No,Yes,Memory,/product/JRkwrH/pny-memory-md16gk4d3266612axbz,PNY,,PNY Anarchy X 16GB (4 x 4GB) DDR3-2666 Memory,MD16GK4D3266612AXB-Z,,[],No,16GB (4 x 4GB),DDR3-2666,,240-pin DIMM,1.65V,0.0,pny-memory-md16gk4d3266612axbz,12,0.0,False,2666.0,,2666,240,16.0,4.0,4.0,1.65
11,Black/Red,No,Yes,Memory,/product/hBZ2FT/pny-memory-md32gk4d3240011axr,PNY,,PNY Anarchy X 32GB (4 x 8GB) DDR3-2400 Memory,MD32GK4D3240011AXR,,[],No,32GB (4 x 8GB),DDR3-2400,,240-pin DIMM,1.65V,0.0,pny-memory-md32gk4d3240011axr,11,0.0,False,2400.0,,2400,240,32.0,4.0,8.0,1.65
10,Black/Blue,No,Yes,Memory,/product/HrVBD3/pny-memory-md16gk4d3186610abz,PNY,,PNY Anarchy 16GB (4 x 4GB) DDR3-1866 Memory,MD16GK4D3186610AB-Z,,[],No,16GB (4 x 4GB),DDR3-1866,,240-pin DIMM,1.5V,0.0,pny-memory-md16gk4d3186610abz,10,0.0,False,1866.0,,1866,240,16.0,4.0,4.0,1.5
9,Black/Red,No,Yes,Memory,/product/7n7CmG/pny-memory-md8gsd316009ar,PNY,,PNY Anarchy 8GB (1 x 8GB) DDR3-1600 Memory,MD8GSD316009AR,,[],No,8GB (1 x 8GB),DDR3-1600,,240-pin DIMM,1.5V,0.0,pny-memory-md8gsd316009ar,9,0.0,False,1600.0,,1600,240,8.0,1.0,8.0,1.5
15,Black/Blue,No,Yes,Memory,/product/RRkwrH/pny-memory-md16gk4d4240015ab,PNY,,PNY Anarchy 16GB (4 x 4GB) DDR4-2400 Memory,MD16GK4D4240015AB,$6.15,[89.99],No,16GB (4 x 4GB),DDR4-2400,,288-pin DIMM,1.2V,89.99,pny-memory-md16gk4d4240015ab,15,6.15,True,,2400.0,2400,288,16.0,4.0,4.0,1.2
10,Black/Red,No,Yes,Memory,/product/zGcMnQ/pny-memory-md8gk2d3186610arz,PNY,,PNY Anarchy 8GB (2 x 4GB) DDR3-1866 Memory,MD8GK2D3186610AR-Z,,[],No,8GB (2 x 4GB),DDR3-1866,,240-pin DIMM,1.5V,0.0,pny-memory-md8gk2d3186610arz,10,0.0,False,1866.0,,1866,240,8.0,2.0,4.0,1.5
9,Black/Red,No,Yes,Memory,/product/Y8M323/pny-memory-md8gk2d316009arz,PNY,,PNY Anarchy 8GB (2 x 4GB) DDR3-1600 Memory,MD8GK2D316009AR-Z,,[],No,8GB (2 x 4GB),DDR3-1600,,240-pin DIMM,1.5V,0.0,pny-memory-md8gk2d316009arz,9,0.0,False,1600.0,,1600,240,8.0,2.0,4.0,1.5
15,Black/Blue,No,Yes,Memory,/product/Gtp323/pny-memory-md16gk4d4213315ab,PNY,,PNY Anarchy 16GB (4 x 4GB) DDR4-2133 Memory,MD16GK4D4213315AB,,[],No,16GB (4 x 4GB),DDR4-2133,,288-pin DIMM,1.2V,0.0,pny-memory-md16gk4d4213315ab,15,0.0,True,,2133.0,2133,288,16.0,4.0,4.0,1.2
10,Black/Blue,No,Yes,Memory,/product/M27CmG/pny-memory-md32gk4d3213310ab,PNY,,PNY Anarchy 32GB (4 x 8GB) DDR3-2133 Memory,MD32GK4D3213310AB,,[],No,32GB (4 x 8GB),DDR3-2133,,240-pin DIMM,1.6V,0.0,pny-memory-md32gk4d3213310ab,10,0.0,False,2133.0,,2133,240,32.0,4.0,8.0,1.6
9,Black/Red,No,Yes,Memory,/product/Df98TW/pny-memory-md16gk2d316009armd16,PNY,,PNY Anarchy 16GB (2 x 8GB) DDR3-1600 Memory,MD16GK2D316009ARMD16,,[],No,16GB (2 x 8GB),DDR3-1600,,240-pin DIMM,1.5V,0.0,pny-memory-md16gk2d316009armd16,9,0.0,False,1600.0,,1600,240,16.0,2.0,8.0,1.5
12,Black/Red,No,Yes,Memory,/product/Jq38TW/pny-memory-md8gk2d3280012axrz,PNY,,PNY Anarchy X 8GB (2 x 4GB) DDR3-2800 Memory,MD8GK2D3280012AXR-Z,,[],No,8GB (2 x 4GB),DDR3-2800,,240-pin DIMM,1.65V,0.0,pny-memory-md8gk2d3280012axrz,12,0.0,False,2800.0,,2800,240,8.0,2.0,4.0,1.65
12,Black/Blue,No,Yes,Memory,/product/vvWrxr/pny-memory-md16gk4d3280012axbz,PNY,,PNY Anarchy X 16GB (4 x 4GB) DDR3-2800 Memory,MD16GK4D3280012AXB-Z,,[],No,16GB (4 x 4GB),DDR3-2800,,240-pin DIMM,1.65V,0.0,pny-memory-md16gk4d3280012axbz,12,0.0,False,2800.0,,2800,240,16.0,4.0,4.0,1.65
11,Gray/Silver,No,Yes,Memory,/product/p6W9TW/kingston-memory-khx1866c11d3p1k24g,Kingston,,Kingston 4GB (2 x 2GB) DDR3-1866 Memory,KHX1866C11D3P1K2/4G,,[],No,4GB (2 x 2GB),DDR3-1866,,240-pin DIMM,1.5V,0.0,kingston-memory-khx1866c11d3p1k24g,11,0.0,False,1866.0,,1866,240,4.0,2.0,2.0,1.5
11,Silver,No,Yes,Memory,/product/MYV48d/kingston-memory-khx18ls11p1k216,Kingston,,Kingston 16GB (2 x 8GB) DDR3-1866 Memory,KHX18LS11P1K2/16,,[],No,16GB (2 x 8GB),DDR3-1866,,204-pin SODIMM,1.35V,0.0,kingston-memory-khx18ls11p1k216,11,0.0,False,1866.0,,1866,204,16.0,2.0,8.0,1.35
11,Black/Blue,No,Yes,Memory,/product/7dmxFT/pny-memory-md16gk4d3240011axbz,PNY,,PNY Anarchy X 16GB (4 x 4GB) DDR3-2400 Memory,MD16GK4D3240011AXB-Z,,[],No,16GB (4 x 4GB),DDR3-2400,,240-pin DIMM,1.65V,0.0,pny-memory-md16gk4d3240011axbz,11,0.0,False,2400.0,,2400,240,16.0,4.0,4.0,1.65
11,Black/Green,No,No,Memory,/product/ZqK7YJ/kingston-memory-kvr16ln11k28,Kingston,,Kingston 8GB (2 x 4GB) DDR3-1600 Memory,KVR16LN11K2/8,$7.42,"[59.39, 59.36, 65.0]",No,8GB (2 x 4GB),DDR3-1600,,240-pin DIMM,1.35V,61.25,kingston-memory-kvr16ln11k28,11,7.42,False,1600.0,,1600,240,8.0,2.0,4.0,1.35
11,Black/Red,No,Yes,Memory,/product/JK4NnQ/corsair-memory-cmy32gx3m4c1600c9r,Corsair,,Corsair Vengeance Pro 32GB (4 x 8GB) DDR3-1600 Memory,CMY32GX3M4C1600C9R,$6.56,"[209.99, 202.08, 249.99, 264.99]",No,32GB (4 x 8GB),DDR3-1600,11-11-11-28,240-pin DIMM,1.35V,231.7625,corsair-memory-cmy32gx3m4c1600c9r,11,6.56,False,1600.0,,1600,240,32.0,4.0,8.0,1.35
11,Black/Blue,No,Yes,Memory,/product/8mgPxr/pny-memory-md32gk4d3240011axb,PNY,,PNY Anarchy X 32GB (4 x 8GB) DDR3-2400 Memory,MD32GK4D3240011AXB,,[],No,32GB (4 x 8GB),DDR3-2400,,240-pin DIMM,1.65V,0.0,pny-memory-md32gk4d3240011axb,11,0.0,False,2400.0,,2400,240,32.0,4.0,8.0,1.65
15,Black/Red,No,Yes,Memory,/product/rL2rxr/pny-memory-md16gk4d4240015ar,PNY,,PNY Anarchy 16GB (4 x 4GB) DDR4-2400 Memory,MD16GK4D4240015AR,,[],No,16GB (4 x 4GB),DDR4-2400,,288-pin DIMM,1.2V,0.0,pny-memory-md16gk4d4240015ar,15,0.0,True,,2400.0,2400,288,16.0,4.0,4.0,1.2
9,Black/Green,No,No,Memory,/product/7Pbp99/v7-memory-v73t2gnzbii,V7,,V7 2GB (1 x 2GB) DDR3-1333 Memory,V73T2GNZBII,,[],No,2GB (1 x 2GB),DDR3-1333,,240-pin DIMM,1.5V,0.0,v7-memory-v73t2gnzbii,9,0.0,False,1333.0,,1333,240,2.0,1.0,2.0,1.5
15,Black/Green,No,No,Memory,/product/Pcqbt6/mushkin-memory-994182,Mushkin,,Mushkin Essentials 16GB (4 x 4GB) DDR4-2133 Memory,994182,$6.62,[105.98],No,16GB (4 x 4GB),DDR4-2133,,288-pin DIMM,1.2V,105.98,mushkin-memory-994182,15,6.62,True,,2133.0,2133,288,16.0,4.0,4.0,1.2
15,Black/Green,No,No,Memory,/product/vYH48d/mushkin-memory-994183,Mushkin,,Mushkin Essentials 32GB (4 x 8GB) DDR4-2133 Memory,994183,$6.25,[199.98],No,32GB (4 x 8GB),DDR4-2133,,288-pin DIMM,1.2V,199.98,mushkin-memory-994183,15,6.25,True,,2133.0,2133,288,32.0,4.0,8.0,1.2
8,Red,No,Yes,Memory,/product/fL3RsY/mushkin-memory-997103,Mushkin,,Mushkin Redline 16GB (2 x 8GB) DDR3-1600 Memory,997103,,[],No,16GB (2 x 8GB),DDR3-1600,,240-pin DIMM,1.5V,0.0,mushkin-memory-997103,8,0.0,False,1600.0,,1600,240,16.0,2.0,8.0,1.5
14,Black/Red,No,Yes,Memory,/product/w7Trxr/geil-memory-glr4128gb2400c14dqc,GeIL,,GeIL 128GB (8 x 16GB) DDR4-2400 Memory,GLR4128GB2400C14DQC,,[],No,128GB (8 x 16GB),DDR4-2400,,288-pin DIMM,1.2V,0.0,geil-memory-glr4128gb2400c14dqc,14,0.0,True,,2400.0,2400,288,128.0,8.0,16.0,1.2
9,Gray/Silver,No,Yes,Memory,/product/hXDwrH/kingston-memory-khx16c9x3k216x,Kingston,,Kingston XMP 10th Anniversary Series 16GB (2 x 8GB) DDR3-1600 Memory,KHX16C9X3K2/16X,,[],No,16GB (2 x 8GB),DDR3-1600,,240-pin DIMM,1.5V,0.0,kingston-memory-khx16c9x3k216x,9,0.0,False,1600.0,,1600,240,16.0,2.0,8.0,1.5
9,Green/Silver,No,Yes,Memory,/product/HFvRsY/kingston-memory-khx16lc9k432x,Kingston,,Kingston HyperX 32GB (4 x 8GB) DDR3-1600 Memory,KHX16LC9K4/32X,,[],No,32GB (4 x 8GB),DDR3-1600,,240-pin DIMM,1.35V,0.0,kingston-memory-khx16lc9k432x,9,0.0,False,1600.0,,1600,240,32.0,4.0,8.0,1.35
8,Black/Silver,No,Yes,Memory,/product/QkcMnQ/crucial-memory-blt2kit4g3d1608dt2t,Crucial,,Crucial Ballistix Tactical Tracer 8GB (2 x 4GB) DDR3-1600 Memory,BLT2KIT4G3D1608DT2T,,[],No,8GB (2 x 4GB),DDR3-1600,,240-pin DIMM,1.5V,0.0,crucial-memory-blt2kit4g3d1608dt2t,8,0.0,False,1600.0,,1600,240,8.0,2.0,4.0,1.5
19,Red/Silver,No,Yes,Memory,/product/r27CmG/gskill-memory-f44000c19d8gtz,G.Skill,,G.Skill TridentZ Series 8GB (2 x 4GB) DDR4-4000 Memory,F4-4000C19D-8GTZ,$14.98,"[119.88, 119.99, 124.97]",No,8GB (2 x 4GB),DDR4-4000,,288-pin DIMM,1.35V,121.613333333,gskill-memory-f44000c19d8gtz,19,14.98,True,,4000.0,4000,288,8.0,2.0,4.0,1.35
9,Black/Gold,No,Yes,Memory,/product/X9zv6h/ocz-memory-ocz3g1333lv8gk,OCZ,,OCZ Gold 8GB (2 x 4GB) DDR3-1333 Memory,OCZ3G1333LV8GK,,[],No,8GB (2 x 4GB),DDR3-1333,,240-pin DIMM,1.65V,0.0,ocz-memory-ocz3g1333lv8gk,9,0.0,False,1333.0,,1333,240,8.0,2.0,4.0,1.65
9,Black/Silver,No,Yes,Memory,/product/Kv648d/crucial-memory-blt2kit4g3d1869dt2t,Crucial,,Crucial Ballistix Tactical Tracer 8GB (2 x 4GB) DDR3-1866 Memory,BLT2KIT4G3D1869DT2T,$9.62,"[76.99, 99.95]",No,8GB (2 x 4GB),DDR3-1866,,240-pin DIMM,1.5V,88.47,crucial-memory-blt2kit4g3d1869dt2t,9,9.62,False,1866.0,,1866,240,8.0,2.0,4.0,1.5
9,Black/Silver,No,Yes,Memory,/product/rjdqqs/corsair-memory-cmd32gx3m4a1600c10,Corsair,,Corsair Dominator Platinum 32GB (4 x 8GB) DDR3-1600 Memory,CMD32GX3M4A1600C10,$12.97,[414.99],No,32GB (4 x 8GB),DDR3-1600,9-9-9-24,240-pin DIMM,1.5V,414.99,corsair-memory-cmd32gx3m4a1600c10,9,12.97,False,1600.0,,1600,240,32.0,4.0,8.0,1.5
9,Black/White,No,Yes,Memory,/product/YKtCmG/transcend-memory-tx2000kln8gk,Transcend,,Transcend aXeRAM 8GB (2 x 4GB) DDR3-2000 Memory,TX2000KLN-8GK,,[],No,8GB (2 x 4GB),DDR3-2000,,240-pin DIMM,1.6V,0.0,transcend-memory-tx2000kln8gk,9,0.0,False,2000.0,,2000,240,8.0,2.0,4.0,1.6
11,,No,Yes,Memory,/product/s37wrH/amd-memory-ae38g1601u2k,AMD,,AMD Entertainment Edition 8GB (2 x 4GB) DDR3-1600 Memory,AE38G1601U2K,,[],No,8GB (2 x 4GB),DDR3-1600,,240-pin DIMM,1.5V,0.0,amd-memory-ae38g1601u2k,11,0.0,False,1600.0,,1600,240,8.0,2.0,4.0,1.5
9,Red/Silver,No,Yes,Memory,/product/BHBrxr/avexir-memory-avd3u21330908g2bz1g,Avexir,,Avexir Blitz1.1 16GB (2 x 8GB) DDR3-2133 Memory,AVD3U21330908G-2BZ1G,,[],No,16GB (2 x 8GB),DDR3-2133,,240-pin DIMM,1.65V,0.0,avexir-memory-avd3u21330908g2bz1g,9,0.0,False,2133.0,,2133,240,16.0,2.0,8.0,1.65
9,Red/Silver,No,Yes,Memory,/product/Ccqbt6/avexir-memory-avd3u21330904g2bz1g,Avexir,,Avexir Blitz1.1 8GB (2 x 4GB) DDR3-2133 Memory,AVD3U21330904G-2BZ1G,,[],No,8GB (2 x 4GB),DDR3-2133,,240-pin DIMM,1.65V,0.0,avexir-memory-avd3u21330904g2bz1g,9,0.0,False,2133.0,,2133,240,8.0,2.0,4.0,1.65
9,Silver,Yes,No,Memory,/product/f32rxr/mushkin-memory-992081,Mushkin,,Mushkin Proline 32GB (1 x 32GB) Registered DDR3-1333 Memory,992081,$6.87,"[219.98, 299.87]",Yes,32GB (1 x 32GB),DDR3-1333,,240-pin DIMM,1.5V,259.925,mushkin-memory-992081,9,6.87,False,1333.0,,1333,240,32.0,1.0,32.0,1.5
8,Red,No,Yes,Memory,/product/vM9KHx/mushkin-memory-994103,Mushkin,,Mushkin Redline 32GB (4 x 8GB) DDR3-1600 Memory,994103,,[],No,32GB (4 x 8GB),DDR3-1600,,240-pin DIMM,1.5V,0.0,mushkin-memory-994103,8,0.0,False,1600.0,,1600,240,32.0,4.0,8.0,1.5
15,Black/Red,No,Yes,Memory,/product/Kx648d/pny-memory-md16gk4d4213315ar,PNY,,PNY Anarchy 16GB (4 x 4GB) DDR4-2133 Memory,MD16GK4D4213315AR,,[],No,16GB (4 x 4GB),DDR4-2133,,288-pin DIMM,1.2V,0.0,pny-memory-md16gk4d4213315ar,15,0.0,True,,2133.0,2133,288,16.0,4.0,4.0,1.2
9,Black/Silver,No,Yes,Memory,/product/KHV48d/pny-memory-md8192sd31866x9,PNY,,PNY 8GB (1 x 8GB) DDR3-1866 Memory,MD8192SD3-1866-X9,$8.59,[60.59],No,8GB (1 x 8GB),DDR3-1866,,240-pin DIMM,1.5V,60.59,pny-memory-md8192sd31866x9,9,8.59,False,1866.0,,1866,240,8.0,1.0,8.0,1.5
9,Black/Silver,No,Yes,Memory,/product/LDW9TW/kingston-memory-khx1600c9d3x1k28gx,Kingston,,Kingston 8GB (2 x 4GB) DDR3-1600 Memory,KHX1600C9D3X1K2/8GX,,[],No,8GB (2 x 4GB),DDR3-1600,,240-pin DIMM,1.65V,0.0,kingston-memory-khx1600c9d3x1k28gx,9,0.0,False,1600.0,,1600,240,8.0,2.0,4.0,1.65
15,Black/Red,No,Yes,Memory,/product/vgX2FT/gskill-memory-32gbddr42400gskill,G.Skill,,G.Skill Ripjaws 4 series 32GB (8 x 4GB) DDR4-2400 Memory,32GB DDR4 2400GSKILL,,[],No,32GB (8 x 4GB),DDR4-2400,,288-pin DIMM,1.2V,0.0,gskill-memory-32gbddr42400gskill,15,0.0,True,,2400.0,2400,288,32.0,8.0,4.0,1.2
11,Black/Red,No,Yes,Memory,/product/KqYXsY/amd-memory-r538g1601s2l,AMD,,AMD R5 Entertainment Series 8GB (1 x 8GB) DDR3-1600 Memory,R538G1601S2L,$10.84,[78.69],No,8GB (1 x 8GB),DDR3-1600,,204-pin SODIMM,1.35V,78.69,amd-memory-r538g1601s2l,11,10.84,False,1600.0,,1600,204,8.0,1.0,8.0,1.35
15,Red/Silver,No,Yes,Memory,/product/wvWrxr/mushkin-memory-992205t,Mushkin,,Mushkin Redline 8GB (1 x 8GB) DDR4-3000 Memory,992205T,,[],No,8GB (1 x 8GB),DDR4-3000,,288-pin DIMM,1.35V,0.0,mushkin-memory-992205t,15,0.0,True,,3000.0,3000,288,8.0,1.0,8.0,1.35
15,Black/Silver,No,Yes,Memory,/product/CWbkcf/mushkin-memory-994199t,Mushkin,,Mushkin Blackline 32GB (4 x 8GB) DDR4-2400 Memory,994199T,,[],No,32GB (4 x 8GB),DDR4-2400,,288-pin DIMM,1.2V,0.0,mushkin-memory-994199t,15,0.0,True,,2400.0,2400,288,32.0,4.0,8.0,1.2
10,White,No,Yes,Memory,/product/gWGj4D/team-memory-txwd316g2400hc10qdc0,Team,,Team Xtreem 16GB (2 x 8GB) DDR3-2400 Memory,TXWD316G2400HC10QDC0,,[],No,16GB (2 x 8GB),DDR3-2400,,240-pin DIMM,1.65V,0.0,team-memory-txwd316g2400hc10qdc0,10,0.0,False,2400.0,,2400,240,16.0,2.0,8.0,1.65
9,Blue,No,Yes,Memory,/product/XdnG3C/team-memory-tzbd38g1600hc9dc01,Team,,Team Zeus Blue 8GB (2 x 4GB) DDR3-1600 Memory,TZBD38G1600HC9DC01,,[],No,8GB (2 x 4GB),DDR3-1600,,240-pin DIMM,1.5V,0.0,team-memory-tzbd38g1600hc9dc01,9,0.0,False,1600.0,,1600,240,8.0,2.0,4.0,1.5
12,Black/Silver,No,Yes,Memory,/product/X7Trxr/mushkin-memory-992189t,Mushkin,,Mushkin Blackline 4GB (1 x 4GB) DDR4-2133 Memory,992189T,,[],No,4GB (1 x 4GB),DDR4-2133,,288-pin DIMM,1.2V,0.0,mushkin-memory-992189t,12,0.0,True,,2133.0,2133,288,4.0,1.0,4.0,1.2
12,Black/Silver,No,Yes,Memory,/product/hXvZxr/mushkin-memory-997189t,Mushkin,,Mushkin Blackline 8GB (2 x 4GB) DDR4-2133 Memory,997189T,,[],No,8GB (2 x 4GB),DDR4-2133,,288-pin DIMM,1.2V,0.0,mushkin-memory-997189t,12,0.0,True,,2133.0,2133,288,8.0,2.0,4.0,1.2
16,Black/Gold,No,Yes,Memory,/product/WRkwrH/a-data-memory-ax4u3300w4g16dgz,ADATA,,ADATA 8GB (2 x 4GB) DDR4-3300 Memory,AX4U3300W4G16-DGZ,$12.00,[95.99],No,8GB (2 x 4GB),DDR4-3300,,288-pin DIMM,1.35V,95.99,a-data-memory-ax4u3300w4g16dgz,16,12.0,True,,3300.0,3300,288,8.0,2.0,4.0,1.35
