Color,Dimensions,"External 2.5"" Bays","External 3.5"" Bays","External 5.25"" Bays","External 5.25"" Slim Bays","External 5.25"" Slim Slot Load Bays",Front Panel USB 3.0 Ports,Includes Power Supply,"Internal 2.5"" Bays","Internal 3.5"" Bays","Internal 5.25"" Bays","Internal 5.25"" Slim Slot Load Bays",Kind,Link,Manufacturer,Maximum Video Card Length,Model,Motherboard Compatibility,Name,Part #,Prices,Type,link,dim,vol,avg,short_link
Black,"5.91"" x 17.28"" x 13.39""",,,1,,,Yes,No,,4,,,Case,/product/RGZQzy/silverstone-case-gd06b,Silverstone,"10.98""",,"Micro ATX, Mini ITX, Thin Mini ITX",Silverstone GD06B HTPC Case,GD06B<br/>(or) SST-GD06B,"[116.99, 131.99, 119.99, 199.95]",HTPC,silverstone-case-gd06b,"[5.91, 17.28, 13.39]",1367.451072,142.23,silverstone-case-gd06b
Black,"11.26"" x 22.44"" x 23.50""",,,3,,,Yes,No,2,8,,,Case,/product/QPFXsY/antec-p9-window-atx-full-tower-case-p9-window,Antec,"16.93""",,"ATX, Micro ATX, Mini ITX",Antec P9 Window ATX Full Tower Case,P9 Window,[87.99],ATX Full Tower,antec-p9-window-atx-full-tower-case-p9-window,"[11.26, 22.44, 23.50]",5937.8484,87.99,antec-p9-window-atx-full-tower-case-p9-window
Black,,,,4,,,Yes,No,,11,,,Case,/product/4Jx9TW/nanoxia-case-nads5black,Nanoxia,"13.31"" (338mm) With Drive Cages<br/>18.43"" (468mm) Without Drive Cages",Deep Silence 5,"ATX, EATX, Micro ATX, Mini ITX, XL ATX",Nanoxia Deep Silence 5 ATX Full Tower Case,NA-DS5-BLACK<br/>(or) NXDS5Bb<br/>(or) NXDS5B,[179.99],ATX Full Tower,nanoxia-case-nads5black,,0.0,179.99,nanoxia-case-nads5black
Black,,,,1,,,Yes,No,,1,,,Case,/product/7nQRsY/xigmatek-eris-en6305-mini-itx-desktop-case-en6305,Xigmatek,"11.81""",Eris EN6305,Mini ITX,Xigmatek Eris EN6305 Mini ITX Desktop Case,EN6305,[],Mini ITX Desktop,xigmatek-eris-en6305-mini-itx-desktop-case-en6305,,0.0,0.0,xigmatek-eris-en6305-mini-itx-desktop-case-en6305
White,"8.07"" x 5.87"" x 9.25""",,,,,1,Yes,No,1,,,,Case,/product/WrDzK8/lian-li-pc-q20w-white-mini-itx-tower-case-pc-q20w,Lian-Li,"5.94""",PC-Q20W (White),Mini ITX,Lian-Li PC-Q20W (White) Mini ITX Tower Case,PC-Q20W,[],Mini ITX Tower,lian-li-pc-q20w-white-mini-itx-tower-case-pc-q20w,"[8.07, 5.87, 9.25]",438.180825,0.0,lian-li-pc-q20w-white-mini-itx-tower-case-pc-q20w
Black,"12.72"" x 3.90"" x 16.97""",,1,1,,,Yes,275 Watts,,1,,,Case,/product/LZNp99/apex-case-dm532u3,Apex,,,"Flex ATX, Micro ATX, Mini ITX",Apex DM-532-U3 HTPC Case w/275W Power Supply,DM-532-U3,[49.19],HTPC,apex-case-dm532u3,"[12.72, 3.90, 16.97]",841.84776,49.19,apex-case-dm532u3
Black,"8.62"" x 6.97"" x 11.26""",,,,,,Yes,450 Watts,1,1,,,Case,/product/fcw323/silverstone-case-sg06bb450usb30,Silverstone,"10.00""",SG06BB-450-USB3.0 (Black),"Mini DTX, Mini ITX, Thin Mini ITX",Silverstone SG06BB-450-USB3.0 (Black) Mini ITX Desktop Case w/450W Power Supply,SG06BB-450-USB3.0<br/>(or) SST-SG06BB-450-USB3.0,"[154.99, 145.0]",Mini ITX Desktop,silverstone-case-sg06bb450usb30,"[8.62, 6.97, 11.26]",676.516564,149.995,silverstone-case-sg06bb450usb30
Black,"19.45"" x 8.23"" x 19.02""",,,3,,,Yes,No,,4,,,Case,/product/MCGkcf/thermaltake-case-cc9011024ww,Corsair,"17.72""",330R Quiet,"ATX, EATX, Micro ATX, Mini ITX",Corsair 330R Quiet ATX Mid Tower Case,CC-9011024-WW,[119.99],ATX Mid Tower,thermaltake-case-cc9011024ww,"[19.45, 8.23, 19.02]",3044.59797,119.99,thermaltake-case-cc9011024ww
Black,,,1,1,,,Yes,No,1,2,,,Case,/product/rBjWGX/apevia-case-xqbernwbk,Apevia,"12.60""",,"Micro ATX, Mini ITX",Apevia X-QBER-NW-BK MicroATX Desktop Case,X-QBER-NW-BK,"[50.99, 54.99, 59.99]",MicroATX Desktop,apevia-case-xqbernwbk,,0.0,55.3233333333,apevia-case-xqbernwbk
Black,"18.66"" x 7.48"" x 16.89""",,1,4,,,No,No,1,4,,,Case,/product/MKmLrH/thermaltake-case-vm30001w2z,Thermaltake,,,"ATX, Micro ATX, Mini ITX",Thermaltake VM30001W2Z ATX Mid Tower Case,VM30001W2Z,"[49.99, 62.9]",ATX Mid Tower,thermaltake-case-vm30001w2z,"[18.66, 7.48, 16.89]",2357.452152,56.445,thermaltake-case-vm30001w2z
Black/Green,"7.80"" x 16.69"" x 19.09""",,1,3,,,Yes,No,1,6,,,Case,/product/sZphP6/cougar-case-solutionaf2,Cougar,"12.60""",Solution AF-2 (Green/Black),"ATX, Micro ATX, Mini ITX",Cougar Solution AF-2 (Green/Black) ATX Mid Tower Case,SolutionAF-2,[54.99],ATX Mid Tower,cougar-case-solutionaf2,"[7.80, 16.69, 19.09]",2485.17438,54.99,cougar-case-solutionaf2
Black,,,1,1,,,Yes,No,2,2,,,Case,/product/QFzv6h/aerocool-case-en52261,Aerocool,"12.60""",DS Cube Black Edition Silent Cube,"Micro ATX, Mini ITX",Aerocool DS Cube Black Edition Silent Cube MicroATX Mini Tower Case,EN52261,[],MicroATX Mini Tower,aerocool-case-en52261,,0.0,0.0,aerocool-case-en52261
Black/Silver,"15.39"" x 7.17"" x 14.21""",,2,2,,,No,300 Watts,,1,,,Case,/product/rFkD4D/apex-case-tm3023,Apex,,,"Flex ATX, Micro ATX, Mini ITX",Apex TM-302-3 MicroATX Mid Tower Case w/300W Power Supply,TM-302-3,[60.57],MicroATX Mid Tower,apex-case-tm3023,"[15.39, 7.17, 14.21]",1568.020923,60.57,apex-case-tm3023
Black/Red,"18.58"" x 7.48"" x 16.89""",,1,4,,,Yes,No,,4,,,Case,/product/3xzv6h/thermaltake-case-vl800p1w2n,Thermaltake,,VL800P1W2N (Black/Red),"ATX, Micro ATX, Mini ITX",Thermaltake VL800P1W2N (Black/Red) ATX Mid Tower Case,VL800P1W2N,[],ATX Mid Tower,thermaltake-case-vl800p1w2n,"[18.58, 7.48, 16.89]",2347.345176,0.0,thermaltake-case-vl800p1w2n
Black,"24.37"" x 9.76"" x 23.19""",,,9,,,Yes,No,,7,,,Case,/product/fPbp99/azza-case-csazgt1,Azza,"15.75""",GT1,"ATX, EATX, Micro ATX, Mini ITX, XL ATX",Azza GT1 ATX Full Tower Case,CSAZ-GT 1,"[109.99, 109.99]",ATX Full Tower,azza-case-csazgt1,"[24.37, 9.76, 23.19]",5515.769328,109.99,azza-case-csazgt1
Black,"8.94"" x 9.72"" x 22.72""",,,1,,,Yes,No,,3,,,Case,/product/Xg2kcf/cooler-master-case-haf915rkkn1,Cooler Master,"14.17""",HAF Stacker 915R,Mini ITX,Cooler Master HAF Stacker 915R Mini ITX Tower Case,HAF-915R-KKN1,[],Mini ITX Tower,cooler-master-case-haf915rkkn1,"[8.94, 9.72, 22.72]",1974.295296,0.0,cooler-master-case-haf915rkkn1
Black,"19.13"" x 7.87"" x 19.76""",,,2,,,Yes,No,2,2,,,Case,/product/8phj4D/nox-hummer-zx-atx-mid-tower-case-nxhummerzx,NOX,"16.34""",Hummer ZX,"ATX, Micro ATX, Mini ITX",NOX Hummer ZX ATX Mid Tower Case,NXHUMMERZX,[],ATX Mid Tower,nox-hummer-zx-atx-mid-tower-case-nxhummerzx,"[19.13, 7.87, 19.76]",2974.929256,0.0,nox-hummer-zx-atx-mid-tower-case-nxhummerzx
Black,,,,2,,,Yes,No,2,5,,,Case,/product/vMcMnQ/aerocool-case-aero1000black,Aerocool,"11.42"" (290mm) With Drive Cages<br/>16.14"" (410mm) Without Drive Cages",Aero-1000,"ATX, Micro ATX, Mini ITX",Aerocool Aero-1000 ATX Mid Tower Case,Aero-1000 Black,"[81.99, 96.08]",ATX Mid Tower,aerocool-case-aero1000black,,0.0,89.035,aerocool-case-aero1000black
Black,"8.94"" x 9.72"" x 22.72""",,,1,,,Yes,No,,3,,,Case,/product/hRQypg/cooler-master-case-haf915fkkn1,Cooler Master,"14.17""",HAF Stacker 915F,Mini ITX,Cooler Master HAF Stacker 915F Mini ITX Tower Case,HAF-915F-KKN1,[],Mini ITX Tower,cooler-master-case-haf915fkkn1,"[8.94, 9.72, 22.72]",1974.295296,0.0,cooler-master-case-haf915fkkn1
Black,"19.80"" x 8.15"" x 18.27""",,1,3,,,No,No,1,5,,,Case,/product/Pqzv6h/zalman-case-z9plus,Zalman,"11.42""",,"ATX, Micro ATX, Mini ITX",Zalman Z9 Plus ATX Mid Tower Case,Z9 Plus,[],ATX Mid Tower,zalman-case-z9plus,"[19.80, 8.15, 18.27]",2948.2299,0.0,zalman-case-z9plus
Black,"7.80"" x 16.69"" x 19.06""",,1,3,,,Yes,No,1,6,,,Case,/product/vg6BD3/cougar-case-volant,Cougar,"12.60""",Volant (Black),"ATX, Micro ATX, Mini ITX",Cougar Volant (Black) ATX Mid Tower Case,Volant,"[49.99, 56.26, 49.99, 49.99]",ATX Mid Tower,cougar-case-volant,"[7.80, 16.69, 19.06]",2481.26892,51.5575,cougar-case-volant
Black,"7.80"" x 16.69"" x 19.09""",,1,3,,,Yes,400 Watts,1,6,,,Case,/product/T9MFf7/cougar-case-solutionrsb400,Cougar,"12.60""",Solution RSB400 (Black),"ATX, Micro ATX, Mini ITX",Cougar Solution RSB400 (Black) ATX Mid Tower Case w/400W Power Supply,SolutionRSB400,"[79.99, 89.99]",ATX Mid Tower,cougar-case-solutionrsb400,"[7.80, 16.69, 19.09]",2485.17438,84.99,cougar-case-solutionrsb400
Black,"8.66"" x 13.98"" x 11.77""",,,,,,Yes,No,4,,,,Case,/product/6fqdnQ/lian-li-case-pcq30x,Lian-Li,"7.87""",,"Mini DTX, Mini ITX",Lian-Li PC-Q30X Mini ITX Tower Case,PC-Q30X,[],Mini ITX Tower,lian-li-case-pcq30x,"[8.66, 13.98, 11.77]",1424.956236,0.0,lian-li-case-pcq30x
Black,"15.75"" x 7.20"" x 16.54""",,,1,,,Yes,No,3,2,,,Case,/product/ckJkcf/aerocool-vs-1-window-atx-mid-tower-case-vs-1-window,Aerocool,"14.76""",,"ATX, Micro ATX, Mini ITX",Aerocool VS-1 Window ATX Mid Tower Case,VS-1 Window,[],ATX Mid Tower,aerocool-vs-1-window-atx-mid-tower-case-vs-1-window,"[15.75, 7.20, 16.54]",1875.636,0.0,aerocool-vs-1-window-atx-mid-tower-case-vs-1-window
Black,"20.98"" x 8.39"" x 22.99""",,1,3,,,Yes,No,,5,,,Case,/product/wCNp99/thermaltake-case-vp500m1w2n,Thermaltake,"13.54""",Urban S71,"ATX, EATX, Micro ATX, Mini ITX",Thermaltake Urban S71 ATX Full Tower Case,VP500M1W2N,[162.87],ATX Full Tower,thermaltake-case-vp500m1w2n,"[20.98, 8.39, 22.99]",4046.750378,162.87,thermaltake-case-vp500m1w2n
White/Black,"8.43"" x 20.28"" x 20.91""",,,3,,,Yes,No,,6,,,Case,/product/ms2kcf/nzxt-case-caph410w2,NZXT,"9.06"" (230mm) With Drive Cages<br/>12.01"" (305mm) Without Drive Cages",Phantom 410 (White),"ATX, Micro ATX, Mini ITX, Thin Mini ITX",NZXT Phantom 410 (White) ATX Mid Tower Case,CA-PH410-W2<br/>(or) CSNZP410W,[],ATX Mid Tower,nzxt-case-caph410w2,"[8.43, 20.28, 20.91]",3574.781964,0.0,nzxt-case-caph410w2
Black,"12.99"" x 3.78"" x 14.37""",,1,1,,,No,300 Watts,,2,,,Case,/product/F7jG3C/inwin-case-bl631300tbl,Inwin,,,"Micro ATX, Mini ITX",Inwin BL631.300TBL MicroATX Slim Case w/300W Power Supply,BL631.300TBL,[],MicroATX Slim,inwin-case-bl631300tbl,"[12.99, 3.78, 14.37]",705.598614,0.0,inwin-case-bl631300tbl
Black,"24.02"" x 8.62"" x 24.88""",,,3,,,Yes,No,2,10,,,Case,/product/VXw323/lian-li-case-pcp80nb,Lian-Li,"15.35""",,"ATX, EATX, HPTX, Micro ATX, Mini ITX, Thin Mini ITX",Lian-Li PC-P80NB ATX Full Tower Case,PC-P80NB,[],ATX Full Tower,lian-li-case-pcp80nb,"[24.02, 8.62, 24.88]",5151.463712,0.0,lian-li-case-pcp80nb
Silver,,,,,1,,Yes,No,1,1,,,Case,/product/dPPfrH/silverstone-case-sg06slite,Silverstone,"10.00""",,Mini ITX,Silverstone SG06S-LITE Mini ITX Desktop Case,SG06S-LITE<br/>(or) SST-SG06S-LITE,[56.97],Mini ITX Desktop,silverstone-case-sg06slite,,0.0,56.97,silverstone-case-sg06slite
Black,,,,1,,,Yes,No,,3,,,Case,/product/KY98TW/nox-case-nxcbaycx,NOX,"13.39""",,"Micro ATX, Mini ITX",NOX NXCBAYCX MicroATX Desktop Case,NXCBAYCX,[],MicroATX Desktop,nox-case-nxcbaycx,,0.0,0.0,nox-case-nxcbaycx
Black,,,,,1,,Yes,No,3,5,,,Case,/product/H7Trxr/lian-li-case-pc05sx,Lian-Li,"6.89"" (175mm) With Drive Cages<br/>12.20"" (310mm) Without Drive Cages",,Mini ITX,Lian-Li PC-05SX HTPC Case,PC-05SX,[],HTPC,lian-li-case-pc05sx,,0.0,0.0,lian-li-case-pc05sx
White/Blue,,,,3,,,Yes,No,4,4,,,Case,/product/bVMFf7/apevia-case-xsniper2wht,Apevia,,,"ATX, Micro ATX, Mini ITX",Apevia X-SNIPER2-WHT ATX Mid Tower Case,X-SNIPER2-WHT,"[54.99, 63.59, 66.8, 58.95]",ATX Mid Tower,apevia-case-xsniper2wht,,0.0,61.0825,apevia-case-xsniper2wht
Black,"19.69"" x 8.07"" x 21.50""",,1,10,,,Yes,No,,8,,,Case,/product/hDR48d/azza-case-csaz1000r,Azza,,Solano 1000R,"ATX, Micro ATX, Mini ITX",Azza Solano 1000R ATX Full Tower Case,CSAZ-1000R,[109.99],ATX Full Tower,azza-case-csaz1000r,"[19.69, 8.07, 21.50]",3416.31345,109.99,azza-case-csaz1000r
Gunmetal,"23.58"" x 9.65"" x 24.69""",,,4,,,Yes,No,2,6,,,Case,/product/m9kD4D/nzxt-case-caph630g1,NZXT,"12.80"" (325mm) With Drive Cages<br/>19.96"" (507mm) Without Drive Cages",Phantom 630 (Gunmetal),"ATX, EATX, Micro ATX, Mini ITX, XL ATX",NZXT Phantom 630 (Gunmetal) ATX Full Tower Case,CA-PH630-G1,[],ATX Full Tower,nzxt-case-caph630g1,"[23.58, 9.65, 24.69]",5618.13543,0.0,nzxt-case-caph630g1
Black/Blue,,,,2,,,Yes,No,3,2,,,Case,/product/fK4NnQ/aerocool-case-acoolcsaero800blue,Aerocool,"15.35""",Aero-800,"ATX, Micro ATX, Mini ITX",Aerocool Aero-800 ATX Mid Tower Case,ACOOLCSAERO800BLUE,[],ATX Mid Tower,aerocool-case-acoolcsaero800blue,,0.0,0.0,aerocool-case-acoolcsaero800blue
Black/White,"17.72"" x 8.27"" x 18.31""",,,,,,Yes,No,2,2,,,Case,/product/WWKhP6/silverstone-redline-rl05-blackwhite-atx-mid-tower-case-sst-rl05bw-w,Silverstone,"14.72""",Redline RL05 (Black/White),"ATX, Micro ATX, Mini ITX",Silverstone Redline RL05 (Black/White) ATX Mid Tower Case,SST-RL05BW-W<br/>(or) RL05BW-W,[],ATX Mid Tower,silverstone-redline-rl05-blackwhite-atx-mid-tower-case-sst-rl05bw-w,"[17.72, 8.27, 18.31]",2683.227964,0.0,silverstone-redline-rl05-blackwhite-atx-mid-tower-case-sst-rl05bw-w
Black/Green,"9.80"" x 15.87"" x 14.09""",,,1,,,Yes,No,5,4,,,Case,/product/pRBrxr/bitfenix-case-bfcprm300ggxkkrp,BitFenix,"9.84"" (250mm) With Drive Cages<br/>12.60"" (320mm) Without Drive Cages",Prodigy M Vivid Green,"Micro ATX, Mini ITX",BitFenix Prodigy M Vivid Green MicroATX Mini Tower Case,BFC-PRM-300-GGXKK-RP,[111.18],MicroATX Mini Tower,bitfenix-case-bfcprm300ggxkkrp,"[9.80, 15.87, 14.09]",2191.36134,111.18,bitfenix-case-bfcprm300ggxkkrp
Black/Gray,"20.55"" x 9.09"" x 18.27""",,,2,,,Yes,No,2,8,,,Case,/product/Hb3RsY/fractal-design-case-fdcadefr4tiw,Fractal Design,"11.61"" (295mm) With Drive Cages<br/>16.93"" (430mm) Without Drive Cages",Define R4 w/Window (Titanium Grey),"ATX, Micro ATX, Mini ITX, Thin Mini ITX",Fractal Design Define R4 w/Window (Titanium Grey) ATX Mid Tower Case,FD-CA-DEF-R4-TI-W,[],ATX Mid Tower,fractal-design-case-fdcadefr4tiw,"[20.55, 9.09, 18.27]",3412.826865,0.0,fractal-design-case-fdcadefr4tiw
Black,"8.39"" x 19.49"" x 20.79""",,,4,,,Yes,No,,6,,,Case,/product/KZphP6/cooler-master-case-rc692akkn5,Cooler Master,"11.97""",CM 690 II (Black),"ATX, Micro ATX, Mini ITX, Thin Mini ITX",Cooler Master CM 690 II (Black) ATX Mid Tower Case,RC-692A-KKN5,[],ATX Mid Tower,cooler-master-case-rc692akkn5,"[8.39, 19.49, 20.79]",3399.603669,0.0,cooler-master-case-rc692akkn5
Black,"16.54"" x 6.89"" x 13.98""",,,2,,,No,No,,2,,,Case,/product/WNbp99/fractal-design-case-fdcacore1000bl,Fractal Design,"8.27"" (210mm) With Drive Cages<br/>13.78"" (350mm) Without Drive Cages",Core 1000,"Micro ATX, Mini ITX, Thin Mini ITX",Fractal Design Core 1000 MicroATX Mini Tower Case,FD-CA-CORE-1000-BL,[],MicroATX Mini Tower,fractal-design-case-fdcacore1000bl,"[16.54, 6.89, 13.98]",1593.169188,0.0,fractal-design-case-fdcacore1000bl
White,"23.58"" x 9.65"" x 24.69""",,,4,,,Yes,No,2,6,,,Case,/product/8G9KHx/nzxt-case-caph630w1,NZXT,"12.80"" (325mm) With Drive Cages<br/>19.96"" (507mm) Without Drive Cages",Phantom 630 (White),"ATX, EATX, Micro ATX, Mini ITX, XL ATX",NZXT Phantom 630 (White) ATX Full Tower Case,CA-PH630-W1,[],ATX Full Tower,nzxt-case-caph630w1,"[23.58, 9.65, 24.69]",5618.13543,0.0,nzxt-case-caph630w1
Black,"6.61"" x 16.69"" x 13.66""",,,1,,,No,No,1,2,,,Case,/product/HwLypg/zalman-case-zmt2,Zalman,"10.63""",,"Micro ATX, Mini ITX",Zalman ZM-T2 MicroATX Mini Tower Case,ZM-T2,[],MicroATX Mini Tower,zalman-case-zmt2,"[6.61, 16.69, 13.66]",1506.983494,0.0,zalman-case-zmt2
Black/Pink,,,,1,,,Yes,No,1,2,,,Case,/product/kKp323/apevia-case-xenerqpk,Apevia,"11.42""",,"Micro ATX, Mini ITX",Apevia X-EnerQ-PK MicroATX Mid Tower Case,X-EnerQ-PK,"[48.99, 49.99, 59.88, 59.99]",MicroATX Mid Tower,apevia-case-xenerqpk,,0.0,54.7125,apevia-case-xenerqpk
Black,,,,2,,,Yes,No,2,8,,,Case,/product/BgR48d/fractal-design-case-fdcadefr4blo,Fractal Design,"11.61"" (295mm) With Drive Cages<br/>16.93"" (430mm) Without Drive Cages",Define R4 Blackout,"ATX, Micro ATX, Mini ITX",Fractal Design Define R4 Blackout ATX Mid Tower Case,FD-CA-DEF-R4-BLO,[],ATX Mid Tower,fractal-design-case-fdcadefr4blo,,0.0,0.0,fractal-design-case-fdcadefr4blo
Black,"7.87"" x 18.23"" x 18.98""",,1,3,,,Yes,No,,4,,,Case,/product/wF2kcf/rosewill-case-ranger,Rosewill,,,"ATX, Micro ATX, Mini ITX",Rosewill RANGER ATX Mid Tower Case,RANGER,[],ATX Mid Tower,rosewill-case-ranger,"[7.87, 18.23, 18.98]",2723.062498,0.0,rosewill-case-ranger
Black,"16.02"" x 7.09"" x 15.00""",,1,2,,,No,400 Watts,,2,,,Case,/product/gNCwrH/diablotek-case-cpa0170,Diablotek,"8.27""",DIAMOND,"ATX, Micro ATX, Mini ITX",Diablotek DIAMOND ATX Mid Tower Case w/400W Power Supply,CPA-0170,[],ATX Mid Tower,diablotek-case-cpa0170,"[16.02, 7.09, 15.00]",1703.727,0.0,diablotek-case-cpa0170
Black,,,1,3,,,Yes,500 Watts,1,6,,,Case,/product/mJx9TW/cooler-master-case-rck280kkr500,Cooler Master,"12.40""",K280,"ATX, Micro ATX, Mini ITX",Cooler Master K280 ATX Mid Tower Case w/500W Power Supply,RC-K280-KKR500,[],ATX Mid Tower,cooler-master-case-rck280kkr500,,0.0,0.0,cooler-master-case-rck280kkr500
Black,,,,,,,No,No,1,1,,,Case,/product/nhM323/streacom-case-stf1cwsevo,Streacom,,F1CWS Evo,Mini ITX,Streacom F1CWS Evo HTPC Case,ST-F1CWS-EVO,[],HTPC,streacom-case-stf1cwsevo,,0.0,0.0,streacom-case-stf1cwsevo
White,"9.09"" x 20.20"" x 20.47""",,,3,,,Yes,No,,7,,,Case,/product/sr4gXL/cooler-master-case-sgc2100wwn1,Cooler Master,"11.30"" (287mm) With Drive Cages<br/>15.71"" (399mm) Without Drive Cages",Storm Scout 2,"ATX, Micro ATX, Mini ITX",Cooler Master Storm Scout 2 ATX Mid Tower Case,SGC-2100-WWN1,[],ATX Mid Tower,cooler-master-case-sgc2100wwn1,"[9.09, 20.20, 20.47]",3758.66046,0.0,cooler-master-case-sgc2100wwn1
Black,"20.79"" x 8.39"" x 20.08""",,,4,,,No,No,,6,,,Case,/product/gbJwrH/cooler-master-case-rc692kkn2,Cooler Master,"11.97""",CM 690 II (Black),"ATX, Micro ATX, Mini ITX, Thin Mini ITX",Cooler Master CM 690 II (Black) ATX Mid Tower Case,RC-692-KKN2,[],ATX Mid Tower,cooler-master-case-rc692kkn2,"[20.79, 8.39, 20.08]",3502.516248,0.0,cooler-master-case-rc692kkn2
Black,"20.63"" x 8.39"" x 18.98""",,,5,,,No,No,,5,,,Case,/product/Mrg323/cooler-master-case-rc690kkn1gp,Cooler Master,,CM 690,"ATX, Micro ATX, Mini ITX",Cooler Master CM 690 ATX Mid Tower Case,RC-690-KKN1-GP,[],ATX Mid Tower,cooler-master-case-rc690kkn1gp,"[20.63, 8.39, 18.98]",3285.166586,0.0,cooler-master-case-rc690kkn1gp
Black,"20.67"" x 9.09"" x 22.17""",,,3,,,No,No,,7,,,Case,/product/W7jG3C/thermaltake-case-vl10001w2z,Thermaltake,,Element G,"ATX, Micro ATX, Mini ITX",Thermaltake Element G ATX Mid Tower Case,VL10001W2Z,[],ATX Mid Tower,thermaltake-case-vl10001w2z,"[20.67, 9.09, 22.17]",4165.527951,0.0,thermaltake-case-vl10001w2z
Black,"19.06"" x 7.44"" x 18.31""",,1,3,,,Yes,No,,4,,,Case,/product/PyMFf7/sentey-case-gs6050iihalcon,Sentey,,GS-6050 II Halcon (Black),"ATX, Micro ATX, Mini ITX",Sentey GS-6050 II Halcon (Black) ATX Mid Tower Case,GS-6050 II Halcon,[],ATX Mid Tower,sentey-case-gs6050iihalcon,"[19.06, 7.44, 18.31]",2596.475184,0.0,sentey-case-gs6050iihalcon
Black/White,"12.87"" x 10.39"" x 13.86""",,1,1,,,Yes,No,2,2,,,Case,/product/6BQypg/aerocool-case-dscubeblackwhite,Aerocool,"12.60""",,"Micro ATX, Mini ITX",Aerocool DS-Cube Black/White MicroATX Mini Tower Case,DS-Cube Black/White,"[92.99, 115.73]",MicroATX Mini Tower,aerocool-case-dscubeblackwhite,"[12.87, 10.39, 13.86]",1853.349498,104.36,aerocool-case-dscubeblackwhite
Black,"22.17"" x 10.00"" x 19.69""",,1,5,,,Yes,No,,5,,,Case,/product/3FjG3C/cooler-master-case-rc922mkkn3gp,Cooler Master,,HAF 922 (Black),"ATX, Micro ATX, Mini ITX",Cooler Master HAF 922 (Black) ATX Mid Tower Case,RC-922M-KKN3-GP,[],ATX Mid Tower,cooler-master-case-rc922mkkn3gp,"[22.17, 10.00, 19.69]",4365.273,0.0,cooler-master-case-rc922mkkn3gp
Black,"22.13"" x 8.31"" x 20.51""",,,3,,,No,No,,8,,,Case,/product/4QW9TW/nzxt-case-tevo001bk,NZXT,,Tempest EVO,"ATX, Micro ATX, Mini ITX",NZXT Tempest EVO ATX Mid Tower Case,TEVO-001BK,[],ATX Mid Tower,nzxt-case-tevo001bk,"[22.13, 8.31, 20.51]",3771.795153,0.0,nzxt-case-tevo001bk
Black,"13.23"" x 7.24"" x 16.10""",,2,3,,,No,450 Watts,,4,,,Case,/product/fRckcf/topower-case-tp3030bb450,Topower,,TP-3030BB-450 (Black),"ATX, Micro ATX, Mini ITX",Topower TP-3030BB-450 (Black) MicroATX Mini Tower Case w/450W Power Supply,TP-3030BB-450,[],MicroATX Mini Tower,topower-case-tp3030bb450,"[13.23, 7.24, 16.10]",1542.14172,0.0,topower-case-tp3030bb450
Black/Red,,,,3,,,Yes,No,3,3,,,Case,/product/Nn648d/ibuypower-arc-647-case-atx-mid-tower-case-arc-647-case,iBuypower,,,"ATX, Micro ATX",iBuypower ARC 647 CASE ATX Mid Tower Case,ARC 647 CASE,[],ATX Mid Tower,ibuypower-arc-647-case-atx-mid-tower-case-arc-647-case,,0.0,0.0,ibuypower-arc-647-case-atx-mid-tower-case-arc-647-case
Black,,,,3,,,Yes,No,,4,,,Case,/product/L6tCmG/raidmax-case-atx818wb,Raidmax,,,"ATX, Micro ATX, Mini ITX",Raidmax ATX-818WB MicroATX Mid Tower Case,ATX-818WB,[],MicroATX Mid Tower,raidmax-case-atx818wb,,0.0,0.0,raidmax-case-atx818wb
Black/Green,"17.52"" x 7.87"" x 16.93""",,,3,,,Yes,No,1,6,,,Case,/product/JwgPxr/sharkoon-t3-w-green-atx-mid-tower-case-t3-w-green,SHARKOON,"15.16""",,"ATX, Micro ATX, Mini ITX",SHARKOON T3-W Green ATX Mid Tower Case,T3-W Green,[],ATX Mid Tower,sharkoon-t3-w-green-atx-mid-tower-case-t3-w-green,"[17.52, 7.87, 16.93]",2334.349032,0.0,sharkoon-t3-w-green-atx-mid-tower-case-t3-w-green
Black,"22.36"" x 8.58"" x 18.54""",,,3,,,Yes,No,,7,,,Case,/product/HD9KHx/rosewill-case-armorevo,Rosewill,,,"ATX, EATX, Micro ATX, Mini ITX, SSI CEB, SSI EEB",Rosewill ARMOR-EVO ATX Mid Tower Case,ARMOR-EVO,[],ATX Mid Tower,rosewill-case-armorevo,"[22.36, 8.58, 18.54]",3556.876752,0.0,rosewill-case-armorevo
Black,,,,,1,,Yes,No,3,6,,,Case,/product/pMcMnQ/lian-li-case-pco6s,Lian-Li,"11.42""",,"Micro ATX, Mini ITX",Lian-Li PC-O6S HTPC Case,PC-O6S,[],HTPC,lian-li-case-pco6s,,0.0,0.0,lian-li-case-pco6s
Black,"18.46"" x 7.44"" x 17.05""",,2,3,,,Yes,No,,5,1,,Case,/product/rrFPxr/rosewill-case-challengeru3,Rosewill,,Challenger-U3,"ATX, Micro ATX, Mini ITX",Rosewill Challenger-U3 ATX Mid Tower Case,CHALLENGER-U3,[],ATX Mid Tower,rosewill-case-challengeru3,"[18.46, 7.44, 17.05]",2341.68792,0.0,rosewill-case-challengeru3
